AccommodationList;AssessmentFormAdaptiveIndicator;AssessmentFormAlgorithmIdentifier;AssessmentFormAlgorithmVersion;AssessmentFormGUID;AssessmentItemBankIdentifier;AssessmentItemBankName;AssessmentSecureIndicator;FormNumber;IntendedAdministrationEndDate;IntendedAdministrationStartDate;LearningResourceId;Name;PlatformsSupported;PublishedDate;RecordEndDateTime;RecordStartDateTime;RefAssessmentLanguageId;Version;AssessmentFormId;AssessmentId
;;;;;;;;;2024-04-04;2024-04-04;;;;;;;;;349004622;101
;;;;;;;;;2024-05-02;2024-05-02;;;;;;;;;349004623;101
;;;;;;;;;2024-04-24;2024-04-24;;;;;;;;;349004627;101
;;;;;;;;;2024-04-05;2024-04-05;;;;;;;;;349004631;101
;;;;;;;;;2024-05-31;2024-05-31;;;;;;;;;349004632;101
;;;;;;;;;2024-06-14;2024-06-14;;;;;;;;;349004633;101
;;;;;;;;;2024-06-24;2024-06-24;;;;;;;;;355004634;101
;;;;;;;;;2024-04-25;2024-04-25;;;;;;;;;355004635;100
;;;;;;;;;2024-05-29;2024-05-29;;;;;;;;;355004636;100
;;;;;;;;;2024-06-20;2024-06-20;;;;;;;;;355004637;100
;;;;;;;;;2024-06-28;2024-06-28;;;;;;;;;355004638;101
;;;;;;;;;2024-04-24;2024-04-24;;;;;;;;;355004639;100
;;;;;;;;;2024-05-22;2024-05-22;;;;;;;;;355004640;100
;;;;;;;;;2024-06-24;2024-06-24;;;;;;;;;355004641;100
;;;;;;;;;2024-06-27;2024-06-27;;;;;;;;;355004642;101
;;;;;;;;;2024-06-26;2024-06-26;;;;;;;;;355004643;101
;;;;;;;;;2024-06-19;2024-06-19;;;;;;;;;355004644;101
;;;;;;;;;2024-06-30;2024-06-30;;;;;;;;;355004645;101
;;;;;;;;;2024-04-30;2024-04-30;;;;;;;;;357004646;101
;;;;;;;;;2024-04-30;2024-04-30;;;;;;;;;358004647;101
;;;;;;;;;2024-04-30;2024-04-30;;;;;;;;;359004648;101
;;;;;;;;;2024-04-30;2024-04-30;;;;;;;;;360004649;101
;;;;;;;;;2024-04-02;2024-04-02;;;;;;;;;351004650;101
;;;;;;;;;2024-05-07;2024-05-07;;;;;;;;;351004651;101
;;;;;;;;;2024-06-04;2024-06-04;;;;;;;;;351004652;101
;;;;;;;;;2024-04-11;2024-04-11;;;;;;;;;355004653;101
;;;;;;;;;2024-04-11;2024-04-11;;;;;;;;;355004654;101
;;;;;;;;;2024-05-16;2024-05-16;;;;;;;;;355004655;101
;;;;;;;;;2024-04-15;2024-04-15;;;;;;;;;349004656;101
;;;;;;;;;2024-05-14;2024-05-14;;;;;;;;;349004657;101
;;;;;;;;;2024-05-28;2024-05-28;;;;;;;;;349004658;101
;;;;;;;;;2024-06-04;2024-06-04;;;;;;;;;349004659;101
;;;;;;;;;2024-04-12;2024-04-12;;;;;;;;;351004660;101
;;;;;;;;;2024-05-10;2024-05-10;;;;;;;;;351004661;101
;;;;;;;;;2024-06-07;2024-06-07;;;;;;;;;351004662;101
;;;;;;;;;2024-06-07;2024-06-07;;;;;;;;;351004663;101
;;;;;;;;;2024-04-12;2024-04-12;;;;;;;;;353004664;101
;;;;;;;;;2024-04-12;2024-04-12;;;;;;;;;355004667;101
;;;;;;;;;2024-05-17;2024-05-17;;;;;;;;;355004668;101
;;;;;;;;;2024-06-07;2024-06-07;;;;;;;;;355004669;101
;;;;;;;;;2024-06-07;2024-06-07;;;;;;;;;355004670;101
;;;;;;;;;2024-04-03;2024-04-03;;;;;;;;;357004672;101
;;;;;;;;;2024-04-10;2024-04-10;;;;;;;;;357004673;101
;;;;;;;;;2024-05-15;2024-05-15;;;;;;;;;357004674;101
;;;;;;;;;2024-06-05;2024-06-05;;;;;;;;;357004675;101
;;;;;;;;;2024-04-04;2024-04-04;;;;;;;;;358004676;101
;;;;;;;;;2024-04-11;2024-04-11;;;;;;;;;358004677;101
;;;;;;;;;2024-05-16;2024-05-16;;;;;;;;;358004678;101
;;;;;;;;;2024-06-06;2024-06-06;;;;;;;;;358004679;101
;;;;;;;;;2024-04-09;2024-04-09;;;;;;;;;357004680;101
;;;;;;;;;2024-05-03;2024-05-03;;;;;;;;;357004681;101
;;;;;;;;;2024-05-24;2024-05-24;;;;;;;;;357004682;101
;;;;;;;;;2024-05-24;2024-05-24;;;;;;;;;357004683;101
;;;;;;;;;2024-04-05;2024-04-05;;;;;;;;;359004684;101
;;;;;;;;;2024-05-03;2024-05-03;;;;;;;;;359004685;101
;;;;;;;;;2024-05-17;2024-05-17;;;;;;;;;359004686;101
;;;;;;;;;2024-06-07;2024-06-07;;;;;;;;;359004687;101
;;;;;;;;;2024-04-04;2024-04-04;;;;;;;;;360004688;101
;;;;;;;;;2024-04-25;2024-04-25;;;;;;;;;360004689;101
;;;;;;;;;2024-05-15;2024-05-15;;;;;;;;;360004690;101
;;;;;;;;;2024-06-05;2024-06-05;;;;;;;;;360004691;101
;;;;;;;;;2024-03-20;2024-03-20;;;;;;;;;361004692;101
;;;;;;;;;2024-04-10;2024-04-10;;;;;;;;;361004693;101
;;;;;;;;;2024-05-08;2024-05-08;;;;;;;;;361004694;101
;;;;;;;;;2024-05-22;2024-05-22;;;;;;;;;361004695;101
;;;;;;;;;2024-04-05;2024-04-05;;;;;;;;;361004696;101
;;;;;;;;;2024-04-26;2024-04-26;;;;;;;;;361004697;101
;;;;;;;;;2024-06-05;2024-06-05;;;;;;;;;361004698;101
;;;;;;;;;2024-06-12;2024-06-12;;;;;;;;;361004699;101
;;;;;;;;;2024-04-16;2024-04-16;;;;;;;;;363004700;101
;;;;;;;;;2024-05-07;2024-05-07;;;;;;;;;363004701;101
;;;;;;;;;2024-05-14;2024-05-14;;;;;;;;;363004702;101
;;;;;;;;;2024-06-28;2024-06-28;;;;;;;;;363004703;101
;;;;;;;;;2024-04-16;2024-04-16;;;;;;;;;363004704;101
;;;;;;;;;2024-05-06;2024-05-06;;;;;;;;;363004705;101
;;;;;;;;;2024-05-28;2024-05-28;;;;;;;;;363004706;101
;;;;;;;;;2024-06-11;2024-06-11;;;;;;;;;363004707;101
;;;;;;;;;2024-04-04;2024-04-04;;;;;;;;;360004708;101
;;;;;;;;;2024-03-28;2024-03-28;;;;;;;;;357004709;100
;;;;;;;;;2024-04-15;2024-04-15;;;;;;;;;357004710;100
;;;;;;;;;2024-04-18;2024-04-18;;;;;;;;;357004711;101
;;;;;;;;;2024-04-01;2024-04-01;;;;;;;;;358004712;100
;;;;;;;;;2024-04-18;2024-04-18;;;;;;;;;358004713;100
;;;;;;;;;2024-04-22;2024-04-22;;;;;;;;;358004714;101
;;;;;;;;;2024-03-27;2024-03-27;;;;;;;;;359004715;100
;;;;;;;;;2024-04-11;2024-04-11;;;;;;;;;359004716;100
;;;;;;;;;2024-04-17;2024-04-17;;;;;;;;;359004717;101
;;;;;;;;;2024-03-18;2024-03-18;;;;;;;;;363004718;100
;;;;;;;;;2024-04-02;2024-04-02;;;;;;;;;363004719;100
;;;;;;;;;2024-04-08;2024-04-08;;;;;;;;;363004720;101
;;;;;;;;;2024-03-26;2024-03-26;;;;;;;;;360004721;100
;;;;;;;;;2024-04-16;2024-04-16;;;;;;;;;360004722;100
;;;;;;;;;2024-04-19;2024-04-19;;;;;;;;;360004723;101
;;;;;;;;;;;;;;;;;;;363004724;101
;;;;;;;;;;;;;;;;;;;363004725;101
;;;;;;;;;;;;;;;;;;;363004726;101
;;;;;;;;;;;;;;;;;;;363004727;100
;;;;;;;;;;;;;;;;;;;363004728;100
;;;;;;;;;;;;;;;;;;;363004729;101
;;;;;;;;;;;;;;;;;;;363004730;100
;;;;;;;;;;;;;;;;;;;363004731;100
;;;;;;;;;;;;;;;;;;;363004732;101
;;;;;;;;;;;;;;;;;;;363004733;101
;;;;;;;;;;;;;;;;;;;361004734;101
;;;;;;;;;;;;;;;;;;;361004735;100
;;;;;;;;;;;;;;;;;;;361004736;100
;;;;;;;;;;;;;;;;;;;361004737;101
;;;;;;;;;;;;;;;;;;;361004738;100
;;;;;;;;;;;;;;;;;;;361004739;100
;;;;;;;;;;;;;;;;;;;361004740;101
;;;;;;;;;;;;;;;;;;;361004741;101
;;;;;;;;;;;;;;;;;;;361004742;101
;;;;;;;;;;;;;;;;;;;361004743;101
;;;;;;;;;;;;;;;;;;;351004744;101
;;;;;;;;;;;;;;;;;;;351004745;100
;;;;;;;;;;;;;;;;;;;351004746;100
;;;;;;;;;;;;;;;;;;;351004747;100
;;;;;;;;;;;;;;;;;;;351004748;101
;;;;;;;;;;;;;;;;;;;351004749;100
;;;;;;;;;;;;;;;;;;;351004750;100
;;;;;;;;;;;;;;;;;;;351004751;101
;;;;;;;;;;;;;;;;;;;351004752;101
;;;;;;;;;;;;;;;;;;;351004753;101
;;;;;;;;;2024-04-08;2024-04-08;;;;;;;;;355004754;101
;;;;;;;;;2024-04-08;2024-04-08;;;;;;;;;351004755;101
;;;;;;;;;2024-04-04;2024-04-04;;;;;;;;;353004756;101
;;;;;;;;;2024-04-09;2024-04-09;;;;;;;;;358004757;101
;;;;;;;;;2024-04-09;2024-04-09;;;;;;;;;357004758;101
;;;;;;;;;2024-04-19;2024-04-19;;;;;;;;;351004759;101
;;;;;;;;;2024-05-31;2024-05-31;;;;;;;;;351004760;101
;;;;;;;;;2024-04-10;2024-04-10;;;;;;;;;351004761;101
;;;;;;;;;2024-05-29;2024-05-29;;;;;;;;;351004762;101
;;;;;;;;;;;;;;;;;;;351004763;101
;;;;;;;;;;;;;;;;;;;351004764;101
;;;;;;;;;;;;;;;;;;;351004765;100
;;;;;;;;;;;;;;;;;;;351004766;100
;;;;;;;;;;;;;;;;;;;351004767;101
;;;;;;;;;2024-04-09;2024-04-09;;;;;;;;;359004775;101
;;;;;;;;;;;;;;;;;;;351004776;101
;;;;;;;;;;;;;;;;;;;351004777;100
;;;;;;;;;;;;;;;;;;;351004778;100
;;;;;;;;;;;;;;;;;;;351004779;101
;;;;;;;;;;;;;;;;;;;351004780;101
;;;;;;;;;;;;;;;;;;;351004781;100
;;;;;;;;;;;;;;;;;;;351004782;100
;;;;;;;;;;;;;;;;;;;351004783;101
;;;;;;;;;;;;;;;;;;;351004784;101
;;;;;;;;;2024-03-27;2024-03-27;;;;;;;;;358004785;100
;;;;;;;;;2024-04-15;2024-04-15;;;;;;;;;358004786;100
;;;;;;;;;;;;;;;;;;;358004787;100
;;;;;;;;;;;;;;;;;;;358004788;101
;;;;;;;;;;;;;;;;;;;358004789;101
;;;;;;;;;2024-03-26;2024-03-26;;;;;;;;;360004790;100
;;;;;;;;;2024-04-15;2024-04-15;;;;;;;;;360004791;100
;;;;;;;;;;;;;;;;;;;360004792;100
;;;;;;;;;;;;;;;;;;;360004793;101
;;;;;;;;;;;;;;;;;;;360004794;101
;;;;;;;;;2024-03-27;2024-03-27;;;;;;;;;363004795;100
;;;;;;;;;2024-04-17;2024-04-17;;;;;;;;;363004796;100
;;;;;;;;;;;;;;;;;;;363004797;101
;;;;;;;;;;;;;;;;;;;363004798;100
;;;;;;;;;2024-03-25;2024-03-25;;;;;;;;;349004799;100
;;;;;;;;;2024-04-08;2024-04-08;;;;;;;;;349004800;100
;;;;;;;;;2024-04-16;2024-04-16;;;;;;;;;349004801;101
;;;;;;;;;2024-04-29;2024-04-29;;;;;;;;;349004802;100
;;;;;;;;;2024-05-27;2024-05-27;;;;;;;;;349004803;100
;;;;;;;;;;;;;;;;;;;349004804;101
;;;;;;;;;2024-04-24;2024-04-24;;;;;;;;;363004810;101
;;;;;;;;;2024-05-09;2024-05-09;;;;;;;;;363004811;101
;;;;;;;;;2024-06-09;2024-06-09;;;;;;;;;363004812;101
;;;;;;;;;2024-05-08;2024-05-08;;;;;;;;;355004813;101
;;;;;;;;;2024-06-04;2024-06-04;;;;;;;;;355004814;101
;;;;;;;;;2024-06-12;2024-06-12;;;;;;;;;355004815;101
;;;;;;;;;2024-06-13;2024-06-13;;;;;;;;;355004816;101
;;;;;;;;;2024-04-30;2024-04-30;;;;;;;;;355004817;100
;;;;;;;;;;;;;;;;;;;363004818;100
;;;;;;;;;;;;;;;;;;;363004819;100
;;;;;;;;;;;;;;;;;;;363004820;100
;;;;;;;;;;;;;;;;;;;363004821;101
;;;;;;;;;;;;;;;;;;;363004822;101
;;;;;;;;;;;;;;;;;;;363004823;101
;;;;;;;;;;;;;;;;;;;363004824;101
;;;;;;;;;;;;;;;;;;;357004825;100
;;;;;;;;;;;;;;;;;;;357004826;101
;;;;;;;;;;;;;;;;;;;357004827;100
;;;;;;;;;;;;;;;;;;;357004828;101
;;;;;;;;;;;;;;;;;;;357004829;100
;;;;;;;;;;;;;;;;;;;357004830;101
;;;;;;;;;;;;;;;;;;;359004831;100
;;;;;;;;;;;;;;;;;;;359004832;101
;;;;;;;;;;;;;;;;;;;359004833;100
;;;;;;;;;;;;;;;;;;;359004834;101
;;;;;;;;;;;;;;;;;;;359004835;100
;;;;;;;;;;;;;;;;;;;359004836;101
;;;;;;;;;;;;;;;;;;;361004837;100
;;;;;;;;;;;;;;;;;;;361004838;101
;;;;;;;;;;;;;;;;;;;361004839;100
;;;;;;;;;;;;;;;;;;;361004840;101
;;;;;;;;;;;;;;;;;;;361004841;100
;;;;;;;;;;;;;;;;;;;361004842;101
;;;;;;;;;;;;;;;;;;;359004843;100
;;;;;;;;;;;;;;;;;;;359004844;101
;;;;;;;;;;;;;;;;;;;359004845;100
;;;;;;;;;;;;;;;;;;;359004846;101
;;;;;;;;;;;;;;;;;;;360004847;100
;;;;;;;;;;;;;;;;;;;360004848;101
;;;;;;;;;;;;;;;;;;;360004849;100
;;;;;;;;;;;;;;;;;;;360004850;101
;;;;;;;;;;;;;;;;;;;359004851;100
;;;;;;;;;;;;;;;;;;;359004852;101
;;;;;;;;;;;;;;;;;;;359004853;100
;;;;;;;;;;;;;;;;;;;359004854;101
;;;;;;;;;;;;;;;;;;;363004855;100
;;;;;;;;;;;;;;;;;;;363004856;101
;;;;;;;;;;;;;;;;;;;363004857;100
;;;;;;;;;;;;;;;;;;;363004858;101
;;;;;;;;;2024-04-03;2024-04-03;;;;;;;;;349004862;101
;;;;;;;;;2024-04-25;2024-04-25;;;;;;;;;349004863;101
;;;;;;;;;2024-05-09;2024-05-09;;;;;;;;;349004864;100
;;;;;;;;;2024-06-14;2024-06-14;;;;;;;;;349004865;100
;;;;;;;;;;;;;;;;;;;349004866;101
;;;;;;;;;2024-05-31;2024-05-31;;;;;;;;;349004867;101
;;;;;;;;;2024-06-14;2024-06-14;;;;;;;;;349004868;101
;;;;;;;;;2024-06-17;2024-06-17;;;;;;;;;349004869;101
;;;;;;;;;2024-03-25;2024-03-25;;;;;;;;;353004870;100
;;;;;;;;;2024-04-02;2024-04-02;;;;;;;;;353004871;100
;;;;;;;;;2024-04-08;2024-04-08;;;;;;;;;353004872;100
;;;;;;;;;;;;;;;;;;;353004873;101
;;;;;;;;;2024-04-18;2024-04-18;;;;;;;;;353004874;100
;;;;;;;;;2024-04-29;2024-04-29;;;;;;;;;353004875;100
;;;;;;;;;2024-05-02;2024-05-02;;;;;;;;;353004876;100
;;;;;;;;;;;;;;;;;;;353004877;101
;;;;;;;;;2024-04-04;2024-04-04;;;;;;;;;363004878;101
;;;;;;;;;;;;;;;;;;;359004879;101
;;;;;;;;;;;;;;;;;;;359004880;101
;;;;;;;;;;;;;;;;;;;359004881;101
;;;;;;;;;;;;;;;;;;;359004882;100
;;;;;;;;;;;;;;;;;;;359004883;100
;;;;;;;;;;;;;;;;;;;359004884;100
;;;;;;;;;;;;;;;;;;;359004885;100
;;;;;;;;;;;;;;;;;;;359004886;101
;;;;;;;;;;;;;;;;;;;360004887;101
;;;;;;;;;;;;;;;;;;;360004888;101
;;;;;;;;;;;;;;;;;;;360004889;101
;;;;;;;;;;;;;;;;;;;360004890;100
;;;;;;;;;;;;;;;;;;;360004891;100
;;;;;;;;;;;;;;;;;;;360004892;100
;;;;;;;;;;;;;;;;;;;360004893;100
;;;;;;;;;;;;;;;;;;;360004894;101
;;;;;;;;;2024-03-25;2024-03-25;;;;;;;;;357004895;101
;;;;;;;;;2024-03-20;2024-03-20;;;;;;;;;353004896;101
;;;;;;;;;2024-03-28;2024-03-28;;;;;;;;;361004897;101
;;;;;;;;;2024-06-05;2024-06-05;;;;;;;;;363004898;101
;;;;;;;;;2024-04-03;2024-04-03;;;;;;;;;361004899;101
;;;;;;;;;;;;;;;;;;;351004900;100
;;;;;;;;;;;;;;;;;;;351004901;100
;;;;;;;;;;;;;;;;;;;351004902;101
;;;;;;;;;;;;;;;;;;;351004903;100
;;;;;;;;;;;;;;;;;;;351004904;100
;;;;;;;;;;;;;;;;;;;351004905;101
;;;;;;;;;;;;;;;;;;;351004906;100
;;;;;;;;;;;;;;;;;;;351004907;100
;;;;;;;;;;;;;;;;;;;351004908;101
;;;;;;;;;;;;;;;;;;;353004909;101
;;;;;;;;;;;;;;;;;;;353004910;101
;;;;;;;;;;;;;;;;;;;353004911;101
;;;;;;;;;;;;;;;;;;;353004912;101
;;;;;;;;;;;;;;;;;;;353004913;100
;;;;;;;;;;;;;;;;;;;353004914;100
;;;;;;;;;;;;;;;;;;;353004915;101
;;;;;;;;;;;;;;;;;;;353004916;101
;;;;;;;;;;;;;;;;;;;353004917;100
;;;;;;;;;;;;;;;;;;;353004918;100
;;;;;;;;;;;;;;;;;;;353004919;101
;;;;;;;;;;;;;;;;;;;353004920;100
;;;;;;;;;;;;;;;;;;;353004921;100
;;;;;;;;;;;;;;;;;;;353004922;100
;;;;;;;;;;;;;;;;;;;353004923;101
;;;;;;;;;;;;;;;;;;;353004924;100
;;;;;;;;;;;;;;;;;;;358004925;101
;;;;;;;;;;;;;;;;;;;358004926;100
;;;;;;;;;;;;;;;;;;;358004927;100
;;;;;;;;;;;;;;;;;;;358004928;101
;;;;;;;;;;;;;;;;;;;358004929;101
;;;;;;;;;;;;;;;;;;;353004930;101
;;;;;;;;;;;;;;;;;;;353004931;101
;;;;;;;;;2024-04-08;2024-04-08;;;;;;;;;361004932;100
;;;;;;;;;2024-04-22;2024-04-22;;;;;;;;;361004933;100
;;;;;;;;;2024-04-29;2024-04-29;;;;;;;;;361004934;101
;;;;;;;;;;;;;;;;;;;361004935;100
;;;;;;;;;;;;;;;;;;;361004936;100
;;;;;;;;;;;;;;;;;;;361004937;100
;;;;;;;;;;;;;;;;;;;361004938;100
;;;;;;;;;;;;;;;;;;;361004939;101
;;;;;;;;;;;;;;;;;;;361004940;100
;;;;;;;;;;;;;;;;;;;361004941;100
;;;;;;;;;;;;;;;;;;;361004942;101
;;;;;;;;;;;;;;;;;;;361004943;100
;;;;;;;;;;;;;;;;;;;361004944;100
;;;;;;;;;;;;;;;;;;;361004945;101
;;;;;;;;;;;;;;;;;;;361004946;101
;;;;;;;;;;;;;;;;;;;357004947;100
;;;;;;;;;;;;;;;;;;;357004948;100
;;;;;;;;;;;;;;;;;;;357004949;101
;;;;;;;;;;;;;;;;;;;357004950;100
;;;;;;;;;;;;;;;;;;;357004951;100
;;;;;;;;;;;;;;;;;;;357004952;101
;;;;;;;;;;;;;;;;;;;357004953;100
;;;;;;;;;;;;;;;;;;;357004954;100
;;;;;;;;;;;;;;;;;;;357004955;101
;;;;;;;;;;;;;;;;;;;357004956;101
;;;;;;;;;;;;;;;;;;;358004957;100
;;;;;;;;;;;;;;;;;;;358004958;100
;;;;;;;;;;;;;;;;;;;358004959;101
;;;;;;;;;;;;;;;;;;;358004960;100
;;;;;;;;;;;;;;;;;;;358004961;100
;;;;;;;;;;;;;;;;;;;358004962;101
;;;;;;;;;;;;;;;;;;;358004963;100
;;;;;;;;;;;;;;;;;;;358004964;100
;;;;;;;;;;;;;;;;;;;358004965;101
;;;;;;;;;;;;;;;;;;;358004966;101
;;;;;;;;;;;;;;;;;;;355004967;101
;;;;;;;;;;;;;;;;;;;355004968;101
;;;;;;;;;;;;;;;;;;;355004969;101
;;;;;;;;;;;;;;;;;;;359004970;100
;;;;;;;;;;;;;;;;;;;359004971;100
;;;;;;;;;;;;;;;;;;;359004972;101
;;;;;;;;;;;;;;;;;;;359004973;100
;;;;;;;;;;;;;;;;;;;359004974;100
;;;;;;;;;;;;;;;;;;;359004975;101
;;;;;;;;;;;;;;;;;;;359004976;100
;;;;;;;;;;;;;;;;;;;359004977;100
;;;;;;;;;;;;;;;;;;;359004978;101
;;;;;;;;;;;;;;;;;;;359004979;101
;;;;;;;;;;;;;;;;;;;360004980;100
;;;;;;;;;;;;;;;;;;;360004981;100
;;;;;;;;;;;;;;;;;;;360004982;101
;;;;;;;;;;;;;;;;;;;360004983;100
;;;;;;;;;;;;;;;;;;;360004984;100
;;;;;;;;;;;;;;;;;;;360004985;101
;;;;;;;;;;;;;;;;;;;360004986;100
;;;;;;;;;;;;;;;;;;;360004987;100
;;;;;;;;;;;;;;;;;;;360004988;101
;;;;;;;;;;;;;;;;;;;360004989;101
;;;;;;;;;;;;;;;;;;;361004990;100
;;;;;;;;;;;;;;;;;;;361004991;100
;;;;;;;;;;;;;;;;;;;361004992;101
;;;;;;;;;;;;;;;;;;;361004993;100
;;;;;;;;;;;;;;;;;;;361004994;100
;;;;;;;;;;;;;;;;;;;361004995;101
;;;;;;;;;;;;;;;;;;;361004996;100
;;;;;;;;;;;;;;;;;;;361004997;100
;;;;;;;;;;;;;;;;;;;361004998;101
;;;;;;;;;;;;;;;;;;;361004999;101
;;;;;;;;;2024-04-12;2024-04-12;;;;;;;;;358005000;101
;;;;;;;;;2024-05-03;2024-05-03;;;;;;;;;358005001;101
;;;;;;;;;2024-05-10;2024-05-10;;;;;;;;;358005002;101
;;;;;;;;;2024-05-24;2024-05-24;;;;;;;;;358005003;101
;;;;;;;;;2024-06-14;2024-06-14;;;;;;;;;349005004;101
;;;;;;;;;;;;;;;;;;;349005005;101
;;;;;;;;;;;;;;;;;;;351005006;101
;;;;;;;;;;;;;;;;;;;351005007;101
;;;;;;;;;;;;;;;;;;;353005008;101
;;;;;;;;;;;;;;;;;;;353005009;101
;;;;;;;;;;;;;;;;;;;355005010;101
;;;;;;;;;;;;;;;;;;;355005011;101
;;;;;;;;;2024-06-07;2024-06-07;;;;;;;;;357005012;101
;;;;;;;;;2024-05-31;2024-05-31;;;;;;;;;357005013;101
;;;;;;;;;;;;;;;;;;;358005014;101
;;;;;;;;;;;;;;;;;;;358005015;101
;;;;;;;;;;;;;;;;;;;359005016;101
;;;;;;;;;;;;;;;;;;;359005017;101
;;;;;;;;;;;;;;;;;;;360005018;101
;;;;;;;;;;;;;;;;;;;360005019;101
;;;;;;;;;2024-04-30;2024-04-30;;;;;;;;;355005020;101
;;;;;;;;;2024-05-15;2024-05-15;;;;;;;;;355005021;101
;;;;;;;;;2024-05-01;2024-05-01;;;;;;;;;355005022;101
;;;;;;;;;2024-06-05;2024-06-05;;;;;;;;;355005023;100
;;;;;;;;;2024-04-11;2024-04-11;;;;;;;;;360005024;101
;;;;;;;;;2024-05-02;2024-05-02;;;;;;;;;360005025;101
;;;;;;;;;2024-05-16;2024-05-16;;;;;;;;;360005026;101
;;;;;;;;;2024-06-06;2024-06-06;;;;;;;;;360005027;101
;;;;;;;;;;;;;;;;;;;351005028;101
;;;;;;;;;2024-05-24;2024-05-24;;;;;;;;;353005029;101
;;;;;;;;;2024-06-07;2024-06-07;;;;;;;;;353005030;101
;;;;;;;;;2024-06-07;2024-06-07;;;;;;;;;353005031;101
;;;;;;;;;2024-04-17;2024-04-17;;;;;;;;;361005032;101
