Abbreviation;AssessmentFormId;ChildOf_AssessmentSubtestId;ContainerOnly;Description;Identifier;MaximumValue;MinimumValue;OptimalValue;PublishedDate;RecordEndDateTime;RecordStartDateTime;RefAcademicSubjectId;RefAssessmentPurposeId;RefAssessmentSubtestIdentifierTypeId;RefContentStandardTypeId;RefScoreMetricTypeId;Rules;Tier;Title;Version;AssessmentSubtestId
;357004681;;;Trabajo escrito   daily rutines;;70;10;;;;;;;;7;;;;;;35710704681
;357004682;;;deletreo alfabeto y nombre ;;70;10;;;;;;;;7;;;;;;35710704682
;357004683;;;unidad 2   prueba escrita ;;70;10;;;;;;;;7;;;;;;35710704683
;359004684;;;Práctico n° 1  procesador world;;70;10;;;;;;;;7;;;;;;35910704684
;359004685;;;"Trabajo de  investigación Investigación  ""Herramientas y maquinarias"" y ";;70;10;;;;;;;;7;;;;;;35910704685
;359004686;;;Práctico en power  point ;;70;10;;;;;;;;7;;;;;;35910704686
;359004687;;;Práctico en excell;;70;10;;;;;;;;7;;;;;;35910704687
;360004688;;;Creación en puntillismo;;70;10;;;;;;;;7;;;;;;36010704688
;360004689;;;Reproducción de obra  contemporánea;;70;10;;;;;;;;7;;;;;;36010704689
;360004690;;;Técnica en perspectiva ;;70;10;;;;;;;;7;;;;;;36010704690
;360004691;;;Técnica de luz  y sombra ;;70;10;;;;;;;;7;;;;;;36010704691
;361004692;;;Creación  con colores cálidos  y  fríos ;;70;10;;;;;;;;7;;;;;;36110704692
;361004693;;;Autorretrato ;;70;10;;;;;;;;7;;;;;;36110704693
;361004694;;;Collage ;;70;10;;;;;;;;7;;;;;;36110704694
;361004695;;;Creación sobre diversidad cultural;;70;10;;;;;;;;7;;;;;;36110704695
;361004696;;;Práctico N°1 World;;70;10;;;;;;;;7;;;;;;36110704696
;361004697;;;Práctico en power point;;70;10;;;;;;;;7;;;;;;36110704697
;361004698;;;práctico en excell;;70;10;;;;;;;;7;;;;;;36110704698
;361004699;;;Trabajo de investigación maquinarias y mecanismos;;70;10;;;;;;;;7;;;;;;36110704699
;363004700;;;Creación de un objeto tecnológico ;;70;10;;;;;;;;7;;;;;;36310704700
;363004701;;;Solución tecnológica (trabajo en laboratorio);;70;10;;;;;;;;7;;;;;;36310704701
;363004702;;;Investigación Tecnología y ecología;;70;10;;;;;;;;7;;;;;;36310704702
;363004703;;;presentación oral  del trabajo de  investigación;;70;10;;;;;;;;7;;;;;;36310704703
;363004704;;;unidad 1 ;;70;10;;;;;;;;7;;;;;;36310704704
;363004705;;;Daily rutines trabajo escrito;;70;10;;;;;;;;7;;;;;;36310704705
;363004706;;;Test unidad 2 ;;70;10;;;;;;;;7;;;;;;36310704706
;363004707;;;"Trabajo práctico en clases ""My best travel"" ";;70;10;;;;;;;;7;;;;;;36310704707
;360004708;;;ESTRATEGIAS Y TACTICAS DE JUEGO -RESOLUCION DE PROBLEMAS;;70;10;;;;;;;;7;;;;;;36010704708
;357004709;;;Exposición: Niveles de organización biológica;;70;10;;;;;;;;7;;;;;;35710704709
;357004710;;;Prueba N°1: OA 1- OA 5;;70;10;;;;;;;;7;;;;;;35710704710
;357004711;;;Exposición + Prueba N°1;;70;10;;;;;;;;7;;;;;;35710704711
;358004712;;;Exposición: Niveles de organización biológica;;70;10;;;;;;;;7;;;;;;35810704712
;358004713;;;Prueba N°1: OA 1- OA 5;;70;10;;;;;;;;7;;;;;;35810704713
;358004714;;;Exposición + Prueba N°1;;70;10;;;;;;;;7;;;;;;35810704714
;359004715;;;Maqueta: La fotosíntesis;;70;10;;;;;;;;7;;;;;;35910704715
;359004716;;;Prueba N°1: OA 1- OA 2;;70;10;;;;;;;;7;;;;;;35910704716
;359004717;;;Maqueta: La fotosíntesis + Prueba N°1;;70;10;;;;;;;;7;;;;;;35910704717
;363004718;;;Modelo: Célula eucarionte animal y vegetal;;70;10;;;;;;;;7;;;;;;36310704718
;363004719;;;Prueba N°1: OA 1;;70;10;;;;;;;;7;;;;;;36310704719
;363004720;;;Modelo: Célula eucarionte animal y vegetal + Prueba N°1;;70;10;;;;;;;;7;;;;;;36310704720
;360004721;;;Maqueta: La fotosíntesis;;70;10;;;;;;;;7;;;;;;36010704721
;360004722;;;Prueba N°1: OA 1- OA 2;;70;10;;;;;;;;7;;;;;;36010704722
;360004723;;;Maqueta: La fotosíntesis + Prueba N°1;;70;10;;;;;;;;7;;;;;;36010704723
;363004724;;;Versículos Bíblicos;;70;10;;;;;;;;7;;;;;;36310704724
;363004725;;;Dominio lector;;70;10;;;;;;;;7;;;;;;36310704725
;363004726;;;Oralidad;;70;10;;;;;;;;7;;;;;;36310704726
;363004727;;;Lectura complementaria 1;;70;10;;;;;;;;7;;;;;;36310704727
;363004728;;;Lectura complementaria 2;;70;10;;;;;;;;7;;;;;;36310704728
;363004729;;;Promedios lecturas complementarias;;70;10;;;;;;;;7;;;;;;36310704729
;363004730;;;Prueba de Comprensión lectora 1;;70;10;;;;;;;;7;;;;;;36310704730
;363004731;;;Prueba de Comprensión lectora 2;;70;10;;;;;;;;7;;;;;;36310704731
;363004732;;;Promedio pruebas escritas de comprensión lectora;;70;10;;;;;;;;7;;;;;;36310704732
;363004733;;;Escritura ;;70;10;;;;;;;;7;;;;;;36310704733
;361004734;;;Versículos;;70;10;;;;;;;;7;;;;;;36110704734
;361004735;;;Prueba escrita de comprensión lectora 1;;70;10;;;;;;;;7;;;;;;36110704735
;361004736;;;Prueba escrita de comprensión lectora 2;;70;10;;;;;;;;7;;;;;;36110704736
;361004737;;;Promedio pruebas escritas de comprensión lectora 1 y 2;;70;10;;;;;;;;7;;;;;;36110704737
;361004738;;;Lectura complementaria 1;;70;10;;;;;;;;7;;;;;;36110704738
;361004739;;;Lectura complementaria 2;;70;10;;;;;;;;7;;;;;;36110704739
;361004740;;;Promedio lecturas complementarias 1 y 2;;70;10;;;;;;;;7;;;;;;36110704740
;361004741;;;Escritura;;70;10;;;;;;;;7;;;;;;36110704741
;361004742;;;Dominio lector;;70;10;;;;;;;;7;;;;;;36110704742
;361004743;;;Oralidad ;;70;10;;;;;;;;7;;;;;;36110704743
;351004744;;;Dominio lector ;;70;10;;;;;;;;7;;;;;;35110704744
;351004745;;;Plan lector abril ;;70;10;;;;;;;;7;;;;;;35110704745
;351004746;;;Plan lector mayo ;;70;10;;;;;;;;7;;;;;;35110704746
;351004747;;;Plan lector junio ;;70;10;;;;;;;;7;;;;;;35110704747
;351004748;;;Promedio plan lector ;;70;10;;;;;;;;7;;;;;;35110704748
;351004749;;;Prueba comprensión lectora ;;70;10;;;;;;;;7;;;;;;35110704749
;351004750;;;Prueba comprensión lectora;;70;10;;;;;;;;7;;;;;;35110704750
;351004751;;;Promedio comprensión lectora ;;70;10;;;;;;;;7;;;;;;35110704751
;351004752;;;Escritura (dictados) ;;70;10;;;;;;;;7;;;;;;35110704752
;351004753;;;Oralidad (disertación) ;;70;10;;;;;;;;7;;;;;;35110704753
;355004754;;;DESARROLLO DE H,M.B. DE MANIPULACION, LOCOMOCION Y ESTABILIDAD;;70;10;;;;;;;;7;;;;;;35510704754
;351004755;;;DESARROLLO DE H,M.B. DE MANIPULACION, LOCOMOCION Y ESTABILIDAD;;70;10;;;;;;;;7;;;;;;35110704755
;353004756;;;DESARROLLO DE H,M.B. DE MANIPULACION, LOCOMOCION Y ESTABILIDAD;;70;10;;;;;;;;7;;;;;;35310704756
;358004757;;;ESTRATEGIAS Y TACTICAS DE JUEGO,RESOLUCION DE PROBLEMAS;;70;10;;;;;;;;7;;;;;;35810704757
;357004758;;;ESTRATEGIAS Y TACTICAS DE JUEGO - RESOLUCION DE PROBLEMAS;;70;10;;;;;;;;7;;;;;;35710704758
;351004759;;;Autorretrato ;;70;10;;;;;;;;7;;;;;;35110704759
;351004760;;;Arte cubista ;;70;10;;;;;;;;7;;;;;;35110704760
;351004761;;;Canción ;;70;10;;;;;;;;7;;;;;;35110704761
;351004762;;;Expresión ;;70;10;;;;;;;;7;;;;;;35110704762
;351004763;;;Test OA 7 ;;70;10;;;;;;;;7;;;;;;35110704763
;351004764;;;Prueba OA 8 ;;70;10;;;;;;;;7;;;;;;35110704764
;351004765;;;Test OA 1 ;;70;10;;;;;;;;7;;;;;;35110704765
;351004766;;;Prueba OA 1 ;;70;10;;;;;;;;7;;;;;;35110704766
;351004767;;;Promedio OA 1 ;;70;10;;;;;;;;7;;;;;;35110704767
;359004775;;;ESTRATEGIAS Y TACTICAS DE JUEGO, RESOLUCION DE PROBLEMAS;;70;10;;;;;;;;7;;;;;;35910704775
;351004776;;;Versículo ;;70;10;;;;;;;;7;;;;;;35110704776
;351004777;;;Practico Ciclo de vida OA 3;;70;10;;;;;;;;7;;;;;;35110704777
;351004778;;;Prueba OA 3 ;;70;10;;;;;;;;7;;;;;;35110704778
;351004779;;;Promedio OA 3 ;;70;10;;;;;;;;7;;;;;;35110704779
;351004780;;;Trabajo OA 5 ;;70;10;;;;;;;;7;;;;;;35110704780
;351004781;;;Practico OA 7 ;;70;10;;;;;;;;7;;;;;;35110704781
;351004782;;;Prueba OA 7 ;;70;10;;;;;;;;7;;;;;;35110704782
;351004783;;;Promedio OA 7 ;;70;10;;;;;;;;7;;;;;;35110704783
;351004784;;;Versículo ;;70;10;;;;;;;;7;;;;;;35110704784
;358004785;;;TEST N°1 EJE OPERACIONES (ADICIÓN, SUSTRACCIÓN Y MULTIPLICACIÓN) ;;70;10;;;;;;;;7;;;;;;35810704785
;358004786;;;TEST N°2 EJE OPERACIONES (DIVISIÓN) ;;70;10;;;;;;;;7;;;;;;35810704786
;358004787;;;TEST N°3 EJE OPERACIONES (RESOLUCIÓN DE PROBLEMAS DIRECTOS Y COMBINADOS) ;;70;10;;;;;;;;7;;;;;;35810704787
;358004788;;;PROMEDIO EJE OPERACIONES;;70;10;;;;;;;;7;;;;;;35810704788
;358004789;;;TEST N°4 EJE NÚMEROS (GRANDES NÚMEROS) ;;70;10;;;;;;;;7;;;;;;35810704789
;360004790;;;TEST N°1 EJE OPERACIONES CON NATURALES (ADICIÓN, SUSTRACCIÓN Y MULTIPLICACIÓN) ;;70;10;;;;;;;;7;;;;;;36010704790
;360004791;;;TEST N°2 EJE OPERACIONES CON NATURALES (DIVISIÓN) ;;70;10;;;;;;;;7;;;;;;36010704791
;360004792;;;TEST N°3 EJE OPERACIONES CON DECIMALES (MULTIPLICACIÓN Y DIVISIÓN) ;;70;10;;;;;;;;7;;;;;;36010704792
;360004793;;;PROMEDIO EJE OPERACIONES I;;70;10;;;;;;;;7;;;;;;36010704793
;360004794;;;"TEST N° 4 EJE NÚMEROS ""FRACCIONES Y GENERALIDADES";;70;10;;;;;;;;7;;;;;;36010704794
;363004795;;;TEST N°1 EJE OPERACIONES (OPERACIONES BÁSICAS CON ENTEROS DIRECTAS) ;;70;10;;;;;;;;7;;;;;;36310704795
;363004796;;;TEST N°2 EJE OPERACIONES (OPERACIONES BÁSICAS CON ENTEROS COMBINADOS) ;;70;10;;;;;;;;7;;;;;;36310704796
;363004797;;;PROMEDIO EJE OPERACIONES PARTE 1;;70;10;;;;;;;;7;;;;;;36310704797
;363004798;;;"TEST N°3 ""MULTIPLICACIÓN Y DIVISIÓN DE FRACCIONES"" (ÁMBITO N Y Z) ";;70;10;;;;;;;;7;;;;;;36310704798
;349004799;;;"Trabajo práctico OA1: collage ""Seres vivos""";;70;10;;;;;;;;7;;;;;;34910704799
;349004800;;;Evaluación OA1: Seres vivos;;70;10;;;;;;;;7;;;;;;34910704800
;349004801;;;Promedio OA1;;70;10;;;;;;;;7;;;;;;34910704801
;349004802;;;"Trabajo práctico OA5: Afiche ""Plantas""";;70;10;;;;;;;;7;;;;;;34910704802
;349004803;;;"Evaluación OA5: ""Las plantas""";;70;10;;;;;;;;7;;;;;;34910704803
;349004804;;;Promedio OA5;;70;10;;;;;;;;7;;;;;;34910704804
;363004810;;;Paisaje natural técnica lineal ;;70;10;;;;;;;;7;;;;;;36310704810
;363004811;;;himno  del colegio ;;70;10;;;;;;;;7;;;;;;36310704811
;363004812;;;himno nacional;;70;10;;;;;;;;7;;;;;;36310704812
;355004813;;;HISTORIA: PRUEBA LOS MAYAS ;;70;10;;;;;;;;7;;;;;;35510704813
;355004814;;;LAPBOOK LOS AZTECAS;;70;10;;;;;;;;7;;;;;;35510704814
;355004815;;;DISERTACION LOS INCAS;;70;10;;;;;;;;7;;;;;;35510704815
;355004816;;;VERSÍCULO BIBLICO ;;70;10;;;;;;;;7;;;;;;35510704816
;355004817;;;SERES VIVOS Y SU ADAPTACION EN EL ECOSISTEMA OA1-OA2;;70;10;;;;;;;;7;;;;;;35510704817
;363004818;;;Trabajo de Martín Lutero;;70;10;;;;;;;;7;;;;;;36310704818
;363004819;;;Cuadro comparativo entre la Edad Moderna y la Edad Media;;70;10;;;;;;;;7;;;;;;36310704819
;363004820;;;Disertación Conquista y Colonia;;70;10;;;;;;;;7;;;;;;36310704820
;363004821;;;Promedio evaluaciones formativas;;70;10;;;;;;;;7;;;;;;36310704821
;363004822;;;Prueba Escrita Edad Moderna;;70;10;;;;;;;;7;;;;;;36310704822
;363004823;;;Prueba escrita Conquista y Colonia;;70;10;;;;;;;;7;;;;;;36310704823
;363004824;;;Versículo mes de mayo;;70;10;;;;;;;;7;;;;;;36310704824
;357004825;;;OA1 Representar y describir números naturales de hasta más de 6 dígitos y menores que 1 000 millones:;;70;10;;;;;;;;7;;;;;;35710704825
;357004826;;;OA1 Representar y describir números naturales de hasta más de 6 dígitos y menores que 1 000 millones:;;70;10;;;;;;;;7;;;;;;35710704826
;357004827;;;OA3 Demostrar que comprenden la multiplicación de números naturales de dos dígitos por números naturales de dos dígitos:  • estimando productos  • aplicando estrategias de cálculo mental  • resolviendo problemas rutinarios y no rutinarios aplicando el algoritmo. ;;70;10;;;;;;;;7;;;;;;35710704827
;357004828;;;OA3 Demostrar que comprenden la multiplicación de números naturales de dos dígitos por números naturales de dos dígitos:  • estimando productos  • aplicando estrategias de cálculo mental  • resolviendo problemas rutinarios y no rutinarios aplicando el algoritmo. ;;70;10;;;;;;;;7;;;;;;35710704828
;357004829;;;Evaluación tablas de multiplicar;;70;10;;;;;;;;7;;;;;;35710704829
;357004830;;;Evaluación tablas de multiplicar;;70;10;;;;;;;;7;;;;;;35710704830
;359004831;;;OA2 Realizar cálculos que involucren las cuatro operaciones en el contexto de la resolución de problemas, utilizando la calculadora en ámbitos superiores a 10 000.;;70;10;;;;;;;;7;;;;;;35910704831
;359004832;;;OA2 Realizar cálculos que involucren las cuatro operaciones en el contexto de la resolución de problemas, utilizando la calculadora en ámbitos superiores a 10 000.;;70;10;;;;;;;;7;;;;;;35910704832
;359004833;;;OA5 Demostrar que comprenden las fracciones y números mixtos:  • identificando y determinando equivalencias entre fracciones impropias y números mixtos, usando material concreto y representaciones pictóricas de manera manual y/o con software educativo.  • representando estos números en la recta numérica. ;;70;10;;;;;;;;7;;;;;;35910704833
;359004834;;;OA5 Demostrar que comprenden las fracciones y números mixtos:  • identificando y determinando equivalencias entre fracciones impropias y números mixtos, usando material concreto y representaciones pictóricas de manera manual y/o con software educativo.  • representando estos números en la recta numérica. ;;70;10;;;;;;;;7;;;;;;35910704834
;359004835;;;Evaluación tablas de multiplicar;;70;10;;;;;;;;7;;;;;;35910704835
;359004836;;;Evaluación tablas de multiplicar;;70;10;;;;;;;;7;;;;;;35910704836
;361004837;;;Evaluación números enteros;;70;10;;;;;;;;7;;;;;;36110704837
;361004838;;;Evaluación números enteros;;70;10;;;;;;;;7;;;;;;36110704838
;361004839;;;Evaluación multiplicación y división de fracciones;;70;10;;;;;;;;7;;;;;;36110704839
;361004840;;;Evaluación multiplicación y división de fracciones;;70;10;;;;;;;;7;;;;;;36110704840
;361004841;;;Evaluación tablas de multiplicar;;70;10;;;;;;;;7;;;;;;36110704841
;361004842;;;Evaluación tablas de multiplicar;;70;10;;;;;;;;7;;;;;;36110704842
;359004843;;;Interpretación vocal;;70;10;;;;;;;;7;;;;;;35910704843
;359004844;;;Interpretación vocal;;70;10;;;;;;;;7;;;;;;35910704844
;359004845;;;Interpretación musical;;70;10;;;;;;;;7;;;;;;35910704845
;359004846;;;Interpretación musical;;70;10;;;;;;;;7;;;;;;35910704846
;360004847;;;Interpretación vocal;;70;10;;;;;;;;7;;;;;;36010704847
;360004848;;;Interpretación vocal;;70;10;;;;;;;;7;;;;;;36010704848
;360004849;;;Interpretación musical;;70;10;;;;;;;;7;;;;;;36010704849
;360004850;;;Interpretación musical;;70;10;;;;;;;;7;;;;;;36010704850
;359004851;;;"OA 1: Crear trabajos de arte y diseños a partir de sus propias ideas y de la observación del: › entorno cultural: Chile, su paisaje y sus costumbres en el pasado y en el presente › entorno artístico: impresionismo y postimpresionismo; y diseño en Chile, Latinoamérica y del resto del mundo ";;70;10;;;;;;;;7;;;;;;35910704851
;359004852;;;"OA 1: Crear trabajos de arte y diseños a partir de sus propias ideas y de la observación del: › entorno cultural: Chile, su paisaje y sus costumbres en el pasado y en el presente › entorno artístico: impresionismo y postimpresionismo; y diseño en Chile, Latinoamérica y del resto del mundo ";;70;10;;;;;;;;7;;;;;;35910704852
;359004853;;;"OA 1: Crear trabajos de arte y diseños a partir de sus propias ideas y de la observación del: › entorno cultural: Chile, su paisaje y sus costumbres en el pasado y en el presente › entorno artístico: impresionismo y postimpresionismo; y diseño en Chile, Latinoamérica y del resto del mundo OA 4 Analizar e interpretar obras de arte y diseño en relación con la aplicación del lenguaje visual, contextos, materiales, estilos u otros. (Observar anualmente al menos 50 obras de arte y diseño chileno, latinoamericano y universal).";;70;10;;;;;;;;7;;;;;;35910704853
;359004854;;;"OA 1: Crear trabajos de arte y diseños a partir de sus propias ideas y de la observación del: › entorno cultural: Chile, su paisaje y sus costumbres en el pasado y en el presente › entorno artístico: impresionismo y postimpresionismo; y diseño en Chile, Latinoamérica y del resto del mundo OA 4 Analizar e interpretar obras de arte y diseño en relación con la aplicación del lenguaje visual, contextos, materiales, estilos u otros. (Observar anualmente al menos 50 obras de arte y diseño chileno, latinoamericano y universal).";;70;10;;;;;;;;7;;;;;;35910704854
;363004855;;;Semana santa;;70;10;;;;;;;;7;;;;;;36310704855
;363004856;;;Semana santa;;70;10;;;;;;;;7;;;;;;36310704856
