CalendarCode;CalendarYear;RecordEndDateTime;RecordStartDateTime;CalendarDescription;OrganizationCalendarId;OrganizationId
33102;2024;;;clase fecha: 2024-03-05;10033102;203
33103;2024;;;clase fecha: 2024-03-05;10033103;226
33104;2024;;;clase fecha: 2024-03-05;10033104;226
33105;2024;;;clase fecha: 2024-03-08;10033105;289
33106;2024;;;clase fecha: 2024-03-06;10033106;269
33107;2024;;;clase fecha: 2024-03-08;10033107;267
33108;2024;;;clase fecha: 2024-03-08;10033108;319
33109;2024;;;clase fecha: 2024-03-08;10033109;349
33110;2024;;;clase fecha: 2024-03-08;10033110;349
33111;2024;;;clase fecha: 2024-03-08;10033111;345
33112;2024;;;clase fecha: 2024-03-08;10033112;345
33113;2024;;;clase fecha: 2024-03-07;10033113;222
33114;2024;;;clase fecha: 2024-03-07;10033114;223
33115;2024;;;clase fecha: 2024-03-07;10033115;223
33116;2024;;;clase fecha: 2024-03-06;10033116;342
33117;2024;;;clase fecha: 2024-03-06;10033117;292
33118;2024;;;clase fecha: 2024-03-06;10033118;225
33119;2024;;;clase fecha: 2024-03-06;10033119;225
33120;2024;;;clase fecha: 2024-03-08;10033120;200
33121;2024;;;clase fecha: 2024-03-08;10033121;227
33122;2024;;;clase fecha: 2024-03-08;10033122;200
33123;2024;;;clase fecha: 2024-03-08;10033123;168
33124;2024;;;clase fecha: 2024-03-08;10033124;195
33125;2024;;;clase fecha: 2024-03-08;10033125;168
33127;2024;;;clase fecha: 2024-03-08;10033127;171
33128;2024;;;clase fecha: 2024-03-08;10033128;171
33129;2024;;;clase fecha: 2024-03-08;10033129;163
33130;2024;;;clase fecha: 2024-03-08;10033130;163
33131;2024;;;clase fecha: 2024-03-08;10033131;242
33132;2024;;;clase fecha: 2024-03-08;10033132;195
33133;2024;;;clase fecha: 2024-03-08;10033133;195
33134;2024;;;clase fecha: 2024-03-08;10033134;199
33135;2024;;;clase fecha: 2024-03-08;10033135;221
33136;2024;;;clase fecha: 2024-03-08;10033136;221
33137;2024;;;clase fecha: 2024-03-08;10033137;220
33138;2024;;;clase fecha: 2024-03-08;10033138;219
33139;2024;;;clase fecha: 2024-03-08;10033139;219
33140;2024;;;clase fecha: 2024-03-05;10033140;348
33141;2024;;;clase fecha: 2024-03-05;10033141;346
33142;2024;;;clase fecha: 2024-03-05;10033142;261
33143;2024;;;clase fecha: 2024-03-05;10033143;167
33144;2024;;;clase fecha: 2024-03-11;10033144;274
33145;2024;;;clase fecha: 2024-03-11;10033145;274
33146;2024;;;clase fecha: 2024-03-11;10033146;264
33147;2024;;;clase fecha: 2024-03-11;10033147;286
33148;2024;;;clase fecha: 2024-03-08;10033148;245
33149;2024;;;clase fecha: 2024-03-11;10033149;286
33150;2024;;;clase fecha: 2024-03-11;10033150;264
33151;2024;;;clase fecha: 2024-03-11;10033151;315
33152;2024;;;clase fecha: 2024-03-11;10033152;348
33153;2024;;;clase fecha: 2024-03-11;10033153;348
33154;2024;;;clase fecha: 2024-03-11;10033154;311
33155;2024;;;clase fecha: 2024-03-11;10033155;311
33156;2024;;;clase fecha: 2024-03-11;10033156;300
33157;2024;;;clase fecha: 2024-03-11;10033157;277
33158;2024;;;clase fecha: 2024-03-11;10033158;267
33159;2024;;;clase fecha: 2024-03-11;10033159;267
33160;2024;;;clase fecha: 2024-03-11;10033160;222
33161;2024;;;clase fecha: 2024-03-11;10033161;312
33162;2024;;;clase fecha: 2024-03-11;10033162;312
33163;2024;;;clase fecha: 2024-03-11;10033163;301
33164;2024;;;clase fecha: 2024-03-11;10033164;301
33165;2024;;;clase fecha: 2024-03-11;10033165;243
33166;2024;;;clase fecha: 2024-03-11;10033166;352
33167;2024;;;clase fecha: 2024-03-11;10033167;350
33168;2024;;;clase fecha: 2024-03-11;10033168;243
33169;2024;;;clase fecha: 2024-03-11;10033169;241
33170;2024;;;clase fecha: 2024-03-11;10033170;241
33171;2024;;;clase fecha: 2024-03-11;10033171;287
33172;2024;;;clase fecha: 2024-03-11;10033172;278
33173;2024;;;clase fecha: 2024-03-11;10033173;278
33174;2024;;;clase fecha: 2024-03-11;10033174;299
33175;2024;;;clase fecha: 2024-03-11;10033175;299
33176;2024;;;clase fecha: 2024-03-11;10033176;268
33177;2024;;;clase fecha: 2024-03-11;10033177;315
33178;2024;;;clase fecha: 2024-03-05;10033178;288
33179;2024;;;clase fecha: 2024-03-05;10033179;287
33180;2024;;;clase fecha: 2024-03-05;10033180;315
33181;2024;;;clase fecha: 2024-03-07;10033181;263
33182;2024;;;clase fecha: 2024-03-07;10033182;277
33183;2024;;;clase fecha: 2024-03-11;10033183;319
33184;2024;;;clase fecha: 2024-03-05;10033184;288
33185;2024;;;clase fecha: 2024-03-05;10033185;315
33186;2024;;;clase fecha: 2024-03-05;10033186;277
33187;2024;;;clase fecha: 2024-03-06;10033187;315
33188;2024;;;clase fecha: 2024-03-06;10033188;287
33189;2024;;;clase fecha: 2024-03-06;10033189;300
33190;2024;;;clase fecha: 2024-03-06;10033190;263
33191;2024;;;clase fecha: 2024-03-11;10033191;342
33192;2024;;;clase fecha: 2024-03-11;10033192;265
33193;2024;;;clase fecha: 2024-03-11;10033193;291
33194;2024;;;clase fecha: 2024-03-11;10033194;291
33195;2024;;;clase fecha: 2024-03-11;10033195;349
33196;2024;;;clase fecha: 2024-03-11;10033196;349
33197;2024;;;clase fecha: 2024-03-11;10033197;163
33198;2024;;;clase fecha: 2024-03-11;10033198;163
33199;2024;;;clase fecha: 2024-03-11;10033199;169
33200;2024;;;clase fecha: 2024-03-11;10033200;166
33201;2024;;;clase fecha: 2024-03-11;10033201;166
33202;2024;;;clase fecha: 2024-03-11;10033202;201
33203;2024;;;clase fecha: 2024-03-11;10033203;201
33204;2024;;;clase fecha: 2024-03-11;10033204;222
33205;2024;;;clase fecha: 2024-03-11;10033205;223
33206;2024;;;clase fecha: 2024-03-11;10033206;223
33207;2024;;;clase fecha: 2024-03-11;10033207;247
33208;2024;;;clase fecha: 2024-03-11;10033208;167
33209;2024;;;clase fecha: 2024-03-11;10033209;247
33210;2024;;;clase fecha: 2024-03-05;10033210;165
33211;2024;;;clase fecha: 2024-03-05;10033211;197
33212;2024;;;clase fecha: 2024-03-05;10033212;275
33213;2024;;;clase fecha: 2024-03-11;10033213;220
33214;2024;;;clase fecha: 2024-03-11;10033214;220
33215;2024;;;clase fecha: 2024-03-11;10033215;224
33216;2024;;;clase fecha: 2024-03-11;10033216;200
33217;2024;;;clase fecha: 2024-03-11;10033217;200
33218;2024;;;clase fecha: 2024-03-11;10033218;198
33219;2024;;;clase fecha: 2024-03-11;10033219;197
33220;2024;;;clase fecha: 2024-03-11;10033220;197
33221;2024;;;clase fecha: 2024-03-05;10033221;275
33222;2024;;;clase fecha: 2024-03-06;10033222;220
33223;2024;;;clase fecha: 2024-03-06;10033223;220
33224;2024;;;clase fecha: 2024-03-06;10033224;219
33225;2024;;;clase fecha: 2024-03-06;10033225;219
33226;2024;;;clase fecha: 2024-03-05;10033226;223
33227;2024;;;clase fecha: 2024-03-05;10033227;223
33228;2024;;;clase fecha: 2024-03-05;10033228;222
33229;2024;;;clase fecha: 2024-03-05;10033229;222
33230;2024;;;clase fecha: 2024-03-05;10033230;220
33231;2024;;;clase fecha: 2024-03-12;10033231;305
33232;2024;;;clase fecha: 2024-03-12;10033232;263
33233;2024;;;clase fecha: 2024-03-12;10033233;163
33234;2024;;;clase fecha: 2024-03-12;10033234;163
33235;2024;;;clase fecha: 2024-03-12;10033235;166
33236;2024;;;clase fecha: 2024-03-12;10033236;288
33237;2024;;;clase fecha: 2024-03-12;10033237;288
33238;2024;;;clase fecha: 2024-03-12;10033238;348
33239;2024;;;clase fecha: 2024-03-12;10033239;346
33240;2024;;;clase fecha: 2024-03-12;10033240;275
33241;2024;;;clase fecha: 2024-03-12;10033241;275
33242;2024;;;clase fecha: 2024-03-12;10033242;311
33243;2024;;;clase fecha: 2024-03-05;10033243;271
33244;2024;;;clase fecha: 2024-03-05;10033244;271
33245;2024;;;clase fecha: 2024-03-05;10033245;296
33246;2024;;;clase fecha: 2024-03-05;10033246;296
33247;2024;;;clase fecha: 2024-03-07;10033247;298
33248;2024;;;clase fecha: 2024-03-12;10033248;311
33249;2024;;;clase fecha: 2024-03-07;10033249;298
33250;2024;;;clase fecha: 2024-03-07;10033250;227
33251;2024;;;clase fecha: 2024-03-12;10033251;196
33252;2024;;;clase fecha: 2024-03-12;10033252;287
33253;2024;;;clase fecha: 2024-03-12;10033253;271
33254;2024;;;clase fecha: 2024-03-12;10033254;271
33255;2024;;;clase fecha: 2024-03-12;10033255;305
33256;2024;;;clase fecha: 2024-03-12;10033256;342
33257;2024;;;clase fecha: 2024-03-12;10033257;342
33258;2024;;;clase fecha: 2024-03-12;10033258;278
33259;2024;;;clase fecha: 2024-03-12;10033259;314
33260;2024;;;clase fecha: 2024-03-12;10033260;278
33261;2024;;;clase fecha: 2024-03-12;10033261;296
33262;2024;;;clase fecha: 2024-03-12;10033262;296
33263;2024;;;clase fecha: 2024-03-12;10033263;277
33264;2024;;;clase fecha: 2024-03-12;10033264;301
33265;2024;;;clase fecha: 2024-03-12;10033265;315
33266;2024;;;clase fecha: 2024-03-12;10033266;301
33267;2024;;;clase fecha: 2024-03-12;10033267;165
33268;2024;;;clase fecha: 2024-03-12;10033268;316
33269;2024;;;clase fecha: 2024-03-12;10033269;314
33270;2024;;;clase fecha: 2024-03-11;10033270;240
33271;2024;;;clase fecha: 2024-03-12;10033271;315
33272;2024;;;clase fecha: 2024-03-12;10033272;244
33273;2024;;;clase fecha: 2024-03-12;10033273;244
33274;2024;;;clase fecha: 2024-03-12;10033274;243
33275;2024;;;clase fecha: 2024-03-12;10033275;243
33276;2024;;;clase fecha: 2024-03-12;10033276;241
33277;2024;;;clase fecha: 2024-03-12;10033277;241
33278;2024;;;clase fecha: 2024-03-12;10033278;240
33279;2024;;;clase fecha: 2024-03-05;10033279;263
33280;2024;;;clase fecha: 2024-03-05;10033280;287
33281;2024;;;clase fecha: 2024-03-05;10033281;277
33282;2024;;;clase fecha: 2024-03-06;10033282;300
33283;2024;;;clase fecha: 2024-03-12;10033283;112
33284;2024;;;clase fecha: 2024-03-12;10033284;112
33285;2024;;;clase fecha: 2024-03-12;10033285;114
33286;2024;;;clase fecha: 2024-03-06;10033286;287
33287;2024;;;clase fecha: 2024-03-08;10033287;318
33288;2024;;;clase fecha: 2024-03-08;10033288;300
33289;2024;;;clase fecha: 2024-03-07;10033289;277
33290;2024;;;clase fecha: 2024-03-07;10033290;263
33291;2024;;;clase fecha: 2024-03-12;10033291;270
33292;2024;;;clase fecha: 2024-03-11;10033292;287
33293;2024;;;clase fecha: 2024-03-11;10033293;300
33294;2024;;;clase fecha: 2024-03-11;10033294;277
33295;2024;;;clase fecha: 2024-03-12;10033295;263
33296;2024;;;clase fecha: 2024-03-12;10033296;170
33297;2024;;;clase fecha: 2024-03-12;10033297;287
33298;2024;;;clase fecha: 2024-03-12;10033298;170
33299;2024;;;clase fecha: 2024-03-12;10033299;277
33300;2024;;;clase fecha: 2024-03-12;10033300;304
33301;2024;;;clase fecha: 2024-03-12;10033301;304
33302;2024;;;clase fecha: 2024-03-12;10033302;344
33303;2024;;;clase fecha: 2024-03-12;10033303;198
33304;2024;;;clase fecha: 2024-03-12;10033304;198
33305;2024;;;clase fecha: 2024-03-12;10033305;344
33306;2024;;;clase fecha: 2024-03-12;10033306;351
33307;2024;;;clase fecha: 2024-03-12;10033307;223
33308;2024;;;clase fecha: 2024-03-12;10033308;223
33309;2024;;;clase fecha: 2024-03-12;10033309;222
33310;2024;;;clase fecha: 2024-03-12;10033310;222
33311;2024;;;clase fecha: 2024-03-12;10033311;220
33312;2024;;;clase fecha: 2024-03-12;10033312;203
33313;2024;;;clase fecha: 2024-03-12;10033313;203
33314;2024;;;clase fecha: 2024-03-05;10033314;112
33315;2024;;;clase fecha: 2024-03-05;10033315;112
33316;2024;;;clase fecha: 2024-03-05;10033316;114
33317;2024;;;clase fecha: 2024-03-06;10033317;114
33318;2024;;;clase fecha: 2024-03-06;10033318;113
33319;2024;;;clase fecha: 2024-03-06;10033319;111
33320;2024;;;clase fecha: 2024-03-07;10033320;111
33321;2024;;;clase fecha: 2024-03-07;10033321;112
33322;2024;;;clase fecha: 2024-03-07;10033322;113
33323;2024;;;clase fecha: 2024-03-08;10033323;115
33324;2024;;;clase fecha: 2024-03-08;10033324;111
33325;2024;;;clase fecha: 2024-03-08;10033325;112
33326;2024;;;clase fecha: 2024-03-11;10033326;111
33327;2024;;;clase fecha: 2024-03-11;10033327;113
33328;2024;;;clase fecha: 2024-03-11;10033328;114
33329;2024;;;clase fecha: 2024-03-12;10033329;202
33330;2024;;;clase fecha: 2024-03-12;10033330;202
33331;2024;;;clase fecha: 2024-03-12;10033331;226
33332;2024;;;clase fecha: 2024-03-12;10033332;226
33333;2024;;;clase fecha: 2024-03-13;10033333;287
33334;2024;;;clase fecha: 2024-03-13;10033334;345
33335;2024;;;clase fecha: 2024-03-13;10033335;260
33336;2024;;;clase fecha: 2024-03-13;10033336;342
33337;2024;;;clase fecha: 2024-03-13;10033337;342
33338;2024;;;clase fecha: 2024-03-13;10033338;315
33339;2024;;;clase fecha: 2024-03-13;10033339;315
33340;2024;;;clase fecha: 2024-03-13;10033340;269
33341;2024;;;clase fecha: 2024-03-13;10033341;304
33342;2024;;;clase fecha: 2024-03-13;10033342;282
33343;2024;;;clase fecha: 2024-03-13;10033343;282
33344;2024;;;clase fecha: 2024-03-13;10033344;303
33345;2024;;;clase fecha: 2024-03-13;10033345;303
33346;2024;;;clase fecha: 2024-03-13;10033346;304
33347;2024;;;clase fecha: 2024-03-13;10033347;276
33348;2024;;;clase fecha: 2024-03-13;10033348;168
33349;2024;;;clase fecha: 2024-03-13;10033349;168
33350;2024;;;clase fecha: 2024-03-13;10033350;163
33351;2024;;;clase fecha: 2024-03-13;10033351;163
33352;2024;;;clase fecha: 2024-03-13;10033352;169
33353;2024;;;clase fecha: 2024-03-13;10033353;300
33354;2024;;;clase fecha: 2024-03-13;10033354;286
33355;2024;;;clase fecha: 2024-03-13;10033355;276
33356;2024;;;clase fecha: 2024-03-13;10033356;264
33357;2024;;;clase fecha: 2024-03-13;10033357;292
33358;2024;;;clase fecha: 2024-03-13;10033358;262
33359;2024;;;clase fecha: 2024-03-13;10033359;264
33360;2024;;;clase fecha: 2024-03-13;10033360;295
33361;2024;;;clase fecha: 2024-03-13;10033361;345
33362;2024;;;clase fecha: 2024-03-13;10033362;263
33363;2024;;;clase fecha: 2024-03-13;10033363;278
33364;2024;;;clase fecha: 2024-03-13;10033364;278
33365;2024;;;clase fecha: 2024-03-13;10033365;321
33366;2024;;;clase fecha: 2024-03-13;10033366;320
33367;2024;;;clase fecha: 2024-03-13;10033367;311
33368;2024;;;clase fecha: 2024-03-13;10033368;311
33369;2024;;;clase fecha: 2024-03-13;10033369;344
33370;2024;;;clase fecha: 2024-03-13;10033370;344
33371;2024;;;clase fecha: 2024-03-13;10033371;351
33372;2024;;;clase fecha: 2024-03-13;10033372;245
33373;2024;;;clase fecha: 2024-03-13;10033373;316
33374;2024;;;clase fecha: 2024-03-13;10033374;220
33375;2024;;;clase fecha: 2024-03-13;10033375;220
33376;2024;;;clase fecha: 2024-03-13;10033376;219
33377;2024;;;clase fecha: 2024-03-13;10033377;219
33378;2024;;;clase fecha: 2024-03-13;10033378;200
33379;2024;;;clase fecha: 2024-03-13;10033379;114
33380;2024;;;clase fecha: 2024-03-05;10033380;196
33381;2024;;;clase fecha: 2024-03-13;10033381;200
33382;2024;;;clase fecha: 2024-03-13;10033382;201
33383;2024;;;clase fecha: 2024-03-13;10033383;201
33384;2024;;;clase fecha: 2024-03-13;10033384;243
33385;2024;;;clase fecha: 2024-03-13;10033385;243
33386;2024;;;clase fecha: 2024-03-13;10033386;244
33387;2024;;;clase fecha: 2024-03-13;10033387;244
33388;2024;;;clase fecha: 2024-03-13;10033388;202
33389;2024;;;clase fecha: 2024-03-13;10033389;195
33390;2024;;;clase fecha: 2024-03-14;10033390;277
33391;2024;;;clase fecha: 2024-03-14;10033391;263
33392;2024;;;clase fecha: 2024-03-14;10033392;273
33393;2024;;;clase fecha: 2024-03-14;10033393;288
33394;2024;;;clase fecha: 2024-03-14;10033394;288
33395;2024;;;clase fecha: 2024-03-13;10033395;293
33396;2024;;;clase fecha: 2024-03-14;10033396;268
33397;2024;;;clase fecha: 2024-03-14;10033397;268
33398;2024;;;clase fecha: 2024-03-13;10033398;287
33399;2024;;;clase fecha: 2024-03-13;10033399;300
33400;2024;;;clase fecha: 2024-03-14;10033400;283
33401;2024;;;clase fecha: 2024-03-06;10033401;260
33402;2024;;;clase fecha: 2024-03-06;10033402;321
33403;2024;;;clase fecha: 2024-03-06;10033403;320
33404;2024;;;clase fecha: 2024-03-14;10033404;314
33405;2024;;;clase fecha: 2024-03-14;10033405;298
33406;2024;;;clase fecha: 2024-03-14;10033406;298
33407;2024;;;clase fecha: 2024-03-12;10033407;261
33408;2024;;;clase fecha: 2024-03-12;10033408;167
33409;2024;;;clase fecha: 2024-03-14;10033409;349
33410;2024;;;clase fecha: 2024-03-13;10033410;225
33411;2024;;;clase fecha: 2024-03-13;10033411;225
33412;2024;;;clase fecha: 2024-03-14;10033412;343
33413;2024;;;clase fecha: 2024-03-14;10033413;312
33414;2024;;;clase fecha: 2024-03-14;10033414;264
33415;2024;;;clase fecha: 2024-03-14;10033415;299
33416;2024;;;clase fecha: 2024-03-14;10033416;264
33417;2024;;;clase fecha: 2024-03-14;10033417;306
33418;2024;;;clase fecha: 2024-03-14;10033418;312
33419;2024;;;clase fecha: 2024-03-14;10033419;111
33420;2024;;;clase fecha: 2024-03-14;10033420;314
33421;2024;;;clase fecha: 2024-03-14;10033421;133
