IncidentCost;IncidentDate;IncidentDescription;IncidentIdentifier;IncidentReporterId;IncidentTime;OrganizationPersonRoleId;RecordEndDateTime;RecordStartDateTime;RefFirearmTypeId;RefIncidentBehaviorId;RefIncidentBehaviorSecondaryId;RefIncidentInjuryTypeId;RefIncidentLocationId;RefIncidentMultipleOffenseTypeId;RefIncidentPerpetratorInjuryTypeId;RefIncidentReporterTypeId;RefIncidentTimeDescriptionCodeId;RefWeaponTypeId;RegulationViolatedDescription;RelatedToDisabilityManifestationInd;OrganizationId;ReportedToLawEnforcementInd;IncidentId
;2024-03-15;"participación en clases. Cumple con el desafío de&nbsp; la clase.<div>¡¡Felicitaciones!!</div>";;;3:10 PM;;;;;34;;;1;;;7;;;;;242;;11113075
;2024-03-15;"participación en clases. Cumple con el desafío de&nbsp; la clase.<div>¡¡Felicitaciones!!</div>";;;3:10 PM;;;;;34;;;1;;;7;;;;;242;;11113076
;2024-03-15;"participación en clases. Cumple con el desafío de&nbsp; la clase.<div>¡¡Felicitaciones!!</div>";;;3:10 PM;;;;;34;;;1;;;7;;;;;242;;11113077
;2024-03-15;"participación en clases. Cumple con el desafío de&nbsp; la clase.<div>¡¡Felicitaciones!!</div>";;;3:10 PM;;;;;34;;;1;;;7;;;;;242;;11113078
;2024-03-15;"participación en clases. Cumple con el desafío de&nbsp; la clase.<div>¡¡Felicitaciones!!</div>";;;3:10 PM;;;;;34;;;1;;;7;;;;;242;;11113079
;2024-03-18;Alumnos que hacen tira y rayan toda su guía. Se cita apoderado;;;12:20 PM;;;;;29;;;1;;;7;;;;;299;;11113080
;2024-03-18;Alumnos que hacen tira y rayan toda su guía. Se cita apoderado;;;12:20 PM;;;;;29;;;1;;;7;;;;;299;;11113081
;2024-03-15;Conducta disruptiva, alumno que entran a la sala, al comienzo de la clase, ocasionando desorden con su compañero Maicol Muñoz, empujándose y dándose pequeños golpes.;;;5:30 PM;;;;;29;;;1;;;7;;;;;219;;11113087
;2024-03-15;Conducta disruptiva, alumno que entran a la sala, al comienzo de la clase, ocasionando desorden con su compañero Leonel Bustamante, empujándose y dándose pequeños golpes.;;;5:30 PM;;;;;29;;;1;;;7;;;;;219;;11113088
;2024-03-21;"Conducta disruptiva. Saliendo del multitaller,&nbsp; donde fuimos a tomar una fotografía de concientización del síndrome de Down,  Dilan salió corriendo sin respetar las indicaciones de desplazarse ordenado  y golpeó fuertemente la puerta de  las salas que se encontraban en clases. ";;;9:10 AM;;;;;29;;;1;;;7;;;;;273;;11113090
;2024-03-22;"Conducta disruptiva.&nbsp; Se dedica a&nbsp; jugar con autitos&nbsp; y otros objetos en la sala, ocasionando desorden y distrayendo a sus compañeros.&nbsp;<div>Es&nbsp; una actitud que se ha repetido en clases anteriores.</div>";;;10:20 AM;;;;;29;;;1;;;7;;;;;283;;11113091
;2024-03-22;"Conducta disruptiva.&nbsp; Se dedica a&nbsp; jugar con autitos&nbsp; y otros objetos en la sala, ocasionando desorden y distrayendo a sus compañeros.&nbsp;<div>Es&nbsp; una actitud que se ha repetido en clases anteriores.</div>";;;10:20 AM;;;;;29;;;1;;;7;;;;;283;;11113092
;2024-03-22;Participación en clases. Estudiante participa activamente durante el desarrollo de la clase, memoriza versículo bíblico y trabaja con su Biblia en la busca de las citas bíblicas indicadas por la profesora. ¡Excelente!;;;9:00 AM;;;;;34;;;1;;;7;;;;;290;;11113093
;2024-03-22;Participación en clases. Estudiante participa activamente durante el desarrollo de la clase, memoriza versículo bíblico y trabaja con su Biblia en la busca de las citas bíblicas indicadas por la profesora. ¡Excelente!;;;9:00 AM;;;;;34;;;1;;;7;;;;;290;;11113094
;2024-03-22;Participación en clases. Estudiante participa activamente durante el desarrollo de la clase, memoriza versículo bíblico y trabaja con su Biblia en la busca de las citas bíblicas indicadas por la profesora. ¡Excelente!;;;9:00 AM;;;;;34;;;1;;;7;;;;;290;;11113095
;2024-03-22;Participación en clases. Estudiante participa activamente durante el desarrollo de la clase, memoriza versículo bíblico y trabaja con su Biblia en la busca de las citas bíblicas indicadas por la profesora. ¡Excelente!;;;9:00 AM;;;;;34;;;1;;;7;;;;;290;;11113096
;2024-03-22;Participación en clases. Estudiante participa activamente durante el desarrollo de la clase, memoriza versículo bíblico y trabaja con su Biblia en la busca de las citas bíblicas indicadas por la profesora. ¡Excelente!;;;9:00 AM;;;;;34;;;1;;;7;;;;;290;;11113097
;2024-03-22;Participación en clases. Estudiante participa activamente durante el desarrollo de la clase, memoriza versículo bíblico y trabaja con su Biblia en la busca de las citas bíblicas indicadas por la profesora. ¡Excelente!;;;9:00 AM;;;;;34;;;1;;;7;;;;;290;;11113098
;2024-03-22;Participación en clases. Estudiante participa activamente durante el desarrollo de la clase, memoriza versículo bíblico y trabaja con su Biblia en la busca de las citas bíblicas indicadas por la profesora. ¡Excelente!;;;9:00 AM;;;;;34;;;1;;;7;;;;;290;;11113099
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113100
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113101
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113102
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113103
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113104
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113105
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113106
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113107
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113108
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113109
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113110
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113111
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113112
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113113
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113114
;2024-03-22;Participación en clases. Estudiante participa activamente durante la clase de música, canta las notas musicales, responde las preguntas de la profesora y participa del desafío de la clase con entusiasmo y dedicación.;;;12:40 PM;;;;;34;;;1;;;7;;;;;279;;11113115
;2024-03-25;"Conducta disruptiva. Durante el desarrollo de&nbsp; la clase, realizan fuertes&nbsp; ruidos imitando&nbsp; nauseas,causando molestias a sus compañeros&nbsp; y cortando el normal funcionamiento de la clase.&nbsp;<div>Les&nbsp; indico silencio, pero continúan con su actitud,&nbsp; alzando más&nbsp; la voz</div>";;;9:10 AM;;;;;29;;;1;;;7;;;;;348;;11113116
;2024-03-25;"Conducta disruptiva. Durante el desarrollo de&nbsp; la clase, realizan fuertes&nbsp; ruidos imitando&nbsp; nauseas,causando molestias a sus compañeros&nbsp; y cortando el normal funcionamiento de la clase.&nbsp;<div>Les&nbsp; indico silencio, pero continúan con su actitud,&nbsp; alzando más&nbsp; la voz</div>";;;9:10 AM;;;;;29;;;1;;;7;;;;;348;;11113117
;2024-03-26;Se expresa con vocabulario grosero (estás cagada del mate) de forma verbal, hacia su compañera Monserrat Hernández, cuando se le solicita silencio.<div>Profesora conversa con el estudiante.</div>;;;11:00 AM;;;;;29;;;1;;;7;;;;;342;;11113119
;2024-03-22;Incumplimiento de presentación de tareas , trabajos o evaluaciones<div>Se deja constancia que la alumna, no termina la actividad realizada en clases, raya su hoja , luego la arruga y la guarda en su bolsillo. Cuando la profesora le pide la actividad para revisar niega tenerla, diciendo que se le perdió, luego dice que no la mostrara aunque la anoten.</div>;;;1:00 PM;;;;;29;;;1;;;7;;;;;300;;11113120
;2024-03-27;Conducta disruptiva. Estudiante que, durante una actividad en el laboratorio de computación apaga los computadores de sus compañeros provocando que estos se vean interrumplidos en sus trabajos y no puedan realizar sus tareas adecuadamente.;;;11:50 AM;;;;;29;;;1;;;7;;;;;303;;11113125
;2024-03-27;"Falta de respeto en reiteradas ocasiones. Desde el inicio de la clase comenzó a&nbsp; imitar todo lo que yo decía.&nbsp; &nbsp;Posteriormente&nbsp; profiere groserías en inglés.&nbsp; &nbsp;Lo&nbsp; llamé&nbsp; para señalare que no diga improperios en ningún idioma porque&nbsp; todos&nbsp; comprendemos lo que dice.&nbsp; Se para&nbsp; y hace gestos obsenos,&nbsp; luego me increpa diciendo ""¿Le dije a usted. dije su nombre&nbsp; yo? Le pone color! ""&nbsp; Solicite&nbsp; a la inspectora venir a la sala para que&nbsp; saliera&nbsp; un momento porque estaba&nbsp; muy alterado.&nbsp; y nuevamente&nbsp; frente a ella (Tía Gilda) continúa con&nbsp; las faltas de respeto hacia ella y hacia&nbsp; mi.&nbsp;<div>Es citado apoderado&nbsp;</div>";;;11:40 AM;;;;;29;;;1;;;7;;;;;321;;11113129
;2024-03-27;"Participación en clases.&nbsp; Cumplen con el desafío de identificar la parábola del hijo pródigo al escuchar&nbsp; la canción ""El milagro"".&nbsp;";;;12:20 PM;;;;;34;;;1;;;7;;;;;320;;11113130
;2024-03-27;"Participación en clases.&nbsp; Cumplen con el desafío de identificar la parábola del hijo pródigo al escuchar&nbsp; la canción ""El milagro"".&nbsp;";;;12:20 PM;;;;;34;;;1;;;7;;;;;320;;11113131
;2024-03-27;"Participación en clases.&nbsp; Cumplen con el desafío de identificar la parábola del hijo pródigo al escuchar&nbsp; la canción ""El milagro"".&nbsp;";;;12:20 PM;;;;;34;;;1;;;7;;;;;320;;11113132
;2024-03-27;"Participación en clases.&nbsp; Cumplen con el desafío de identificar la parábola del hijo pródigo al escuchar&nbsp; la canción ""El milagro"".&nbsp;";;;12:20 PM;;;;;34;;;1;;;7;;;;;320;;11113133
;2024-03-26;Conducta disruptiva. Estudiante que a pesar de llamarle la atención en reiteradas ocaciones, en diferentes clases, conversa y se pone de pie de puesto sin permiso. Además al solicitarle que cumpla con las normas el alumno responde que no lo hará.;;;9:00 AM;;;;;29;;;1;;;7;;;;;314;;11113134
;2024-03-20;"Felicitaciones por el compromiso hacia la asignatura de matemática y por su ayuda como tutor(a) para quienes más lo necesitan. Los aliento a seguir con tan noble función.&nbsp;";;;10:50 AM;;;;;34;;;1;;;7;;;;;345;;11113183
;2024-03-20;"Felicitaciones por el compromiso hacia la asignatura de matemática y por su ayuda como tutor(a) para quienes más lo necesitan. Los aliento a seguir con tan noble función.&nbsp;";;;10:50 AM;;;;;34;;;1;;;7;;;;;345;;11113184
;2024-03-20;"Felicitaciones por el compromiso hacia la asignatura de matemática y por su ayuda como tutor(a) para quienes más lo necesitan. Los aliento a seguir con tan noble función.&nbsp;";;;10:50 AM;;;;;34;;;1;;;7;;;;;345;;11113185
;2024-03-20;"Felicitaciones por el compromiso hacia la asignatura de matemática y por su ayuda como tutor(a) para quienes más lo necesitan. Los aliento a seguir con tan noble función.&nbsp;";;;10:50 AM;;;;;34;;;1;;;7;;;;;345;;11113186
;2024-03-20;"Felicitaciones por el compromiso hacia la asignatura de matemática y por su ayuda como tutor(a) para quienes más lo necesitan. Los aliento a seguir con tan noble función.&nbsp;";;;10:50 AM;;;;;34;;;1;;;7;;;;;345;;11113187
;2024-03-20;"Felicitaciones por el compromiso hacia la asignatura de matemática y por su ayuda como tutor(a) para quienes más lo necesitan. Los aliento a seguir con tan noble función.&nbsp;";;;10:50 AM;;;;;34;;;1;;;7;;;;;345;;11113188
;2024-03-20;"Felicitaciones por el compromiso hacia la asignatura de matemática y por su ayuda como tutor(a) para quienes más lo necesitan. Los aliento a seguir con tan noble función.&nbsp;";;;10:50 AM;;;;;34;;;1;;;7;;;;;345;;11113189
;2024-03-20;"Felicitaciones por el compromiso hacia la asignatura de matemática y por su ayuda como tutor(a) para quienes más lo necesitan. Los aliento a seguir con tan noble función.&nbsp;";;;10:50 AM;;;;;34;;;1;;;7;;;;;345;;11113190
;2024-03-27;"Falta de respeto (Agresión fisica o verbal) por parte del Apoderado hacia el colegio o integrante de la comunidad educativa.<div><br></div><div>Dejo en acta hoy miércoles 27 de marzo a las 18:003 horas que el dia lunes 25 de marzo a las 19:00 horas en&nbsp; la entrada al tercer recreo de la tarde, se acerca a la escalera una apoderada para solicitar hablar conmigo, por lo que le informo que no puedo por motivos de tener niños esperándome para su clase, la invito a mi atención el dia miércoles 27 a las 17:30 horas, insiste en que le preste atención y vuelvo a repetir que no puedo, ella sube las escaleras y me señala que ya no le diga mas a su hija "" señora"", vuelvo a insistir que no puedo hablar con ella, es ahí donde ella me grita "" si ella es señora ud. es un fósil"", muy molesta. Le pido que baje porque ella no debe estar ahí, aparece Gonzalo auxiliar y le solicito hacer bajar a la apoderada de la escalera.&nbsp; La apoderada se observo muy molesta, situación que en un momento me sentí vulnerada ya que ella me siguió en la escalera a pesar de&nbsp; que no podía atenderla.&nbsp;</div><div>Solicito a inspector Alejandro llamar apoderada el día martes 26 en la mañana para agenda entrevista. ( inspector llama pero se comunica con padre de la alumna e informa citación )</div><div>El día martes se informa situación a dirección por medio de correo quien conversa personalmente conmigo, se vuelve a citar apoderada por parte de dirección con la alumna, pero ella hoy no asiste. ( apoderada que ha presentado problemas anteriores&nbsp; con miembros del establecimiento).</div><div>&nbsp;</div>";;;6:00 PM;;;;;34;;;1;;;7;;;;;352;;11113191
;2024-03-28;No presenta interés en la clase ni en la materia. Estudiante no respeta la instancia de evaluación, habla, hace ruidos con su lápiz (lo utiliza para contestar al azar su evaluación). Pese a los reiterados llamados de atención, insiste en seguir con su negativa. Por respeto a sus compañeros pido a inspectoría retirarlo de la sala. Se citará apoderado para el jueves 04.04.2024;;;12:30 PM;;;;;29;;;1;;;7;;;;;345;;11113194
;2024-03-28;"No presenta interés en la clase ni en la materia. Estudiante no presenta ningún interés por desarrollar su evaluación, habla, ríe, molesta a sus demás compañeros interrumpiendo el normal desarrollo de la actividad.&nbsp;";;;12:30 PM;;;;;29;;;1;;;7;;;;;345;;11113195
;2024-03-28;"No presenta interés en la clase ni en la materia. Estudiante no presenta ningún interés por desarrollar su evaluación, habla, ríe, molesta a sus demás compañeros interrumpiendo el normal desarrollo de la actividad.&nbsp;";;;12:30 PM;;;;;29;;;1;;;7;;;;;345;;11113196
;2024-03-28;"No presenta interés en la clase ni en la materia. Estudiante no presenta ningún interés por desarrollar su evaluación, habla, ríe, molesta a sus demás compañeros interrumpiendo el normal desarrollo de la actividad.&nbsp;";;;12:30 PM;;;;;29;;;1;;;7;;;;;345;;11113197
;2024-03-28;SE ACTIVA PROTOCOLO FALTA GRAVÍSIMA ;;;12:00 PM;;;;;34;;;1;;;7;;;;;321;;11113201
;2024-04-02;"Registro atención de apoderado.&nbsp; El&nbsp; apoderado fue citado telefónicamente a entrevista, hoy martes, a la&nbsp; 10.00 hrs. para conversar sobre la situación que llevó a la suspensión de su hijo.&nbsp;<div>Apoderado no asiste.</div>";;;3:00 PM;;;;;34;;;1;;;7;;;;;319;;11113202
;2024-04-02;SE ACTIVA PROTOCOLO FALTA GRAVE. Estudiante es suspendida por 1 día (jueves 04/04) , ya que la alumna divulga de manera oral con otros compañeros el tener fotos intimas de otro estudiante, el estudiante afectado se entera de esta conversación y se siente muy mal en clase con miedo a que sus fotografias podrian ser difundidas. Debido a esto debo detener la clase para conversar con los involucrados y hacerles ver la gravedad de la situación en este caso y lo delicado de este tema. Se llama al Apoderado para que retire al estudiante afectado y el inspector Alejandro al entregarlo a su padre, le informa que el alumno debe contar lo sucedido en clase. Además orientadora llama al hogar para saber como se encuentra el estudiante, y el padre reponde que ya todo está en conocimiento de la familia. Es importante destacar que el intercambio de fotografias se realiza fuera del establecimiento.;;;12:00 PM;;;;;34;;;1;;;7;;;;;344;;11113203
;2024-04-02;Incumplimiento de presentación de tareas , trabajos o evaluaciones. No entrega su tabla de comparación evaluada que debía realizar en clase, teniendo mucho tiempo de sobra, así tambien no se interesa en realizar su actividad, se paraba de su puesto constantemente sin autorización a realizar otras acciones que no tenían nada que ver con la actividad evaluada.;;;1:30 PM;;;;;29;;;1;;;7;;;;;344;;11113204
;2024-04-02;Incumplimiento de presentación de tareas , trabajos o evaluaciones. No entrega su tabla de comparación evaluada que debía realizar en clase, teniendo mucho tiempo de sobra, así tambien no se interesa en realizar su actividad, se paraba de su puesto constantemente sin autorización a realizar otras acciones que no tenían nada que ver con la actividad evaluada.;;;1:30 PM;;;;;29;;;1;;;7;;;;;344;;11113205
;2024-04-02;Incumplimiento de presentación de tareas , trabajos o evaluaciones. No entrega su tabla de comparación evaluada que debía realizar en clase, teniendo mucho tiempo de sobra, así tambien no se interesa en realizar su actividad, se paraba de su puesto constantemente sin autorización a realizar otras acciones que no tenían nada que ver con la actividad evaluada.;;;1:30 PM;;;;;29;;;1;;;7;;;;;344;;11113206
;2024-04-02;Incumplimiento de presentación de tareas , trabajos o evaluaciones. No entrega su tabla de comparación evaluada que debía realizar en clase, teniendo mucho tiempo de sobra, así tambien no se interesa en realizar su actividad, se paraba de su puesto constantemente sin autorización a realizar otras acciones que no tenían nada que ver con la actividad evaluada.;;;1:30 PM;;;;;29;;;1;;;7;;;;;344;;11113207
;2024-04-02;Incumplimiento de presentación de tareas , trabajos o evaluaciones. No entrega su tabla de comparación evaluada que debía realizar en clase, teniendo mucho tiempo de sobra, así tambien no se interesa en realizar su actividad, se paraba de su puesto constantemente sin autorización a realizar otras acciones que no tenían nada que ver con la actividad evaluada.;;;1:30 PM;;;;;29;;;1;;;7;;;;;344;;11113208
;2024-04-02;Incumplimiento de presentación de tareas , trabajos o evaluaciones. No entrega su tabla de comparación evaluada que debía realizar en clase, teniendo mucho tiempo de sobra, así tambien no se interesa en realizar su actividad, se paraba de su puesto constantemente sin autorización a realizar otras acciones que no tenían nada que ver con la actividad evaluada.;;;1:30 PM;;;;;29;;;1;;;7;;;;;344;;11113209
;2024-04-02;Uso de  celulares u otros equipos móviles en sala. A pesar de pedirle que baje a inspectoría a dejar el mismo el celular (siendo ya el tercer bloque), se niega y menciona que no lo hará, se deja constancia de la situación.;;;12:00 PM;;;;;29;;;1;;;7;;;;;344;;11113210
;2024-04-01;Alumno que a propósito juega con una tijera girándola muy cerca de la cara de su compañero Alexander Toro, finalmente lo golpea en la cara con la tijera muy cerca de sus ojos. Se niega a pedirle disculpas al compañero. El alumno es suspendido por 1 día.;;;6:10 PM;;;;;29;;;1;;;7;;;;;220;;11113211
;2024-04-03;"agresión física a compañero. Se para de su puesto y da un golpe de puño a su compañero&nbsp; Isaac que estaba sentado en su puesto. Además&nbsp;<div>dice groserías a viva voz cuando le indico regresar a su puesto.</div>";;;10:30 AM;;;;;29;;;1;;;7;;;;;321;;11113212
;2024-04-03;"Conducta disruptiva. Se niega a trabajar&nbsp; en clases, corre en la sala, gritan,&nbsp; y no obedecen, pese a conversar con él reiteradamente.&nbsp;&nbsp;";;;12:10 PM;;;;;29;;;1;;;7;;;;;321;;11113213
;2024-04-03;"Conducta disruptiva. Se niega a trabajar&nbsp; en clases, corre en la sala, gritan,&nbsp; y no obedecen, pese a conversar con él reiteradamente.&nbsp;&nbsp;";;;12:10 PM;;;;;29;;;1;;;7;;;;;321;;11113214
;2024-04-04;ESTUDIANTE SE NIEGA A RENDIR LA EVALUACION DE LA ASIGNATURA, NO ACATA ORDENES DEL PROFESOR, SE DEDICA A MOLESTAR E INTERRUMPIR LA CLASE MIENTAS ESTA SE DESARROLLA, DESAFIANTE CUANDO EL PROFESOR LE INDICA LO QUE DEBE HACER, NO LO HACE Y OPTA POR TOMAR SU PROPIA DETERMINACION, SE CONVERSA CON EL ESTUDIANTE SOBRE LO EQUIVOCADO DE AL ACTITUD QUE PRESENTA, NO LE DA IMPORTANCIA,SE CITA APODERADO PARA ENTREGAR LA INFORMACION;;;10:00 AM;;;;;29;;;1;;;7;;;;;343;;11113221
;2024-04-04;"No mantiene una actitud de respeto hacia los profesores, personal administrativo, auxiliares y compañeros; cautelando el lenguaje y los modales con todos los integrantes de la comunidad educativa dentro o fuera del establecimiento.&nbsp;<div>Estudiante que al pedirle su compañera María Paz que le pada recoger una tapa de lápiz que se le habia caído,&nbsp; pasa la tapa de lápiz por su mientros genital y luego riendose se lo entrega a la compañera. Se conversa con ambas partes y a Daniel se le hace entender que es una actitud obscena que a su compañera le hizo sentir incómoda.<div>Se conversa situación con Dirección y consejo escolar y se determina suspensión de 1 día (viernes 05/04)</div></div>";;;10:30 AM;;;;;29;;;1;;;7;;;;;291;;11113222
;2024-03-15;Comparto mis cosas cuando alguien las necesita. Se felicita y agradece por la actitud de poder colaborar con el curso trayendo confort y desodorante ambiental para el curso,;;;10:10 AM;;;;;34;;;1;;;7;;;;;351;;11113223
;2024-04-04;ESTUDIANTE AGREDE VERVALMENTE A SU COMPAÑERA, LE DICE TU TIENES ESOS CACHETES ROJOS Y GRANDE Y LE RASPA LA CABEZA CON EL DEDO, PRODUCTO DE ESTO LA COMPAÑERA SE SIENTE OFENDIDA Y SE PONE A LLORAR.;;;5:50 PM;;;;;29;;;1;;;7;;;;;227;;11113224
;2024-04-05;Participación en clases<div>Alumno que participa activamente en la clase ,realizando sus actividad y pasando a la pizarra a compartir sus respuestas</div>;;;9:40 AM;;;;;34;;;1;;;7;;;;;300;;11113225
;2024-04-05;Participación en clases<div>Alumno que participa activamente en la clase ,realizando sus actividad y pasando a la pizarra a compartir sus respuestas</div>;;;9:40 AM;;;;;34;;;1;;;7;;;;;300;;11113226
;2024-04-05;Participación en clases<div>Alumno que participa activamente en la clase ,realizando sus actividad y pasando a la pizarra a compartir sus respuestas</div>;;;9:40 AM;;;;;34;;;1;;;7;;;;;300;;11113227
;2024-04-05;SE ACTIVA PROTOCOLO FALTA GRAVE. por agresión física a un compañero.;;;12:00 PM;;;;;34;;;1;;;7;;;;;321;;11113232
;2024-04-05;"Conducta disruptiva. Durante el desarrollo de la clase, en el laboratorio de computación, grita fuertemente ,&nbsp; da&nbsp; golpes en la mesa&nbsp; y aplaude llamando a la profesora en una conducta&nbsp; irrespetuosa, interrumpiendo el normal desarrollo de la clase.&nbsp;";;;;;;;;29;;;1;;;7;;;;;317;;11113233
;2024-04-05;agresión física a compañero y a profesora.<div>Lanza goma desde la punta trasera de la sala, golpeando a compañero y profesora.</div><div>Suspendido por un día.</div>;;;5:00 PM;;;;;29;;;1;;;7;;;;;168;;11113234
