AssessmentRegistrationId;AssignedByPersonId;digitalRandomKey;DateDigitalRandomKey;personIDDigitalRandomKey;CourseSectionId;CreationDate;Description;DueDate;DueTime;LeaOrganizationId;MaximumAttemptsAllowed;MaximumTimeAllowed;OrganizationCalendarSessionId;PossiblePoints;Prerequisite;RecordEndDateTime;RecordStartDateTime;RefLanguageId;RefLearnerActivityAddToGradeBookFlagId;RefLearnerActivityMaximumTimeAllowedUnitsId;RefLearnerActivityTypeId;ReleaseDate;RubricUrl;SchoolOrganizationId;Title;Weight;LearnerActivityId;PersonId
191245781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;75;26192126
192845781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;76;25779404
194845781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;77;26194947
196245781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;78;25926243
196345781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;79;25926210
196945781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;80;25843198
198245781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;81;25916255
198845781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;82;25877948
203345781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;83;25724316
203745781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;84;25787343
203845781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;85;25999573
205345781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;86;26094851
205545781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;87;25865046
205945781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;88;25957604
206045781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;89;25810941
206745781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;90;26179426
207845781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;91;25766975
250845781019;;;;;;;;;;;;;;;;;;;;;;;;;;50;92;25831165
186545791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;93;25979187
186645791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;94;25750672
186745791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;95;25738111
186845791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;96;25748274
186945791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;97;25729196
187045791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;98;25901733
187145791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;99;25958247
187245791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;100;25850089
187445791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;101;26034609
187745791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;102;25884927
187845791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;103;26003455
188145791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;104;25752084
188345791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;105;26119676
188445791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;106;25780309
188545791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;107;25985857
188645791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;108;26065351
188745791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;109;26029286
188845791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;110;25882754
188945791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;111;25912538
189045791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;112;25962712
189145791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;113;25862157
189345791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;114;26061868
189645791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;115;25726477
189745791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;116;25815345
189845791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;117;25884848
190245791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;118;26041600
190945791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;119;25767906
191045791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;120;26103632
191245791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;121;26192126
192845791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;122;25779404
194845791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;123;26194947
196245791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;124;25926243
196345791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;125;25926210
196945791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;126;25843198
198245791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;127;25916255
198845791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;128;25877948
203345791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;129;25724316
203745791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;130;25787343
203845791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;131;25999573
205345791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;132;26094851
205545791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;133;25865046
205945791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;134;25957604
206045791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;135;25810941
206745791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;136;26179426
207845791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;137;25766975
250845791019;;;;;;;;;;;;;;;;;;;;;;;;;;30;138;25831165
186545801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;139;25979187
186645801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;140;25750672
186745801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;141;25738111
186845801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;142;25748274
186945801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;143;25729196
187045801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;144;25901733
187145801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;145;25958247
187245801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;146;25850089
187445801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;147;26034609
187745801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;148;25884927
187845801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;149;26003455
188145801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;150;25752084
188345801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;151;26119676
188445801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;152;25780309
188545801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;153;25985857
188645801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;154;26065351
188745801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;155;26029286
188845801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;156;25882754
188945801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;157;25912538
189045801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;158;25962712
189145801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;159;25862157
189345801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;160;26061868
189645801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;161;25726477
189745801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;162;25815345
189845801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;163;25884848
190245801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;164;26041600
190945801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;165;25767906
191045801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;166;26103632
191245801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;167;26192126
192845801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;168;25779404
194845801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;169;26194947
196245801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;170;25926243
196345801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;171;25926210
196945801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;172;25843198
198245801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;173;25916255
198845801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;174;25877948
203345801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;175;25724316
203745801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;176;25787343
203845801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;177;25999573
205345801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;178;26094851
205545801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;179;25865046
205945801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;180;25957604
206045801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;181;25810941
206745801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;182;26179426
207845801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;183;25766975
250845801019;;;;;;;;;;;;;;;;;;;;;;;;;;10;184;25831165
186545811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;185;25979187
186645811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;186;25750672
186745811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;187;25738111
186845811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;188;25748274
186945811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;189;25729196
187045811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;190;25901733
187145811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;191;25958247
187245811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;192;25850089
187445811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;193;26034609
187745811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;194;25884927
187845811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;195;26003455
188145811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;196;25752084
188345811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;197;26119676
188445811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;198;25780309
188545811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;199;25985857
188645811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;200;26065351
188745811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;201;26029286
188845811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;202;25882754
188945811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;203;25912538
189045811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;204;25962712
189145811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;205;25862157
189345811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;206;26061868
189645811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;207;25726477
189745811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;208;25815345
189845811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;209;25884848
190245811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;210;26041600
190945811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;211;25767906
191045811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;212;26103632
191245811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;213;26192126
192845811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;214;25779404
194845811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;215;26194947
196245811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;216;25926243
196345811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;217;25926210
196945811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;218;25843198
198245811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;219;25916255
198845811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;220;25877948
203345811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;221;25724316
203745811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;222;25787343
203845811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;223;25999573
205345811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;224;26094851
205545811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;225;25865046
205945811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;226;25957604
206045811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;227;25810941
206745811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;228;26179426
207845811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;229;25766975
250845811019;;;;;;;;;;;;;;;;;;;;;;;;;;20;230;25831165
186545821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;231;25979187
186645821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;232;25750672
186745821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;233;25738111
186845821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;234;25748274
186945821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;235;25729196
187045821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;236;25901733
187145821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;237;25958247
187245821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;238;25850089
187445821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;239;26034609
187745821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;240;25884927
187845821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;241;26003455
188145821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;242;25752084
188345821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;243;26119676
188445821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;244;25780309
188545821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;245;25985857
188645821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;246;26065351
188745821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;247;26029286
188845821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;248;25882754
188945821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;249;25912538
189045821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;250;25962712
189145821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;251;25862157
189345821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;252;26061868
189645821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;253;25726477
189745821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;254;25815345
189845821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;255;25884848
190245821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;256;26041600
190945821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;257;25767906
191045821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;258;26103632
191245821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;259;26192126
192845821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;260;25779404
194845821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;261;26194947
196245821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;262;25926243
196345821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;263;25926210
196945821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;264;25843198
198245821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;265;25916255
198845821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;266;25877948
203345821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;267;25724316
203745821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;268;25787343
203845821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;269;25999573
205345821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;270;26094851
205545821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;271;25865046
205945821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;272;25957604
206045821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;273;25810941
206745821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;274;26179426
207845821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;275;25766975
250845821019;;;;;;;;;;;;;;;;;;;;;;;;;;50;276;25831165
186545831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;277;25979187
186645831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;278;25750672
186745831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;279;25738111
186845831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;280;25748274
186945831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;281;25729196
187045831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;282;25901733
187145831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;283;25958247
187245831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;284;25850089
187445831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;285;26034609
187745831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;286;25884927
187845831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;287;26003455
188145831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;288;25752084
188345831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;289;26119676
188445831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;290;25780309
188545831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;291;25985857
188645831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;292;26065351
188745831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;293;26029286
188845831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;294;25882754
188945831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;295;25912538
189045831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;296;25962712
189145831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;297;25862157
189345831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;298;26061868
189645831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;299;25726477
189745831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;300;25815345
189845831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;301;25884848
190245831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;302;26041600
190945831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;303;25767906
191045831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;304;26103632
191245831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;305;26192126
192845831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;306;25779404
194845831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;307;26194947
196245831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;308;25926243
196345831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;309;25926210
196945831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;310;25843198
198245831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;311;25916255
198845831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;312;25877948
203345831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;313;25724316
203745831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;314;25787343
203845831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;315;25999573
205345831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;316;26094851
205545831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;317;25865046
205945831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;318;25957604
206045831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;319;25810941
206745831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;320;26179426
207845831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;321;25766975
250845831019;;;;;;;;;;;;;;;;;;;;;;;;;;50;322;25831165
186545841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;323;25979187
186645841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;324;25750672
186745841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;325;25738111
186845841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;326;25748274
186945841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;327;25729196
187045841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;328;25901733
187145841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;329;25958247
187245841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;330;25850089
187445841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;331;26034609
187745841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;332;25884927
187845841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;333;26003455
188145841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;334;25752084
188345841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;335;26119676
188445841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;336;25780309
188545841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;337;25985857
188645841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;338;26065351
188745841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;339;26029286
188845841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;340;25882754
188945841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;341;25912538
189045841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;342;25962712
189145841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;343;25862157
189345841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;344;26061868
189645841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;345;25726477
189745841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;346;25815345
189845841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;347;25884848
190245841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;348;26041600
190945841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;349;25767906
191045841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;350;26103632
191245841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;351;26192126
192845841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;352;25779404
194845841019;;;;;;;;;;;;;;;;;;;;;;;;;;25;353;26194947
