AttendanceTermIndicator;BeginDate;claseRecuperadaId;fileScanBase64;Code;DaysInSession;Designator;EndDate;numeroREX;fechaREX;FirstInstructionDate;InstructionalMinutes;LastInstructionDate;MarkingTermIndicator;OrganizationCalendarId;RecordEndDateTime;RecordStartDateTime;RefSessionTypeId;SchedulingTermIndicator;Description;MinutesPerDay;OrganizationCalendarSessionId;SessionEndTime;SessionStartTime
1;2024-03-05;;;32968;;;2024-03-05;;;2024-03-05;;;;10032968;;;7;;clase fecha: 2024-03-05;;61;;
1;2024-03-05;;;32969;;;2024-03-05;;;2024-03-05;;;;10032969;;;7;;clase fecha: 2024-03-05;;62;;
1;2024-03-07;;;32970;;;2024-03-07;;;;;;;10032970;;;7;;clase fecha: 2024-03-07;;63;;
1;2024-03-07;;;32971;;;2024-03-07;;;;;;;10032971;;;7;;clase fecha: 2024-03-07;;64;;
1;2024-03-06;;;32972;;;2024-03-06;;;;;;;10032972;;;7;;clase fecha: 2024-03-06;;65;;
1;2024-03-06;;;32973;;;2024-03-06;;;2024-03-06;;;;10032973;;;7;;clase fecha: 2024-03-06;;66;;
1;2024-03-07;;;32974;;;2024-03-07;;;2024-03-07;;;;10032974;;;7;;clase fecha: 2024-03-07;;67;;
1;2024-03-06;;;32975;;;2024-03-06;;;2024-03-06;;;;10032975;;;7;;clase fecha: 2024-03-06;;68;;
1;2024-03-06;;;32976;;;2024-03-06;;;2024-03-06;;;;10032976;;;7;;clase fecha: 2024-03-06;;69;;
1;2024-03-06;;;32977;;;2024-03-06;;;2024-03-06;;;;10032977;;;7;;clase fecha: 2024-03-06;;70;;
1;2024-03-07;;;32978;;;2024-03-07;;;2024-03-07;;;;10032978;;;7;;clase fecha: 2024-03-07;;71;;
1;2024-03-07;;;32979;;;2024-03-07;;;2024-03-07;;;;10032979;;;7;;clase fecha: 2024-03-07;;72;;
1;2024-03-07;;;32980;;;2024-03-07;;;2024-03-07;;;;10032980;;;7;;clase fecha: 2024-03-07;;73;;
1;2024-03-07;;;32981;;;2024-03-07;;;;;;;10032981;;;7;;clase fecha: 2024-03-07;;74;;
1;2024-03-07;;;32982;;;2024-03-07;;;;;;;10032982;;;7;;clase fecha: 2024-03-07;;75;;
1;2024-03-07;;;32983;;;2024-03-07;;;2024-03-07;;;;10032983;;;7;;clase fecha: 2024-03-07;;76;;
1;2024-03-07;;;32984;;;2024-03-07;;;2024-03-07;;;;10032984;;;7;;clase fecha: 2024-03-07;;77;;
1;2024-03-07;;;32985;;;2024-03-07;;;;;;;10032985;;;7;;clase fecha: 2024-03-07;;78;;
1;2024-03-07;;;32986;;;2024-03-07;;;;;;;10032986;;;7;;clase fecha: 2024-03-07;;79;;
1;2024-03-07;;;32987;;;2024-03-07;;;;;;;10032987;;;7;;clase fecha: 2024-03-07;;80;;
1;2024-03-07;;;32988;;;2024-03-07;;;2024-03-07;;;;10032988;;;7;;clase fecha: 2024-03-07;;81;;
1;2024-03-07;;;32989;;;2024-03-07;;;2024-03-07;;;;10032989;;;7;;clase fecha: 2024-03-07;;82;;
1;2024-03-07;;;32990;;;2024-03-07;;;2024-03-07;;;;10032990;;;7;;clase fecha: 2024-03-07;;83;;
1;2024-03-07;;;32991;;;2024-03-07;;;2024-03-07;;;;10032991;;;7;;clase fecha: 2024-03-07;;84;;
1;2024-03-07;;;32992;;;2024-03-07;;;2024-03-07;;;;10032992;;;7;;clase fecha: 2024-03-07;;85;;
1;2024-03-07;;;32993;;;2024-03-07;;;;;;;10032993;;;7;;clase fecha: 2024-03-07;;86;;
1;2024-03-07;;;32994;;;2024-03-07;;;;;;;10032994;;;7;;clase fecha: 2024-03-07;;87;;
1;2024-03-07;;;32995;;;2024-03-07;;;;;;;10032995;;;7;;clase fecha: 2024-03-07;;88;;
1;2024-03-07;;;32997;;;2024-03-07;;;;;;;10032997;;;7;;clase fecha: 2024-03-07;;89;;
1;2024-03-07;;;32998;;;2024-03-07;;;;;;;10032998;;;7;;clase fecha: 2024-03-07;;90;;
1;2024-03-07;;;32999;;;2024-03-07;;;2024-03-07;;;;10032999;;;7;;clase fecha: 2024-03-07;;91;;
1;2024-03-07;;;33000;;;2024-03-07;;;2024-03-07;;;;10033000;;;7;;clase fecha: 2024-03-07;;92;;
1;2024-03-05;;;33002;;;2024-03-05;;;2024-03-05;;;;10033002;;;7;;clase fecha: 2024-03-05;;93;;
1;2024-03-05;;;33003;;;2024-03-05;;;2024-03-05;;;;10033003;;;7;;clase fecha: 2024-03-05;;94;;
1;2024-03-05;;;33004;;;2024-03-05;;;2024-03-05;;;;10033004;;;7;;clase fecha: 2024-03-05;;95;;
1;2024-03-05;;;33005;;;2024-03-05;;;2024-03-05;;;;10033005;;;7;;clase fecha: 2024-03-05;;96;;
1;2024-03-05;;;33006;;;2024-03-05;;;2024-03-05;;;;10033006;;;7;;clase fecha: 2024-03-05;;97;;
1;2024-03-05;;;33007;;;2024-03-05;;;2024-03-05;;;;10033007;;;7;;clase fecha: 2024-03-05;;98;;
1;2024-03-05;;;33008;;;2024-03-05;;;2024-03-05;;;;10033008;;;7;;clase fecha: 2024-03-05;;99;;
1;2024-03-05;;;33009;;;2024-03-05;;;2024-03-05;;;;10033009;;;7;;clase fecha: 2024-03-05;;100;;
1;2024-03-06;;;33010;;;2024-03-06;;;2024-03-06;;;;10033010;;;7;;clase fecha: 2024-03-06;;101;;
1;2024-03-06;;;33011;;;2024-03-06;;;2024-03-06;;;;10033011;;;7;;clase fecha: 2024-03-06;;102;;
1;2024-03-06;;;33012;;;2024-03-06;;;;;;;10033012;;;7;;clase fecha: 2024-03-06;;103;;
1;2024-03-06;;;33013;;;2024-03-06;;;;;;;10033013;;;7;;clase fecha: 2024-03-06;;104;;
1;2024-03-06;;;33014;;;2024-03-06;;;2024-03-06;;;;10033014;;;7;;clase fecha: 2024-03-06;;105;;
1;2024-03-06;;;33015;;;2024-03-06;;;2024-03-06;;;;10033015;;;7;;clase fecha: 2024-03-06;;106;;
1;2024-03-07;;;33016;;;2024-03-07;;;;;;;10033016;;;7;;clase fecha: 2024-03-07;;107;;
1;2024-03-07;;;33017;;;2024-03-07;;;;;;;10033017;;;7;;clase fecha: 2024-03-07;;108;;
1;2024-03-07;;;33018;;;2024-03-07;;;;;;;10033018;;;7;;clase fecha: 2024-03-07;;109;;
1;2024-03-07;;;33019;;;2024-03-07;;;;;;;10033019;;;7;;clase fecha: 2024-03-07;;110;;
1;2024-03-07;;;33020;;;2024-03-07;;;;;;;10033020;;;7;;clase fecha: 2024-03-07;;111;;
1;2024-03-07;;;33021;;;2024-03-07;;;;;;;10033021;;;7;;clase fecha: 2024-03-07;;112;;
1;2024-03-07;;;33022;;;2024-03-07;;;;;;;10033022;;;7;;clase fecha: 2024-03-07;;113;;
1;2024-03-07;;;33023;;;2024-03-07;;;;;;;10033023;;;7;;clase fecha: 2024-03-07;;114;;
1;2024-03-07;;;33024;;;2024-03-07;;;;;;;10033024;;;7;;clase fecha: 2024-03-07;;115;;
1;2024-03-07;;;33025;;;2024-03-07;;;;;;;10033025;;;7;;clase fecha: 2024-03-07;;116;;
1;2024-03-07;;;33026;;;2024-03-07;;;2024-03-07;;;;10033026;;;7;;clase fecha: 2024-03-07;;117;;
1;2024-03-07;;;33027;;;2024-03-07;;;2024-03-07;;;;10033027;;;7;;clase fecha: 2024-03-07;;118;;
1;2024-03-07;;;33028;;;2024-03-07;;;2024-03-07;;;;10033028;;;7;;clase fecha: 2024-03-07;;119;;
1;2024-03-07;;;33029;;;2024-03-07;;;2024-03-07;;;;10033029;;;7;;clase fecha: 2024-03-07;;120;;
1;2024-03-07;;;33030;;;2024-03-07;;;;;;;10033030;;;7;;clase fecha: 2024-03-07;;121;;
1;2024-03-07;;;33031;;;2024-03-07;;;;;;;10033031;;;7;;clase fecha: 2024-03-07;;122;;
1;2024-03-07;;;33032;;;2024-03-07;;;;;;;10033032;;;7;;clase fecha: 2024-03-07;;123;;
1;2024-03-07;;;33033;;;2024-03-07;;;;;;;10033033;;;7;;clase fecha: 2024-03-07;;124;;
1;2024-03-07;;;33034;;;2024-03-07;;;;;;;10033034;;;7;;clase fecha: 2024-03-07;;125;;
1;2024-03-07;;;33035;;;2024-03-07;;;;;;;10033035;;;7;;clase fecha: 2024-03-07;;126;;
1;2024-03-07;;;33036;;;2024-03-07;;;;;;;10033036;;;7;;clase fecha: 2024-03-07;;127;;
1;2024-03-07;;;33037;;;2024-03-07;;;;;;;10033037;;;7;;clase fecha: 2024-03-07;;128;;
1;2024-03-07;;;33038;;;2024-03-07;;;;;;;10033038;;;7;;clase fecha: 2024-03-07;;129;;
1;2024-03-07;;;33039;;;2024-03-07;;;2024-03-07;;;;10033039;;;7;;clase fecha: 2024-03-07;;130;;
1;2024-03-05;;;33040;;;2024-03-05;;;2024-03-05;;;;10033040;;;7;;clase fecha: 2024-03-05;;131;;
1;2024-03-05;;;33041;;;2024-03-05;;;2024-03-05;;;;10033041;;;7;;clase fecha: 2024-03-05;;132;;
1;2024-03-05;;;33042;;;2024-03-05;;;2024-03-05;;;;10033042;;;7;;clase fecha: 2024-03-05;;133;;
1;2024-03-05;;;33043;;;2024-03-05;;;2024-03-05;;;;10033043;;;7;;clase fecha: 2024-03-05;;134;;
1;2024-03-06;;;33044;;;2024-03-06;;;2024-03-06;;;;10033044;;;7;;clase fecha: 2024-03-06;;135;;
1;2024-03-06;;;33045;;;2024-03-06;;;2024-03-06;;;;10033045;;;7;;clase fecha: 2024-03-06;;136;;
1;2024-03-06;;;33046;;;2024-03-06;;;2024-03-06;;;;10033046;;;7;;clase fecha: 2024-03-06;;137;;
1;2024-03-06;;;33047;;;2024-03-06;;;2024-03-06;;;;10033047;;;7;;clase fecha: 2024-03-06;;138;;
1;2024-03-06;;;33048;;;2024-03-06;;;;;;;10033048;;;7;;clase fecha: 2024-03-06;;139;;
1;2024-03-06;;;33049;;;2024-03-06;;;;;;;10033049;;;7;;clase fecha: 2024-03-06;;140;;
1;2024-03-06;;;33050;;;2024-03-06;;;;;;;10033050;;;7;;clase fecha: 2024-03-06;;141;;
1;2024-03-06;;;33051;;;2024-03-06;;;;;;;10033051;;;7;;clase fecha: 2024-03-06;;142;;
1;2024-03-06;;;33052;;;2024-03-06;;;;;;;10033052;;;7;;clase fecha: 2024-03-06;;143;;
1;2024-03-05;;;33053;;;2024-03-05;;;2024-03-05;;;;10033053;;;7;;clase fecha: 2024-03-05;;144;;
1;2024-03-05;;;33054;;;2024-03-05;;;2024-03-05;;;;10033054;;;7;;clase fecha: 2024-03-05;;145;;
1;2024-03-05;;;33055;;;2024-03-05;;;2024-03-05;;;;10033055;;;7;;clase fecha: 2024-03-05;;146;;
1;2024-03-05;;;33056;;;2024-03-05;;;2024-03-05;;;;10033056;;;7;;clase fecha: 2024-03-05;;147;;
1;2024-03-05;;;33057;;;2024-03-05;;;2024-03-05;;;;10033057;;;7;;clase fecha: 2024-03-05;;148;;
1;2024-03-05;;;33058;;;2024-03-05;;;2024-03-05;;;;10033058;;;7;;clase fecha: 2024-03-05;;149;;
1;2024-03-05;;;33059;;;2024-03-05;;;2024-03-05;;;;10033059;;;7;;clase fecha: 2024-03-05;;150;;
1;2024-03-06;;;33060;;;2024-03-06;;;;;;;10033060;;;7;;clase fecha: 2024-03-06;;151;;
1;2024-03-06;;;33061;;;2024-03-06;;;2024-03-06;;;;10033061;;;7;;clase fecha: 2024-03-06;;152;;
1;2024-03-08;;;33062;;;2024-03-08;;;2024-03-08;;;;10033062;;;7;;clase fecha: 2024-03-08;;153;;
1;2024-03-08;;;33063;;;2024-03-08;;;;;;;10033063;;;7;;clase fecha: 2024-03-08;;154;;
1;2024-03-08;;;33064;;;2024-03-08;;;2024-03-08;;;;10033064;;;7;;clase fecha: 2024-03-08;;155;;
1;2024-03-08;;;33065;;;2024-03-08;;;2024-03-08;;;;10033065;;;7;;clase fecha: 2024-03-08;;156;;
1;2024-03-08;;;33066;;;2024-03-08;;;;;;;10033066;;;7;;clase fecha: 2024-03-08;;157;;
1;2024-03-08;;;33067;;;2024-03-08;;;;;;;10033067;;;7;;clase fecha: 2024-03-08;;158;;
1;2024-03-08;;;33068;;;2024-03-08;;;2024-03-08;;;;10033068;;;7;;clase fecha: 2024-03-08;;159;;
1;2024-03-08;;;33069;;;2024-03-08;;;2024-03-08;;;;10033069;;;7;;clase fecha: 2024-03-08;;160;;
1;2024-03-08;;;33070;;;2024-03-08;;;;;;;10033070;;;7;;clase fecha: 2024-03-08;;161;;
1;2024-03-08;;;33071;;;2024-03-08;;;2024-03-08;;;;10033071;;;7;;clase fecha: 2024-03-08;;162;;
1;2024-03-08;;;33072;;;2024-03-08;;;2024-03-08;;;;10033072;;;7;;clase fecha: 2024-03-08;;163;;
1;2024-03-08;;;33073;;;2024-03-08;;;2024-03-08;;;;10033073;;;7;;clase fecha: 2024-03-08;;164;;
1;2024-03-08;;;33074;;;2024-03-08;;;2024-03-08;;;;10033074;;;7;;clase fecha: 2024-03-08;;165;;
1;2024-03-08;;;33075;;;2024-03-08;;;2024-03-08;;;;10033075;;;7;;clase fecha: 2024-03-08;;166;;
1;2024-03-08;;;33076;;;2024-03-08;;;2024-03-08;;;;10033076;;;7;;clase fecha: 2024-03-08;;167;;
1;2024-03-08;;;33077;;;2024-03-08;;;;;;;10033077;;;7;;clase fecha: 2024-03-08;;168;;
1;2024-03-08;;;33078;;;2024-03-08;;;;;;;10033078;;;7;;clase fecha: 2024-03-08;;169;;
1;2024-03-08;;;33079;;;2024-03-08;;;2024-03-08;;;;10033079;;;7;;clase fecha: 2024-03-08;;170;;
1;2024-03-08;;;33080;;;2024-03-08;;;;;;;10033080;;;7;;clase fecha: 2024-03-08;;171;;
1;2024-03-08;;;33081;;;2024-03-08;;;;;;;10033081;;;7;;clase fecha: 2024-03-08;;172;;
1;2024-03-08;;;33082;;;2024-03-08;;;2024-03-08;;;;10033082;;;7;;clase fecha: 2024-03-08;;173;;
1;2024-03-08;;;33083;;;2024-03-08;;;;;;;10033083;;;7;;clase fecha: 2024-03-08;;174;;
1;2024-03-08;;;33084;;;2024-03-08;;;;;;;10033084;;;7;;clase fecha: 2024-03-08;;175;;
1;2024-03-06;;;33085;;;2024-03-06;;;2024-03-06;;;;10033085;;;7;;clase fecha: 2024-03-06;;176;;
1;2024-03-06;;;33086;;;2024-03-06;;;2024-03-06;;;;10033086;;;7;;clase fecha: 2024-03-06;;177;;
1;2024-03-06;;;33087;;;2024-03-06;;;2024-03-06;;;;10033087;;;7;;clase fecha: 2024-03-06;;178;;
1;2024-03-06;;;33088;;;2024-03-06;;;2024-03-06;;;;10033088;;;7;;clase fecha: 2024-03-06;;179;;
1;2024-03-08;;;33089;;;2024-03-08;;;2024-03-08;;;;10033089;;;7;;clase fecha: 2024-03-08;;180;;
1;2024-03-08;;;33090;;;2024-03-08;;;;;;;10033090;;;7;;clase fecha: 2024-03-08;;181;;
1;2024-03-08;;;33091;;;2024-03-08;;;;;;;10033091;;;7;;clase fecha: 2024-03-08;;182;;
1;2024-03-08;;;33092;;;2024-03-08;;;2024-03-08;;;;10033092;;;7;;clase fecha: 2024-03-08;;183;;
1;2024-03-05;;;33093;;;2024-03-05;;;2024-03-05;;;;10033093;;;7;;clase fecha: 2024-03-05;;184;;
1;2024-03-07;;;33094;;;2024-03-07;;;2024-03-07;;;;10033094;;;7;;clase fecha: 2024-03-07;;185;;
1;2024-03-08;;;33095;;;2024-03-08;;;2024-03-08;;;;10033095;;;7;;clase fecha: 2024-03-08;;186;;
1;2024-03-08;;;33096;;;2024-03-08;;;2024-03-08;;;;10033096;;;7;;clase fecha: 2024-03-08;;187;;
1;2024-03-08;;;33097;;;2024-03-08;;;2024-03-08;;;;10033097;;;7;;clase fecha: 2024-03-08;;188;;
1;2024-03-08;;;33098;;;2024-03-08;;;2024-03-08;;;;10033098;;;7;;clase fecha: 2024-03-08;;189;;
1;2024-03-05;;;33099;;;2024-03-05;;;2024-03-05;;;;10033099;;;7;;clase fecha: 2024-03-05;;190;;
1;2024-03-05;;;33100;;;2024-03-05;;;2024-03-05;;;;10033100;;;7;;clase fecha: 2024-03-05;;191;;
1;2024-03-05;;;33101;;;2024-03-05;;;2024-03-05;;;;10033101;;;7;;clase fecha: 2024-03-05;;192;;
1;2024-03-05;;;33102;;;2024-03-05;;;2024-03-05;;;;10033102;;;7;;clase fecha: 2024-03-05;;193;;
1;2024-03-05;;;33103;;;2024-03-05;;;2024-03-05;;;;10033103;;;7;;clase fecha: 2024-03-05;;194;;
1;2024-03-05;;;33104;;;2024-03-05;;;2024-03-05;;;;10033104;;;7;;clase fecha: 2024-03-05;;195;;
1;2024-03-08;;;33105;;;2024-03-08;;;2024-03-08;;;;10033105;;;7;;clase fecha: 2024-03-08;;196;;
1;2024-03-06;;;33106;;;2024-03-06;;;2024-03-06;;;;10033106;;;7;;clase fecha: 2024-03-06;;197;;
1;2024-03-08;;;33107;;;2024-03-08;;;2024-03-08;;;;10033107;;;7;;clase fecha: 2024-03-08;;198;;
1;2024-03-08;;;33108;;;2024-03-08;;;2024-03-08;;;;10033108;;;7;;clase fecha: 2024-03-08;;199;;
1;2024-03-08;;;33109;;;2024-03-08;;;;;;;10033109;;;7;;clase fecha: 2024-03-08;;200;;
1;2024-03-08;;;33110;;;2024-03-08;;;;;;;10033110;;;7;;clase fecha: 2024-03-08;;201;;
1;2024-03-08;;;33111;;;2024-03-08;;;;;;;10033111;;;7;;clase fecha: 2024-03-08;;202;;
1;2024-03-08;;;33112;;;2024-03-08;;;;;;;10033112;;;7;;clase fecha: 2024-03-08;;203;;
1;2024-03-07;;;33113;;;2024-03-07;;;;;;;10033113;;;7;;clase fecha: 2024-03-07;;204;;
1;2024-03-07;;;33114;;;2024-03-07;;;;;;;10033114;;;7;;clase fecha: 2024-03-07;;205;;
1;2024-03-07;;;33115;;;2024-03-07;;;;;;;10033115;;;7;;clase fecha: 2024-03-07;;206;;
1;2024-03-06;;;33116;;;2024-03-06;;;;;;;10033116;;;7;;clase fecha: 2024-03-06;;207;;
1;2024-03-06;;;33117;;;2024-03-06;;;2024-03-06;;;;10033117;;;7;;clase fecha: 2024-03-06;;208;;
1;2024-03-06;;;33118;;;2024-03-06;;;2024-03-06;;;;10033118;;;7;;clase fecha: 2024-03-06;;209;;
1;2024-03-06;;;33119;;;2024-03-06;;;2024-03-06;;;;10033119;;;7;;clase fecha: 2024-03-06;;210;;
1;2024-03-08;;;33120;;;2024-03-08;;;;;;;10033120;;;7;;clase fecha: 2024-03-08;;211;;
1;2024-03-08;;;33121;;;2024-03-08;;;;;;;10033121;;;7;;clase fecha: 2024-03-08;;212;;
1;2024-03-08;;;33122;;;2024-03-08;;;;;;;10033122;;;7;;clase fecha: 2024-03-08;;213;;
1;2024-03-08;;;33123;;;2024-03-08;;;;;;;10033123;;;7;;clase fecha: 2024-03-08;;214;;
1;2024-03-08;;;33124;;;2024-03-08;;;;;;;10033124;;;7;;clase fecha: 2024-03-08;;215;;
1;2024-03-08;;;33125;;;2024-03-08;;;;;;;10033125;;;7;;clase fecha: 2024-03-08;;216;;
1;2024-03-08;;;33127;;;2024-03-08;;;2024-03-08;;;;10033127;;;7;;clase fecha: 2024-03-08;;217;;
1;2024-03-08;;;33128;;;2024-03-08;;;2024-03-08;;;;10033128;;;7;;clase fecha: 2024-03-08;;218;;
1;2024-03-08;;;33129;;;2024-03-08;;;;;;;10033129;;;7;;clase fecha: 2024-03-08;;219;;
1;2024-03-08;;;33130;;;2024-03-08;;;;;;;10033130;;;7;;clase fecha: 2024-03-08;;220;;
1;2024-03-08;;;33131;;;2024-03-08;;;2024-03-08;;;;10033131;;;7;;clase fecha: 2024-03-08;;221;;
1;2024-03-08;;;33132;;;2024-03-08;;;;;;;10033132;;;7;;clase fecha: 2024-03-08;;222;;
1;2024-03-08;;;33133;;;2024-03-08;;;;;;;10033133;;;7;;clase fecha: 2024-03-08;;223;;
1;2024-03-08;;;33134;;;2024-03-08;;;2024-03-08;;;;10033134;;;7;;clase fecha: 2024-03-08;;224;;
1;2024-03-08;;;33135;;;2024-03-08;;;2024-03-08;;;;10033135;;;7;;clase fecha: 2024-03-08;;225;;
1;2024-03-08;;;33136;;;2024-03-08;;;2024-03-08;;;;10033136;;;7;;clase fecha: 2024-03-08;;226;;
1;2024-03-08;;;33137;;;2024-03-08;;;;;;;10033137;;;7;;clase fecha: 2024-03-08;;227;;
1;2024-03-08;;;33138;;;2024-03-08;;;;;;;10033138;;;7;;clase fecha: 2024-03-08;;228;;
1;2024-03-08;;;33139;;;2024-03-08;;;;;;;10033139;;;7;;clase fecha: 2024-03-08;;229;;
1;2024-03-05;;;33140;;;2024-03-05;;;2024-03-05;;;;10033140;;;7;;clase fecha: 2024-03-05;;230;;
