AssessmentAdministrationPeriodDescription;AssessmentId;AssessmentSecureIndicator;Code;FinishDate;FinishTime;Name;RecordEndDateTime;RecordStartDateTime;RefAssessmentReportingMethodId;StartDate;StartTime;AssessmentAdministrationId
;101;;10;;;nota #10: Lenguaje y Comunicación;;;;;;3495675
;101;;11;;;nota #11: Lenguaje y Comunicación;;;;;;3495676
;101;;1;;;nota #1: Matemática;;;;;;3494862
;101;;1;;;nota #1: Matemática;;;;;;3495307
;101;;2;;;nota #2: Matemática;;;;;;3494863
;101;;2;;;nota #2: Matemática;;;;;;3495308
;100;;3;;;nota #3: Matemática;;;;;;3494864
;101;;3;;;nota #3: Matemática;;;;;;3495309
;100;;4;;;nota #4: Matemática;;;;;;3494865
;101;;4;;;nota #4: Matemática;;;;;;3495310
;101;;5;;;nota #5: Matemática;;;;;;3494866
;101;;5;;;nota #5: Matemática;;;;;;3495311
;101;;6;;;nota #6: Matemática;;;;;;3494867
;101;;6;;;nota #6: Matemática;;;;;;3495742
;101;;7;;;nota #7: Matemática;;;;;;3494868
;100;;7;;;nota #7: Matemática;;;;;;3495767
;101;;8;;;nota #8: Matemática;;;;;;3494869
;100;;8;;;nota #8: Matemática;;;;;;3495768
;101;;9;;;nota #9: Matemática;;;;;;3495769
;101;;1;;;nota #1: Tecnología;;;;;;3494627
;101;;1;;;nota #1: Tecnología;;;;;;3495183
;101;;2;;;nota #2: Tecnología;;;;;;3495126
;101;;2;;;nota #2: Tecnología;;;;;;3495184
;101;;3;;;nota #3: Tecnología;;;;;;3495127
;101;;3;;;nota #3: Tecnología;;;;;;3495185
;101;;4;;;nota #4: Tecnología;;;;;;3495356
;101;;1;;;nota #1: Religión;;;;;;3495004
;101;;1;;;nota #1: Religión;;;;;;3495582
;101;;2;;;nota #2: Religión;;;;;;3495005
;101;;2;;;nota #2: Religión;;;;;;3495583
;101;;3;;;nota #3: Religión;;;;;;3495646
;101;;1;;;nota #1: Educación Artística;;;;;;3494631
;101;;1;;;nota #1: Educación Artística;;;;;;3495186
;101;;2;;;nota #2: Educación Artística;;;;;;3494632
;101;;2;;;nota #2: Educación Artística;;;;;;3495187
;101;;3;;;nota #3: Educación Artística;;;;;;3494633
;101;;3;;;nota #3: Educación Artística;;;;;;3495188
;101;;4;;;nota #4: Educación Artística;;;;;;3495770
;100;;1;;;nota #1: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3494799
;100;;1;;;nota #1: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495171
;100;;2;;;nota #2: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3494800
;100;;2;;;nota #2: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495172
;101;;3;;;nota #3: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3494801
;101;;3;;;nota #3: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495173
;100;;4;;;nota #4: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3494802
;101;;4;;;nota #4: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495174
;100;;5;;;nota #5: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3494803
;100;;5;;;nota #5: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495175
;101;;6;;;nota #6: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3494804
;100;;6;;;nota #6: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495176
;101;;7;;;nota #7: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495112
;101;;7;;;nota #7: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495177
;101;;8;;;nota #8: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495113
;100;;8;;;nota #8: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495178
;101;;9;;;nota #9: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495114
;100;;9;;;nota #9: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495179
;101;;10;;;nota #10: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495115
;101;;10;;;nota #10: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495180
;101;;11;;;nota #11: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495116
;101;;11;;;nota #11: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495181
;101;;12;;;nota #12: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495182
;101;;13;;;nota #13: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495354
;101;;14;;;nota #14: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3495355
;101;;1;;;nota #1: Educación Física y Salud;;;;;;3514755
;101;;1;;;nota #1: Educación Física y Salud;;;;;;3515228
;101;;2;;;nota #2: Educación Física y Salud;;;;;;3515050
;101;;2;;;nota #2: Educación Física y Salud;;;;;;3515231
;101;;3;;;nota #3: Educación Física y Salud;;;;;;3515104
;101;;3;;;nota #3: Educación Física y Salud;;;;;;3515764
;101;;4;;;nota #4: Educación Física y Salud;;;;;;3515125
;101;;4;;;nota #4: Educación Física y Salud;;;;;;3515765
;101;;5;;;nota #5: Educación Física y Salud;;;;;;3515766
;101;;1;;;nota #1: Idioma Extranjero 1 (Ingles);;;;;;3514660
;101;;1;;;nota #1: Idioma Extranjero 1 (Ingles);;;;;;3515396
;101;;2;;;nota #2: Idioma Extranjero 1 (Ingles);;;;;;3514661
;101;;2;;;nota #2: Idioma Extranjero 1 (Ingles);;;;;;3515397
;101;;3;;;nota #3: Idioma Extranjero 1 (Ingles);;;;;;3514662
;101;;3;;;nota #3: Idioma Extranjero 1 (Ingles);;;;;;3515398
;101;;4;;;nota #4: Idioma Extranjero 1 (Ingles);;;;;;3514663
;101;;4;;;nota #4: Idioma Extranjero 1 (Ingles);;;;;;3515399
;101;;1;;;nota #1: Lenguaje y Comunicación;;;;;;3514744
;101;;1;;;nota #1: Lenguaje y Comunicación;;;;;;3515376
;100;;2;;;nota #2: Lenguaje y Comunicación;;;;;;3514745
;100;;2;;;nota #2: Lenguaje y Comunicación;;;;;;3515377
;100;;3;;;nota #3: Lenguaje y Comunicación;;;;;;3514746
;100;;3;;;nota #3: Lenguaje y Comunicación;;;;;;3515378
;100;;4;;;nota #4: Lenguaje y Comunicación;;;;;;3514747
;100;;4;;;nota #4: Lenguaje y Comunicación;;;;;;3515379
;101;;5;;;nota #5: Lenguaje y Comunicación;;;;;;3514748
;101;;5;;;nota #5: Lenguaje y Comunicación;;;;;;3515380
;100;;6;;;nota #6: Lenguaje y Comunicación;;;;;;3514749
;100;;6;;;nota #6: Lenguaje y Comunicación;;;;;;3515381
;100;;7;;;nota #7: Lenguaje y Comunicación;;;;;;3514750
;100;;7;;;nota #7: Lenguaje y Comunicación;;;;;;3515382
;101;;8;;;nota #8: Lenguaje y Comunicación;;;;;;3514751
;101;;8;;;nota #8: Lenguaje y Comunicación;;;;;;3515383
;101;;9;;;nota #9: Lenguaje y Comunicación;;;;;;3514752
;101;;9;;;nota #9: Lenguaje y Comunicación;;;;;;3515384
;101;;10;;;nota #10: Lenguaje y Comunicación;;;;;;3514753
;101;;10;;;nota #10: Lenguaje y Comunicación;;;;;;3515385
;100;;1;;;nota #1: Matemática;;;;;;3514900
;100;;1;;;nota #1: Matemática;;;;;;3515312
;100;;2;;;nota #2: Matemática;;;;;;3514901
;100;;2;;;nota #2: Matemática;;;;;;3515313
;101;;3;;;nota #3: Matemática;;;;;;3514902
;101;;3;;;nota #3: Matemática;;;;;;3515314
;100;;4;;;nota #4: Matemática;;;;;;3514903
;100;;4;;;nota #4: Matemática;;;;;;3515315
;100;;5;;;nota #5: Matemática;;;;;;3514904
;100;;5;;;nota #5: Matemática;;;;;;3515316
;101;;6;;;nota #6: Matemática;;;;;;3514905
;101;;6;;;nota #6: Matemática;;;;;;3515317
;100;;7;;;nota #7: Matemática;;;;;;3514906
;100;;7;;;nota #7: Matemática;;;;;;3515318
;100;;8;;;nota #8: Matemática;;;;;;3514907
;100;;8;;;nota #8: Matemática;;;;;;3515319
;101;;9;;;nota #9: Matemática;;;;;;3514908
;101;;9;;;nota #9: Matemática;;;;;;3515320
;101;;10;;;nota #10: Matemática;;;;;;3515028
;101;;10;;;nota #10: Matemática;;;;;;3515321
;101;;11;;;nota #11: Matemática;;;;;;3515098
;100;;11;;;nota #11: Matemática;;;;;;3515322
;100;;12;;;nota #12: Matemática;;;;;;3515323
;101;;13;;;nota #13: Matemática;;;;;;3515324
;101;;14;;;nota #14: Matemática;;;;;;3515325
;101;;1;;;nota #1: Tecnología;;;;;;3514650
;101;;1;;;nota #1: Tecnología;;;;;;3515362
;101;;2;;;nota #2: Tecnología;;;;;;3514651
;101;;2;;;nota #2: Tecnología;;;;;;3515363
;101;;3;;;nota #3: Tecnología;;;;;;3514652
;101;;3;;;nota #3: Tecnología;;;;;;3515364
;101;;4;;;nota #4: Tecnología;;;;;;3515365
;101;;1;;;nota #1: Religión;;;;;;3515006
;101;;1;;;nota #1: Religión;;;;;;3515579
;101;;2;;;nota #2: Religión;;;;;;3515007
;101;;2;;;nota #2: Religión;;;;;;3515580
;101;;3;;;nota #3: Religión;;;;;;3515581
;101;;1;;;nota #1: Educación Artística;;;;;;3514759
;101;;1;;;nota #1: Educación Artística;;;;;;3515536
;101;;2;;;nota #2: Educación Artística;;;;;;3514760
;101;;2;;;nota #2: Educación Artística;;;;;;3515537
;101;;3;;;nota #3: Educación Artística;;;;;;3514761
;101;;3;;;nota #3: Educación Artística;;;;;;3515538
;101;;4;;;nota #4: Educación Artística;;;;;;3514762
;101;;4;;;nota #4: Educación Artística;;;;;;3515539
;101;;5;;;nota #5: Educación Artística;;;;;;3515540
;101;;6;;;nota #6: Educación Artística;;;;;;3515541
;101;;7;;;nota #7: Educación Artística;;;;;;3515542
;101;;1;;;nota #1: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514763
;100;;1;;;nota #1: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515404
;101;;2;;;nota #2: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514764
;100;;2;;;nota #2: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515405
;100;;3;;;nota #3: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514765
;101;;3;;;nota #3: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515406
;100;;4;;;nota #4: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514766
;101;;4;;;nota #4: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515407
;101;;5;;;nota #5: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514767
;101;;5;;;nota #5: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515408
;101;;6;;;nota #6: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514776
;101;;6;;;nota #6: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515409
;100;;7;;;nota #7: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514777
;101;;7;;;nota #7: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515439
;100;;8;;;nota #8: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514778
;100;;8;;;nota #8: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515440
;101;;9;;;nota #9: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514779
;100;;9;;;nota #9: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515441
;101;;10;;;nota #10: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514780
;101;;10;;;nota #10: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515442
;100;;11;;;nota #11: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514781
;100;;11;;;nota #11: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515443
;100;;12;;;nota #12: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514782
;100;;12;;;nota #12: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515444
;101;;13;;;nota #13: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514783
;101;;13;;;nota #13: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3515445
;101;;14;;;nota #14: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3514784
;101;;1;;;nota #1: Educación Física y Salud;;;;;;3534756
;101;;1;;;nota #1: Educación Física y Salud;;;;;;3535227
;101;;2;;;nota #2: Educación Física y Salud;;;;;;3535092
;101;;2;;;nota #2: Educación Física y Salud;;;;;;3535232
;101;;3;;;nota #3: Educación Física y Salud;;;;;;3535157
;101;;3;;;nota #3: Educación Física y Salud;;;;;;3535684
;101;;4;;;nota #4: Educación Física y Salud;;;;;;3535158
;101;;4;;;nota #4: Educación Física y Salud;;;;;;3535685
;101;;5;;;nota #5: Educación Física y Salud;;;;;;3535686
;101;;1;;;nota #1: Idioma Extranjero 1 (Ingles);;;;;;3534664
;101;;1;;;nota #1: Idioma Extranjero 1 (Ingles);;;;;;3535400
;101;;2;;;nota #2: Idioma Extranjero 1 (Ingles);;;;;;3535029
;101;;2;;;nota #2: Idioma Extranjero 1 (Ingles);;;;;;3535401
;101;;3;;;nota #3: Idioma Extranjero 1 (Ingles);;;;;;3535030
;101;;3;;;nota #3: Idioma Extranjero 1 (Ingles);;;;;;3535402
;101;;4;;;nota #4: Idioma Extranjero 1 (Ingles);;;;;;3535031
;101;;4;;;nota #4: Idioma Extranjero 1 (Ingles);;;;;;3535403
;101;;1;;;nota #1: Lenguaje y Comunicación;;;;;;3534566
;101;;1;;;nota #1: Lenguaje y Comunicación;;;;;;3535418
;100;;2;;;nota #2: Lenguaje y Comunicación;;;;;;3534567
;101;;2;;;nota #2: Lenguaje y Comunicación;;;;;;3535419
;100;;3;;;nota #3: Lenguaje y Comunicación;;;;;;3534568
;100;;3;;;nota #3: Lenguaje y Comunicación;;;;;;3535420
;100;;4;;;nota #4: Lenguaje y Comunicación;;;;;;3534569
;100;;4;;;nota #4: Lenguaje y Comunicación;;;;;;3535421
;101;;5;;;nota #5: Lenguaje y Comunicación;;;;;;3534570
;101;;5;;;nota #5: Lenguaje y Comunicación;;;;;;3535422
;100;;6;;;nota #6: Lenguaje y Comunicación;;;;;;3534571
;100;;6;;;nota #6: Lenguaje y Comunicación;;;;;;3535423
;100;;7;;;nota #7: Lenguaje y Comunicación;;;;;;3534572
;100;;7;;;nota #7: Lenguaje y Comunicación;;;;;;3535424
;101;;8;;;nota #8: Lenguaje y Comunicación;;;;;;3534573
;100;;8;;;nota #8: Lenguaje y Comunicación;;;;;;3535425
;101;;9;;;nota #9: Lenguaje y Comunicación;;;;;;3534574
;101;;9;;;nota #9: Lenguaje y Comunicación;;;;;;3535426
;101;;10;;;nota #10: Lenguaje y Comunicación;;;;;;3534575
;100;;10;;;nota #10: Lenguaje y Comunicación;;;;;;3535427
;101;;11;;;nota #11: Lenguaje y Comunicación;;;;;;3534576
;100;;11;;;nota #11: Lenguaje y Comunicación;;;;;;3535428
;101;;12;;;nota #12: Lenguaje y Comunicación;;;;;;3535429
;100;;1;;;nota #1: Matemática;;;;;;3534870
;100;;1;;;nota #1: Matemática;;;;;;3535430
;100;;2;;;nota #2: Matemática;;;;;;3534871
;100;;2;;;nota #2: Matemática;;;;;;3535431
;100;;3;;;nota #3: Matemática;;;;;;3534872
;100;;3;;;nota #3: Matemática;;;;;;3535432
;101;;4;;;nota #4: Matemática;;;;;;3534873
;100;;4;;;nota #4: Matemática;;;;;;3535433
;100;;5;;;nota #5: Matemática;;;;;;3534874
;101;;5;;;nota #5: Matemática;;;;;;3535434
;100;;6;;;nota #6: Matemática;;;;;;3534875
;100;;6;;;nota #6: Matemática;;;;;;3535435
;100;;7;;;nota #7: Matemática;;;;;;3534876
;100;;7;;;nota #7: Matemática;;;;;;3535436
;101;;8;;;nota #8: Matemática;;;;;;3534877
;100;;8;;;nota #8: Matemática;;;;;;3535437
;101;;9;;;nota #9: Matemática;;;;;;3535123
;101;;9;;;nota #9: Matemática;;;;;;3535438
;100;;10;;;nota #10: Matemática;;;;;;3535128
;101;;10;;;nota #10: Matemática;;;;;;3535687
;100;;11;;;nota #11: Matemática;;;;;;3535129
;100;;11;;;nota #11: Matemática;;;;;;3535688
;101;;12;;;nota #12: Matemática;;;;;;3535130
;100;;12;;;nota #12: Matemática;;;;;;3535689
;101;;13;;;nota #13: Matemática;;;;;;3535690
;101;;14;;;nota #14: Matemática;;;;;;3535691
;100;;15;;;nota #15: Matemática;;;;;;3535750
;100;;16;;;nota #16: Matemática;;;;;;3535751
;101;;17;;;nota #17: Matemática;;;;;;3535752
;101;;1;;;nota #1: Tecnología;;;;;;3534896
;101;;1;;;nota #1: Tecnología;;;;;;3535570
;101;;2;;;nota #2: Tecnología;;;;;;3535053
;101;;2;;;nota #2: Tecnología;;;;;;3535571
;101;;3;;;nota #3: Tecnología;;;;;;3535093
;101;;3;;;nota #3: Tecnología;;;;;;3535572
;101;;4;;;nota #4: Tecnología;;;;;;3535729
;101;;1;;;nota #1: Religión;;;;;;3535008
;101;;1;;;nota #1: Religión;;;;;;3535647
;101;;2;;;nota #2: Religión;;;;;;3535009
;101;;2;;;nota #2: Religión;;;;;;3535648
;101;;3;;;nota #3: Religión;;;;;;3535649
;101;;1;;;nota #1: Educación Artística;;;;;;3534909
;101;;1;;;nota #1: Educación Artística;;;;;;3535527
;101;;2;;;nota #2: Educación Artística;;;;;;3534910
;101;;2;;;nota #2: Educación Artística;;;;;;3535528
;101;;3;;;nota #3: Educación Artística;;;;;;3534911
;101;;3;;;nota #3: Educación Artística;;;;;;3535529
;101;;4;;;nota #4: Educación Artística;;;;;;3534912
;101;;4;;;nota #4: Educación Artística;;;;;;3535530
;101;;5;;;nota #5: Educación Artística;;;;;;3534930
;101;;5;;;nota #5: Educación Artística;;;;;;3535666
;101;;6;;;nota #6: Educación Artística;;;;;;3534931
;100;;1;;;nota #1: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534913
;101;;1;;;nota #1: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535295
;100;;2;;;nota #2: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534914
;100;;2;;;nota #2: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535296
;101;;3;;;nota #3: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534915
;100;;3;;;nota #3: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535297
;101;;4;;;nota #4: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534916
;101;;4;;;nota #4: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535298
;100;;5;;;nota #5: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534917
;100;;5;;;nota #5: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535299
;100;;6;;;nota #6: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534918
;100;;6;;;nota #6: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535300
;101;;7;;;nota #7: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534919
;101;;7;;;nota #7: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535301
;100;;8;;;nota #8: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534920
;101;;8;;;nota #8: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535302
;100;;9;;;nota #9: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534921
;100;;9;;;nota #9: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535303
;100;;10;;;nota #10: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534922
;100;;10;;;nota #10: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535304
;101;;11;;;nota #11: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534923
;100;;11;;;nota #11: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535305
;100;;12;;;nota #12: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3534924
;101;;12;;;nota #12: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535306
;100;;13;;;nota #13: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535054
;100;;13;;;nota #13: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535674
;101;;14;;;nota #14: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535055
;100;;14;;;nota #14: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535711
;101;;15;;;nota #15: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535712
;101;;16;;;nota #16: Estudio Y Comprensión Del Medio Natural, Social Y Cultural;;;;;;3535713
;101;;1;;;nota #1: Educación Física y Salud;;;;;;3554754
;101;;1;;;nota #1: Educación Física y Salud;;;;;;3555233
;101;;2;;;nota #2: Educación Física y Salud;;;;;;3555048
;101;;2;;;nota #2: Educación Física y Salud;;;;;;3555288
;101;;3;;;nota #3: Educación Física y Salud;;;;;;3555103
;101;;3;;;nota #3: Educación Física y Salud;;;;;;3555735
;101;;4;;;nota #4: Educación Física y Salud;;;;;;3555124
;101;;4;;;nota #4: Educación Física y Salud;;;;;;3555736
;101;;5;;;nota #5: Educación Física y Salud;;;;;;3555737
;101;;1;;;nota #1: Idioma Extranjero 1 (Ingles);;;;;;3554667
;101;;1;;;nota #1: Idioma Extranjero 1 (Ingles);;;;;;3555692
;101;;2;;;nota #2: Idioma Extranjero 1 (Ingles);;;;;;3554668
;101;;2;;;nota #2: Idioma Extranjero 1 (Ingles);;;;;;3555693
;101;;3;;;nota #3: Idioma Extranjero 1 (Ingles);;;;;;3554669
;101;;3;;;nota #3: Idioma Extranjero 1 (Ingles);;;;;;3555694
;101;;4;;;nota #4: Idioma Extranjero 1 (Ingles);;;;;;3554670
;101;;4;;;nota #4: Idioma Extranjero 1 (Ingles);;;;;;3555695
;101;;1;;;nota #1: Lenguaje y Comunicación;;;;;;3554634
;100;;1;;;nota #1: Lenguaje y Comunicación;;;;;;3555489
;100;;2;;;nota #2: Lenguaje y Comunicación;;;;;;3554635
;100;;2;;;nota #2: Lenguaje y Comunicación;;;;;;3555490
;100;;3;;;nota #3: Lenguaje y Comunicación;;;;;;3554636
;100;;3;;;nota #3: Lenguaje y Comunicación;;;;;;3555491
;100;;4;;;nota #4: Lenguaje y Comunicación;;;;;;3554637
;101;;4;;;nota #4: Lenguaje y Comunicación;;;;;;3555492
;101;;5;;;nota #5: Lenguaje y Comunicación;;;;;;3554638
;100;;5;;;nota #5: Lenguaje y Comunicación;;;;;;3555493
;100;;6;;;nota #6: Lenguaje y Comunicación;;;;;;3554639
;100;;6;;;nota #6: Lenguaje y Comunicación;;;;;;3555494
;100;;7;;;nota #7: Lenguaje y Comunicación;;;;;;3554640
;100;;7;;;nota #7: Lenguaje y Comunicación;;;;;;3555495
;100;;8;;;nota #8: Lenguaje y Comunicación;;;;;;3554641
;101;;8;;;nota #8: Lenguaje y Comunicación;;;;;;3555496
;101;;9;;;nota #9: Lenguaje y Comunicación;;;;;;3554642
;101;;9;;;nota #9: Lenguaje y Comunicación;;;;;;3555497
;101;;10;;;nota #10: Lenguaje y Comunicación;;;;;;3554643
;101;;10;;;nota #10: Lenguaje y Comunicación;;;;;;3555498
;101;;11;;;nota #11: Lenguaje y Comunicación;;;;;;3554644
;101;;11;;;nota #11: Lenguaje y Comunicación;;;;;;3555499
;101;;12;;;nota #12: Lenguaje y Comunicación;;;;;;3554645
;101;;1;;;nota #1: Matemática;;;;;;3555020
;101;;1;;;nota #1: Matemática;;;;;;3555512
;101;;2;;;nota #2: Matemática;;;;;;3555021
;101;;2;;;nota #2: Matemática;;;;;;3555513
;101;;3;;;nota #3: Matemática;;;;;;3555022
;101;;3;;;nota #3: Matemática;;;;;;3555514
;101;;4;;;nota #4: Matemática;;;;;;3555099
;101;;4;;;nota #4: Matemática;;;;;;3555515
;101;;5;;;nota #5: Matemática;;;;;;3555100
;101;;5;;;nota #5: Matemática;;;;;;3555516
;101;;6;;;nota #6: Matemática;;;;;;3555101
;101;;6;;;nota #6: Matemática;;;;;;3555517
;101;;7;;;nota #7: Matemática;;;;;;3555102
