AssessmentAdministrationId;AssessmentRegistrationCompletionStatusDateTime;AssignedByPersonId;CourseSectionOrganizationId;CreationDate;DaysOfInstructionPriorToAssessment;LEAFullAcademicYear;LeaOrganizationId;OrganizationId;RecordEndDateTime;RecordStartDateTime;RefAssessmentParticipationIndicatorId;RefAssessmentPurposeId;RefAssessmentReasonNotCompletingId;RefAssessmentReasonNotTestedId;RefAssessmentRegistrationCompletionStatusId;RefGradeLevelToBeAssessedId;RefGradeLevelWhenAssessedId;RetestIndicator;SchoolFullAcademicYear;SchoolOrganizationId;ScorePublishDate;StateFullAcademicYear;TestAttemptIdentifier;TestingIndicator;AssessmentFormId;AssessmentRegistrationId;PersonId
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;196945781019;25843198
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;198245781019;25916255
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;198845781019;25877948
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;203345781019;25724316
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;203745781019;25787343
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;203845781019;25999573
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;205345781019;26094851
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;205545781019;25865046
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;205945781019;25957604
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;206045781019;25810941
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;206745781019;26179426
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;207845781019;25766975
3494578;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004578;250845781019;25831165
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;186545791019;25979187
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;186645791019;25750672
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;186745791019;25738111
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;186845791019;25748274
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;186945791019;25729196
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;187045791019;25901733
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;187145791019;25958247
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;187245791019;25850089
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;187445791019;26034609
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;187745791019;25884927
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;187845791019;26003455
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;188145791019;25752084
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;188345791019;26119676
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;188445791019;25780309
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;188545791019;25985857
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;188645791019;26065351
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;188745791019;26029286
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;188845791019;25882754
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;188945791019;25912538
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;189045791019;25962712
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;189145791019;25862157
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;189345791019;26061868
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;189645791019;25726477
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;189745791019;25815345
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;189845791019;25884848
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;190245791019;26041600
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;190945791019;25767906
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;191045791019;26103632
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;191245791019;26192126
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;192845791019;25779404
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;194845791019;26194947
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;196245791019;25926243
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;196345791019;25926210
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;196945791019;25843198
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;198245791019;25916255
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;198845791019;25877948
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;203345791019;25724316
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;203745791019;25787343
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;203845791019;25999573
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;205345791019;26094851
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;205545791019;25865046
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;205945791019;25957604
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;206045791019;25810941
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;206745791019;26179426
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;207845791019;25766975
3494579;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004579;250845791019;25831165
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;186545801019;25979187
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;186645801019;25750672
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;186745801019;25738111
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;186845801019;25748274
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;186945801019;25729196
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;187045801019;25901733
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;187145801019;25958247
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;187245801019;25850089
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;187445801019;26034609
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;187745801019;25884927
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;187845801019;26003455
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;188145801019;25752084
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;188345801019;26119676
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;188445801019;25780309
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;188545801019;25985857
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;188645801019;26065351
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;188745801019;26029286
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;188845801019;25882754
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;188945801019;25912538
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;189045801019;25962712
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;189145801019;25862157
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;189345801019;26061868
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;189645801019;25726477
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;189745801019;25815345
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;189845801019;25884848
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;190245801019;26041600
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;190945801019;25767906
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;191045801019;26103632
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;191245801019;26192126
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;192845801019;25779404
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;194845801019;26194947
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;196245801019;25926243
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;196345801019;25926210
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;196945801019;25843198
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;198245801019;25916255
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;198845801019;25877948
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;203345801019;25724316
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;203745801019;25787343
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;203845801019;25999573
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;205345801019;26094851
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;205545801019;25865046
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;205945801019;25957604
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;206045801019;25810941
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;206745801019;26179426
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;207845801019;25766975
3494580;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004580;250845801019;25831165
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;186545811019;25979187
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;186645811019;25750672
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;186745811019;25738111
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;186845811019;25748274
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;186945811019;25729196
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;187045811019;25901733
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;187145811019;25958247
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;187245811019;25850089
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;187445811019;26034609
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;187745811019;25884927
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;187845811019;26003455
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;188145811019;25752084
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;188345811019;26119676
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;188445811019;25780309
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;188545811019;25985857
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;188645811019;26065351
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;188745811019;26029286
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;188845811019;25882754
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;188945811019;25912538
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;189045811019;25962712
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;189145811019;25862157
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;189345811019;26061868
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;189645811019;25726477
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;189745811019;25815345
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;189845811019;25884848
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;190245811019;26041600
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;190945811019;25767906
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;191045811019;26103632
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;191245811019;26192126
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;192845811019;25779404
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;194845811019;26194947
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;196245811019;25926243
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;196345811019;25926210
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;196945811019;25843198
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;198245811019;25916255
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;198845811019;25877948
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;203345811019;25724316
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;203745811019;25787343
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;203845811019;25999573
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;205345811019;26094851
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;205545811019;25865046
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;205945811019;25957604
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;206045811019;25810941
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;206745811019;26179426
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;207845811019;25766975
3494581;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004581;250845811019;25831165
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;186545821019;25979187
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;186645821019;25750672
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;186745821019;25738111
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;186845821019;25748274
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;186945821019;25729196
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;187045821019;25901733
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;187145821019;25958247
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;187245821019;25850089
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;187445821019;26034609
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;187745821019;25884927
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;187845821019;26003455
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;188145821019;25752084
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;188345821019;26119676
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;188445821019;25780309
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;188545821019;25985857
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;188645821019;26065351
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;188745821019;26029286
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;188845821019;25882754
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;188945821019;25912538
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;189045821019;25962712
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;189145821019;25862157
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;189345821019;26061868
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;189645821019;25726477
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;189745821019;25815345
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;189845821019;25884848
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;190245821019;26041600
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;190945821019;25767906
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;191045821019;26103632
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;191245821019;26192126
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;192845821019;25779404
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;194845821019;26194947
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;196245821019;25926243
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;196345821019;25926210
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;196945821019;25843198
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;198245821019;25916255
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;198845821019;25877948
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;203345821019;25724316
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;203745821019;25787343
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;203845821019;25999573
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;205345821019;26094851
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;205545821019;25865046
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;205945821019;25957604
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;206045821019;25810941
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;206745821019;26179426
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;207845821019;25766975
3494582;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004582;250845821019;25831165
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;186545831019;25979187
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;186645831019;25750672
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;186745831019;25738111
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;186845831019;25748274
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;186945831019;25729196
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;187045831019;25901733
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;187145831019;25958247
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;187245831019;25850089
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;187445831019;26034609
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;187745831019;25884927
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;187845831019;26003455
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;188145831019;25752084
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;188345831019;26119676
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;188445831019;25780309
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;188545831019;25985857
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;188645831019;26065351
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;188745831019;26029286
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;188845831019;25882754
3494583;;11705115;163;;;;;;;;;;;;;;;;;;;;;;349004583;188945831019;25912538
