ClassBeginningTime;ClassEndingTime;ClassMeetingDays;ClassPeriod;RecordEndDateTime;RecordStartDateTime;TimeDayIdentifier;CourseSectionScheduleId;OrganizationId
11:20 AM;12:05 PM;Jueves;Bloque05;;;;295;307
9:40 AM;10:25 AM;Jueves;Bloque03;;;;296;312
9:40 AM;10:25 AM;Lunes;Bloque03;;;;297;312
10:25 AM;11:10 AM;Jueves;Bloque04;;;;298;312
10:25 AM;11:10 AM;Lunes;Bloque04;;;;299;312
12:05 PM;12:50 PM;Viernes;Bloque06;;;;300;312
8:00 AM;8:45 AM;Jueves;Bloque01;;;;301;314
8:45 AM;9:30 AM;Jueves;Bloque02;;;;302;314
9:40 AM;10:25 AM;Martes;Bloque03;;;;303;314
10:25 AM;11:10 AM;Martes;Bloque04;;;;304;314
8:00 AM;8:45 AM;Miércoles;Bloque01;;;;305;315
8:45 AM;9:30 AM;Miércoles;Bloque02;;;;306;315
11:20 AM;12:05 PM;Lunes;Bloque05;;;;307;315
11:20 AM;12:05 PM;Martes;Bloque05;;;;308;315
12:05 PM;12:50 PM;Lunes;Bloque06;;;;309;315
12:05 PM;12:50 PM;Martes;Bloque06;;;;310;315
12:50 PM;1:35 PM;Martes;Bloque07;;;;311;316
12:50 PM;1:35 PM;Miércoles;Bloque07;;;;312;316
11:20 AM;12:05 PM;Viernes;Bloque05;;;;313;317
9:40 AM;10:25 AM;Viernes;Bloque03;;;;314;318
10:25 AM;11:10 AM;Viernes;Bloque04;;;;315;318
8:00 AM;8:45 AM;Viernes;Bloque01;;;;316;319
8:45 AM;9:30 AM;Viernes;Bloque02;;;;317;319
12:50 PM;1:35 PM;Lunes;Bloque07;;;;318;319
8:00 AM;8:45 AM;Lunes;Bloque01;;;;319;311
8:00 AM;8:45 AM;Martes;Bloque01;;;;320;311
8:45 AM;9:30 AM;Lunes;Bloque02;;;;321;311
8:45 AM;9:30 AM;Martes;Bloque02;;;;322;311
9:40 AM;10:25 AM;Miércoles;Bloque03;;;;323;311
10:25 AM;11:10 AM;Miércoles;Bloque04;;;;324;311
11:20 AM;12:05 PM;Jueves;Bloque05;;;;325;313
12:05 PM;12:50 PM;Jueves;Bloque06;;;;326;313
12:05 PM;12:50 PM;Miércoles;Bloque06;;;;327;320
11:20 AM;12:05 PM;Miércoles;Bloque05;;;;328;321
8:00 AM;8:45 AM;Miércoles;Bloque01;;;;329;342
8:45 AM;9:30 AM;Miércoles;Bloque02;;;;330;342
9:40 AM;10:25 AM;Martes;Bloque03;;;;331;342
10:25 AM;11:10 AM;Martes;Bloque04;;;;332;342
12:50 PM;1:35 PM;Lunes;Bloque07;;;;333;342
11:20 AM;12:05 PM;Martes;Bloque05;;;;334;344
11:20 AM;12:05 PM;Miércoles;Bloque05;;;;335;344
12:05 PM;12:50 PM;Martes;Bloque06;;;;336;344
12:05 PM;12:50 PM;Miércoles;Bloque06;;;;337;344
9:40 AM;10:25 AM;Miércoles;Bloque03;;;;338;345
10:25 AM;11:10 AM;Miércoles;Bloque04;;;;339;345
11:20 AM;12:05 PM;Jueves;Bloque05;;;;340;345
11:20 AM;12:05 PM;Viernes;Bloque05;;;;341;345
12:05 PM;12:50 PM;Jueves;Bloque06;;;;342;345
12:05 PM;12:50 PM;Viernes;Bloque06;;;;343;345
12:50 PM;1:35 PM;Martes;Bloque07;;;;344;351
12:50 PM;1:35 PM;Miércoles;Bloque07;;;;345;351
8:45 AM;9:30 AM;Martes;Bloque02;;;;346;346
8:00 AM;8:45 AM;Viernes;Bloque01;;;;347;347
8:45 AM;9:30 AM;Viernes;Bloque02;;;;348;347
8:00 AM;8:45 AM;Lunes;Bloque01;;;;349;348
8:00 AM;8:45 AM;Martes;Bloque01;;;;350;348
8:45 AM;9:30 AM;Lunes;Bloque02;;;;351;348
8:00 AM;8:45 AM;Jueves;Bloque01;;;;352;349
8:45 AM;9:30 AM;Jueves;Bloque02;;;;353;349
9:40 AM;10:25 AM;Viernes;Bloque03;;;;354;349
10:25 AM;11:10 AM;Viernes;Bloque04;;;;355;349
11:20 AM;12:05 PM;Lunes;Bloque05;;;;356;349
12:05 PM;12:50 PM;Lunes;Bloque06;;;;357;349
9:40 AM;10:25 AM;Jueves;Bloque03;;;;358;343
10:25 AM;11:10 AM;Jueves;Bloque04;;;;359;343
10:25 AM;11:10 AM;Lunes;Bloque04;;;;360;350
9:40 AM;10:25 AM;Lunes;Bloque03;;;;361;352
