AssessmentResultDescriptiveFeedbackDateTime;AssessmentResultScoreStandardError;DateCreated;DateUpdated;DescriptiveFeedback;DescriptiveFeedbackSource;DiagnosticStatement;DiagnosticStatementSource;IncludedInAypCalculation;InstructionalRecommendation;NumberOfResponses;PreliminaryIndicator;RecordEndDateTime;RecordStartDateTime;RefAssessmentPretestOutcomeId;RefAssessmentResultDataTypeId;RefAssessmentResultScoreTypeId;RefELOutcomeMeasurementLevelId;RefOutcomeTimePointId;RefScoreMetricTypeId;ScoreValue;AssessmentRegistrationId;AssessmentResultId;AssessmentSubtestId
;;;;;;;;;;;;;;;;;;;1;6,5;188745781019;63;34910704578
;;;;;;;;;;;;;;;;;;;1;6,3;188845781019;64;34910704578
;;;;;;;;;;;;;;;;;;;1;5,2;188945781019;65;34910704578
;;;;;;;;;;;;;;;;;;;1;6,5;189045781019;66;34910704578
;;;;;;;;;;;;;;;;;;;1;6,3;189145781019;67;34910704578
;;;;;;;;;;;;;;;;;;;1;6,2;189345781019;68;34910704578
;;;;;;;;;;;;;;;;;;;1;6,5;189645781019;69;34910704578
;;;;;;;;;;;;;;;;;;;1;5,0;189745781019;70;34910704578
;;;;;;;;;;;;;;;;;;;1;5,0;189845781019;71;34910704578
;;;;;;;;;;;;;;;;;;;1;6,3;190245781019;72;34910704578
;;;;;;;;;;;;;;;;;;;1;6,5;190945781019;73;34910704578
;;;;;;;;;;;;;;;;;;;1;6,0;191045781019;74;34910704578
;;;;;;;;;;;;;;;;;;;1;5,7;191245781019;75;34910704578
;;;;;;;;;;;;;;;;;;;1;6,5;192845781019;76;34910704578
;;;;;;;;;;;;;;;;;;;1;5,8;194845781019;77;34910704578
;;;;;;;;;;;;;;;;;;;1;5,9;196245781019;78;34910704578
;;;;;;;;;;;;;;;;;;;1;5,7;196345781019;79;34910704578
;;;;;;;;;;;;;;;;;;;1;4,5;196945781019;80;34910704578
;;;;;;;;;;;;;;;;;;;1;5,0;198245781019;81;34910704578
;;;;;;;;;;;;;;;;;;;1;5,9;198845781019;82;34910704578
;;;;;;;;;;;;;;;;;;;1;6,3;203345781019;83;34910704578
;;;;;;;;;;;;;;;;;;;1;6,3;203745781019;84;34910704578
;;;;;;;;;;;;;;;;;;;1;5,0;203845781019;85;34910704578
;;;;;;;;;;;;;;;;;;;1;6,3;205345781019;86;34910704578
;;;;;;;;;;;;;;;;;;;1;6,6;205545781019;87;34910704578
;;;;;;;;;;;;;;;;;;;1;6,3;205945781019;88;34910704578
;;;;;;;;;;;;;;;;;;;1;5,9;206045781019;89;34910704578
;;;;;;;;;;;;;;;;;;;1;6,1;206745781019;90;34910704578
;;;;;;;;;;;;;;;;;;;1;6,0;207845781019;91;34910704578
;;;;;;;;;;;;;;;;;;;1;5,7;186545791019;92;34910704579
;;;;;;;;;;;;;;;;;;;1;5,0;186645791019;93;34910704579
;;;;;;;;;;;;;;;;;;;1;6,2;186745791019;94;34910704579
;;;;;;;;;;;;;;;;;;;1;7,0;186845791019;95;34910704579
;;;;;;;;;;;;;;;;;;;1;6,4;186945791019;96;34910704579
;;;;;;;;;;;;;;;;;;;1;6,9;187045791019;97;34910704579
;;;;;;;;;;;;;;;;;;;1;6,0;187145791019;98;34910704579
;;;;;;;;;;;;;;;;;;;1;6,1;187245791019;99;34910704579
;;;;;;;;;;;;;;;;;;;1;6,2;187445791019;100;34910704579
;;;;;;;;;;;;;;;;;;;1;6,6;187745791019;101;34910704579
;;;;;;;;;;;;;;;;;;;1;5,8;187845791019;102;34910704579
;;;;;;;;;;;;;;;;;;;1;6,4;188145791019;103;34910704579
;;;;;;;;;;;;;;;;;;;1;6,0;188345791019;104;34910704579
;;;;;;;;;;;;;;;;;;;1;6,4;188445791019;105;34910704579
;;;;;;;;;;;;;;;;;;;1;5,2;188545791019;106;34910704579
;;;;;;;;;;;;;;;;;;;1;6,6;188645791019;107;34910704579
;;;;;;;;;;;;;;;;;;;1;6,7;188745791019;108;34910704579
;;;;;;;;;;;;;;;;;;;1;6,6;188845791019;109;34910704579
;;;;;;;;;;;;;;;;;;;1;5,6;188945791019;110;34910704579
;;;;;;;;;;;;;;;;;;;1;6,5;189045791019;111;34910704579
;;;;;;;;;;;;;;;;;;;1;6,6;189145791019;112;34910704579
;;;;;;;;;;;;;;;;;;;1;6,3;189345791019;113;34910704579
;;;;;;;;;;;;;;;;;;;1;6,5;189645791019;114;34910704579
;;;;;;;;;;;;;;;;;;;1;6,0;189745791019;115;34910704579
;;;;;;;;;;;;;;;;;;;1;6,0;189845791019;116;34910704579
;;;;;;;;;;;;;;;;;;;1;6,6;190245791019;117;34910704579
;;;;;;;;;;;;;;;;;;;1;6,7;190945791019;118;34910704579
;;;;;;;;;;;;;;;;;;;1;6,2;191045791019;119;34910704579
;;;;;;;;;;;;;;;;;;;1;6,1;191245791019;120;34910704579
;;;;;;;;;;;;;;;;;;;1;6,7;192845791019;121;34910704579
;;;;;;;;;;;;;;;;;;;1;6,4;194845791019;122;34910704579
;;;;;;;;;;;;;;;;;;;1;6,4;196245791019;123;34910704579
;;;;;;;;;;;;;;;;;;;1;6,3;196345791019;124;34910704579
;;;;;;;;;;;;;;;;;;;1;5,5;196945791019;125;34910704579
;;;;;;;;;;;;;;;;;;;1;5,5;198245791019;126;34910704579
;;;;;;;;;;;;;;;;;;;1;5,7;198845791019;127;34910704579
;;;;;;;;;;;;;;;;;;;1;5,9;203345791019;128;34910704579
;;;;;;;;;;;;;;;;;;;1;6,4;203745791019;129;34910704579
;;;;;;;;;;;;;;;;;;;1;5,2;203845791019;130;34910704579
;;;;;;;;;;;;;;;;;;;1;6,1;205345791019;131;34910704579
;;;;;;;;;;;;;;;;;;;1;6,8;205545791019;132;34910704579
;;;;;;;;;;;;;;;;;;;1;6,4;205945791019;133;34910704579
;;;;;;;;;;;;;;;;;;;1;5,9;206045791019;134;34910704579
;;;;;;;;;;;;;;;;;;;1;6,5;206745791019;135;34910704579
;;;;;;;;;;;;;;;;;;;1;6,2;207845791019;136;34910704579
;;;;;;;;;;;;;;;;;;;1;6,8;250845791019;137;34910704579
;;;;;;;;;;;;;;;;;;;1;3,0;186545801019;138;34910704580
;;;;;;;;;;;;;;;;;;;1;4,2;186645801019;139;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;186745801019;140;34910704580
;;;;;;;;;;;;;;;;;;;1;5,4;186845801019;141;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;186945801019;142;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;187045801019;143;34910704580
;;;;;;;;;;;;;;;;;;;1;2,4;187145801019;144;34910704580
;;;;;;;;;;;;;;;;;;;1;2,0;187245801019;145;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;187445801019;146;34910704580
;;;;;;;;;;;;;;;;;;;1;6,2;187745801019;147;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;187845801019;148;34910704580
;;;;;;;;;;;;;;;;;;;1;3,8;188145801019;149;34910704580
;;;;;;;;;;;;;;;;;;;1;6,6;188345801019;150;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;188445801019;151;34910704580
;;;;;;;;;;;;;;;;;;;1;3,4;188545801019;152;34910704580
;;;;;;;;;;;;;;;;;;;1;4,0;188645801019;153;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;188745801019;154;34910704580
;;;;;;;;;;;;;;;;;;;1;4,6;188845801019;155;34910704580
;;;;;;;;;;;;;;;;;;;1;3,0;188945801019;156;34910704580
;;;;;;;;;;;;;;;;;;;1;6,7;189045801019;157;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;189145801019;158;34910704580
;;;;;;;;;;;;;;;;;;;1;3,1;189345801019;159;34910704580
;;;;;;;;;;;;;;;;;;;1;4,0;189645801019;160;34910704580
;;;;;;;;;;;;;;;;;;;1;3,4;189745801019;161;34910704580
;;;;;;;;;;;;;;;;;;;1;3,8;189845801019;162;34910704580
;;;;;;;;;;;;;;;;;;;1;2,4;190245801019;163;34910704580
;;;;;;;;;;;;;;;;;;;1;3,1;190945801019;164;34910704580
;;;;;;;;;;;;;;;;;;;1;6,6;191045801019;165;34910704580
;;;;;;;;;;;;;;;;;;;1;3,2;191245801019;166;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;192845801019;167;34910704580
;;;;;;;;;;;;;;;;;;;1;2,0;194845801019;168;34910704580
;;;;;;;;;;;;;;;;;;;1;5,0;196245801019;169;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;196345801019;170;34910704580
;;;;;;;;;;;;;;;;;;;1;3,4;196945801019;171;34910704580
;;;;;;;;;;;;;;;;;;;1;2,4;198245801019;172;34910704580
;;;;;;;;;;;;;;;;;;;1;3,4;198845801019;173;34910704580
;;;;;;;;;;;;;;;;;;;1;6,6;203345801019;174;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;203745801019;175;34910704580
;;;;;;;;;;;;;;;;;;;1;2,8;203845801019;176;34910704580
;;;;;;;;;;;;;;;;;;;1;3,1;205345801019;177;34910704580
;;;;;;;;;;;;;;;;;;;1;6,7;205545801019;178;34910704580
;;;;;;;;;;;;;;;;;;;1;7,0;205945801019;179;34910704580
;;;;;;;;;;;;;;;;;;;1;2,0;206045801019;180;34910704580
;;;;;;;;;;;;;;;;;;;1;2,9;206745801019;181;34910704580
;;;;;;;;;;;;;;;;;;;1;5,8;207845801019;182;34910704580
;;;;;;;;;;;;;;;;;;;1;4,0;186545811019;183;34910704581
;;;;;;;;;;;;;;;;;;;1;5,0;186645811019;184;34910704581
;;;;;;;;;;;;;;;;;;;1;6,7;186745811019;185;34910704581
;;;;;;;;;;;;;;;;;;;1;7,0;186845811019;186;34910704581
;;;;;;;;;;;;;;;;;;;1;6,5;186945811019;187;34910704581
;;;;;;;;;;;;;;;;;;;1;6,5;187045811019;188;34910704581
;;;;;;;;;;;;;;;;;;;1;5,4;187145811019;189;34910704581
;;;;;;;;;;;;;;;;;;;1;5,4;187245811019;190;34910704581
;;;;;;;;;;;;;;;;;;;1;6,5;187445811019;191;34910704581
;;;;;;;;;;;;;;;;;;;1;6,1;187745811019;192;34910704581
;;;;;;;;;;;;;;;;;;;1;6,9;187845811019;193;34910704581
;;;;;;;;;;;;;;;;;;;1;4,9;188145811019;194;34910704581
;;;;;;;;;;;;;;;;;;;1;6,2;188345811019;195;34910704581
;;;;;;;;;;;;;;;;;;;1;6,9;188445811019;196;34910704581
;;;;;;;;;;;;;;;;;;;1;5,4;188545811019;197;34910704581
;;;;;;;;;;;;;;;;;;;1;6,0;188645811019;198;34910704581
;;;;;;;;;;;;;;;;;;;1;7,0;188745811019;199;34910704581
;;;;;;;;;;;;;;;;;;;1;7,0;188845811019;200;34910704581
;;;;;;;;;;;;;;;;;;;1;4,0;188945811019;201;34910704581
;;;;;;;;;;;;;;;;;;;1;6,6;189045811019;202;34910704581
;;;;;;;;;;;;;;;;;;;1;6,0;189145811019;203;34910704581
;;;;;;;;;;;;;;;;;;;1;5,5;189345811019;204;34910704581
;;;;;;;;;;;;;;;;;;;1;6,7;189645811019;205;34910704581
;;;;;;;;;;;;;;;;;;;1;6,0;189745811019;206;34910704581
;;;;;;;;;;;;;;;;;;;1;5,0;189845811019;207;34910704581
;;;;;;;;;;;;;;;;;;;1;5,4;190245811019;208;34910704581
;;;;;;;;;;;;;;;;;;;1;6,1;190945811019;209;34910704581
;;;;;;;;;;;;;;;;;;;1;6,3;191045811019;210;34910704581
;;;;;;;;;;;;;;;;;;;1;6,5;191245811019;211;34910704581
;;;;;;;;;;;;;;;;;;;1;7,0;192845811019;212;34910704581
;;;;;;;;;;;;;;;;;;;1;4,0;194845811019;213;34910704581
;;;;;;;;;;;;;;;;;;;1;5,5;196245811019;214;34910704581
;;;;;;;;;;;;;;;;;;;1;6,0;196345811019;215;34910704581
;;;;;;;;;;;;;;;;;;;1;5,5;196945811019;216;34910704581
;;;;;;;;;;;;;;;;;;;1;5,5;198245811019;217;34910704581
;;;;;;;;;;;;;;;;;;;1;6,0;198845811019;218;34910704581
;;;;;;;;;;;;;;;;;;;1;6,3;203345811019;219;34910704581
;;;;;;;;;;;;;;;;;;;1;7,0;203745811019;220;34910704581
;;;;;;;;;;;;;;;;;;;1;4,0;203845811019;221;34910704581
;;;;;;;;;;;;;;;;;;;1;5,5;205345811019;222;34910704581
;;;;;;;;;;;;;;;;;;;1;6,9;205545811019;223;34910704581
;;;;;;;;;;;;;;;;;;;1;7,0;205945811019;224;34910704581
;;;;;;;;;;;;;;;;;;;1;4,0;206045811019;225;34910704581
;;;;;;;;;;;;;;;;;;;1;6,0;206745811019;226;34910704581
;;;;;;;;;;;;;;;;;;;1;6,0;207845811019;227;34910704581
;;;;;;;;;;;;;;;;;;;1;4,1;186545821019;228;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;186645821019;229;34910704582
;;;;;;;;;;;;;;;;;;;1;6,9;186745821019;230;34910704582
;;;;;;;;;;;;;;;;;;;1;6,9;186845821019;231;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;186945821019;232;34910704582
;;;;;;;;;;;;;;;;;;;1;6,3;187045821019;233;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;187145821019;234;34910704582
;;;;;;;;;;;;;;;;;;;1;5,5;187245821019;235;34910704582
;;;;;;;;;;;;;;;;;;;1;6,6;187445821019;236;34910704582
;;;;;;;;;;;;;;;;;;;1;6,7;187745821019;237;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;187845821019;238;34910704582
;;;;;;;;;;;;;;;;;;;1;6,8;188145821019;239;34910704582
;;;;;;;;;;;;;;;;;;;1;6,8;188345821019;240;34910704582
;;;;;;;;;;;;;;;;;;;1;6,9;188445821019;241;34910704582
;;;;;;;;;;;;;;;;;;;1;6,4;188545821019;242;34910704582
;;;;;;;;;;;;;;;;;;;1;5,9;188645821019;243;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;188745821019;244;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;188845821019;245;34910704582
;;;;;;;;;;;;;;;;;;;1;5,1;188945821019;246;34910704582
;;;;;;;;;;;;;;;;;;;1;6,5;189045821019;247;34910704582
;;;;;;;;;;;;;;;;;;;1;6,6;189145821019;248;34910704582
;;;;;;;;;;;;;;;;;;;1;6,6;189345821019;249;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;189645821019;250;34910704582
;;;;;;;;;;;;;;;;;;;1;6,6;189745821019;251;34910704582
;;;;;;;;;;;;;;;;;;;1;6,7;189845821019;252;34910704582
;;;;;;;;;;;;;;;;;;;1;6,6;190245821019;253;34910704582
;;;;;;;;;;;;;;;;;;;1;6,8;190945821019;254;34910704582
;;;;;;;;;;;;;;;;;;;1;6,7;191045821019;255;34910704582
;;;;;;;;;;;;;;;;;;;1;6,3;191245821019;256;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;192845821019;257;34910704582
;;;;;;;;;;;;;;;;;;;1;4,7;194845821019;258;34910704582
;;;;;;;;;;;;;;;;;;;1;6,2;196245821019;259;34910704582
;;;;;;;;;;;;;;;;;;;1;5,6;196345821019;260;34910704582
;;;;;;;;;;;;;;;;;;;1;5,7;196945821019;261;34910704582
;;;;;;;;;;;;;;;;;;;1;6,5;198245821019;262;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;198845821019;263;34910704582
;;;;;;;;;;;;;;;;;;;1;6,8;203345821019;264;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;203745821019;265;34910704582
;;;;;;;;;;;;;;;;;;;1;4,8;203845821019;266;34910704582
;;;;;;;;;;;;;;;;;;;1;5,4;205345821019;267;34910704582
;;;;;;;;;;;;;;;;;;;1;6,0;205545821019;268;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;205945821019;269;34910704582
;;;;;;;;;;;;;;;;;;;1;7,0;206045821019;270;34910704582
;;;;;;;;;;;;;;;;;;;1;6,9;206745821019;271;34910704582
;;;;;;;;;;;;;;;;;;;1;6,2;207845821019;272;34910704582
;;;;;;;;;;;;;;;;;;;1;4,0;186545831019;273;34910704583
;;;;;;;;;;;;;;;;;;;1;5,0;186645831019;274;34910704583
;;;;;;;;;;;;;;;;;;;1;6,5;186745831019;275;34910704583
;;;;;;;;;;;;;;;;;;;1;6,5;186845831019;276;34910704583
;;;;;;;;;;;;;;;;;;;1;6,5;186945831019;277;34910704583
;;;;;;;;;;;;;;;;;;;1;6,0;187045831019;278;34910704583
;;;;;;;;;;;;;;;;;;;1;6,5;187145831019;279;34910704583
;;;;;;;;;;;;;;;;;;;1;5,5;187245831019;280;34910704583
;;;;;;;;;;;;;;;;;;;1;6,5;187445831019;281;34910704583
;;;;;;;;;;;;;;;;;;;1;7,0;187745831019;282;34910704583
;;;;;;;;;;;;;;;;;;;1;6,8;187845831019;283;34910704583
;;;;;;;;;;;;;;;;;;;1;6,8;188145831019;284;34910704583
;;;;;;;;;;;;;;;;;;;1;6,8;188345831019;285;34910704583
;;;;;;;;;;;;;;;;;;;1;6,8;188445831019;286;34910704583
;;;;;;;;;;;;;;;;;;;1;6,4;188545831019;287;34910704583
;;;;;;;;;;;;;;;;;;;1;6,0;188645831019;288;34910704583
;;;;;;;;;;;;;;;;;;;1;7,0;188745831019;289;34910704583
;;;;;;;;;;;;;;;;;;;1;6,6;188845831019;290;34910704583
;;;;;;;;;;;;;;;;;;;1;5,0;188945831019;291;34910704583
;;;;;;;;;;;;;;;;;;;1;6,5;189045831019;292;34910704583
;;;;;;;;;;;;;;;;;;;1;6,5;189145831019;293;34910704583
;;;;;;;;;;;;;;;;;;;1;5,0;189345831019;294;34910704583
;;;;;;;;;;;;;;;;;;;1;7,0;189645831019;295;34910704583
;;;;;;;;;;;;;;;;;;;1;6,6;189745831019;296;34910704583
;;;;;;;;;;;;;;;;;;;1;6,0;189845831019;297;34910704583
;;;;;;;;;;;;;;;;;;;1;6,0;190245831019;298;34910704583
;;;;;;;;;;;;;;;;;;;1;6,0;190945831019;299;34910704583
;;;;;;;;;;;;;;;;;;;1;6,7;191045831019;300;34910704583
;;;;;;;;;;;;;;;;;;;1;6,5;191245831019;301;34910704583
;;;;;;;;;;;;;;;;;;;1;7,0;192845831019;302;34910704583
;;;;;;;;;;;;;;;;;;;1;5,0;194845831019;303;34910704583
;;;;;;;;;;;;;;;;;;;1;5,0;196245831019;304;34910704583
;;;;;;;;;;;;;;;;;;;1;6,0;196345831019;305;34910704583
;;;;;;;;;;;;;;;;;;;1;5,0;196945831019;306;34910704583
;;;;;;;;;;;;;;;;;;;1;5,0;198245831019;307;34910704583
;;;;;;;;;;;;;;;;;;;1;6,5;198845831019;308;34910704583
;;;;;;;;;;;;;;;;;;;1;6,8;203345831019;309;34910704583
;;;;;;;;;;;;;;;;;;;1;7,0;203745831019;310;34910704583
;;;;;;;;;;;;;;;;;;;1;5,0;203845831019;311;34910704583
;;;;;;;;;;;;;;;;;;;1;5,5;205345831019;312;34910704583
;;;;;;;;;;;;;;;;;;;1;7,0;205545831019;313;34910704583
;;;;;;;;;;;;;;;;;;;1;6,8;205945831019;314;34910704583
;;;;;;;;;;;;;;;;;;;1;5,0;206045831019;315;34910704583
;;;;;;;;;;;;;;;;;;;1;6,5;206745831019;316;34910704583
;;;;;;;;;;;;;;;;;;;1;6,0;207845831019;317;34910704583
;;;;;;;;;;;;;;;;;;;1;4,0;186545841019;318;34910704584
;;;;;;;;;;;;;;;;;;;1;6,0;186645841019;319;34910704584
;;;;;;;;;;;;;;;;;;;1;6,7;186745841019;320;34910704584
;;;;;;;;;;;;;;;;;;;1;6,7;186845841019;321;34910704584
;;;;;;;;;;;;;;;;;;;1;6,7;186945841019;322;34910704584
;;;;;;;;;;;;;;;;;;;1;6,1;187045841019;323;34910704584
;;;;;;;;;;;;;;;;;;;1;6,7;187145841019;324;34910704584
;;;;;;;;;;;;;;;;;;;1;5,5;187245841019;325;34910704584
;;;;;;;;;;;;;;;;;;;1;6,5;187445841019;326;34910704584
;;;;;;;;;;;;;;;;;;;1;6,8;187745841019;327;34910704584
;;;;;;;;;;;;;;;;;;;1;6,9;187845841019;328;34910704584
;;;;;;;;;;;;;;;;;;;1;6,8;188145841019;329;34910704584
;;;;;;;;;;;;;;;;;;;1;6,8;188345841019;330;34910704584
;;;;;;;;;;;;;;;;;;;1;6,8;188445841019;331;34910704584
;;;;;;;;;;;;;;;;;;;1;6,4;188545841019;332;34910704584
;;;;;;;;;;;;;;;;;;;1;5,9;188645841019;333;34910704584
;;;;;;;;;;;;;;;;;;;1;7,0;188745841019;334;34910704584
;;;;;;;;;;;;;;;;;;;1;6,8;188845841019;335;34910704584
;;;;;;;;;;;;;;;;;;;1;5,0;188945841019;336;34910704584
;;;;;;;;;;;;;;;;;;;1;6,5;189045841019;337;34910704584
;;;;;;;;;;;;;;;;;;;1;6,5;189145841019;338;34910704584
;;;;;;;;;;;;;;;;;;;1;5,8;189345841019;339;34910704584
;;;;;;;;;;;;;;;;;;;1;7,0;189645841019;340;34910704584
;;;;;;;;;;;;;;;;;;;1;6,6;189745841019;341;34910704584
;;;;;;;;;;;;;;;;;;;1;6,3;189845841019;342;34910704584
;;;;;;;;;;;;;;;;;;;1;6,3;190245841019;343;34910704584
;;;;;;;;;;;;;;;;;;;1;6,4;190945841019;344;34910704584
;;;;;;;;;;;;;;;;;;;1;6,7;191045841019;345;34910704584
;;;;;;;;;;;;;;;;;;;1;6,4;191245841019;346;34910704584
;;;;;;;;;;;;;;;;;;;1;7,0;192845841019;347;34910704584
;;;;;;;;;;;;;;;;;;;1;4,8;194845841019;348;34910704584
;;;;;;;;;;;;;;;;;;;1;5,6;196245841019;349;34910704584
;;;;;;;;;;;;;;;;;;;1;5,8;196345841019;350;34910704584
;;;;;;;;;;;;;;;;;;;1;5,3;196945841019;351;34910704584
;;;;;;;;;;;;;;;;;;;1;5,7;198245841019;352;34910704584
;;;;;;;;;;;;;;;;;;;1;6,7;198845841019;353;34910704584
;;;;;;;;;;;;;;;;;;;1;6,8;203345841019;354;34910704584
;;;;;;;;;;;;;;;;;;;1;7,0;203745841019;355;34910704584
;;;;;;;;;;;;;;;;;;;1;4,9;203845841019;356;34910704584
;;;;;;;;;;;;;;;;;;;1;5,4;205345841019;357;34910704584
;;;;;;;;;;;;;;;;;;;1;6,5;205545841019;358;34910704584
;;;;;;;;;;;;;;;;;;;1;6,9;205945841019;359;34910704584
;;;;;;;;;;;;;;;;;;;1;6,0;206045841019;360;34910704584
;;;;;;;;;;;;;;;;;;;1;6,7;206745841019;361;34910704584
;;;;;;;;;;;;;;;;;;;1;6,1;207845841019;362;34910704584
