CalendarCode;CalendarYear;RecordEndDateTime;RecordStartDateTime;CalendarDescription;OrganizationCalendarId;OrganizationId
44679;2024;;;clase fecha: 2024-03-14;10044679;520
44680;2024;;;clase fecha: 2024-03-14;10044680;520
44681;2024;;;clase fecha: 2024-03-14;10044681;319
44682;2024;;;clase fecha: 2024-03-14;10044682;319
44683;2024;;;clase fecha: 2024-03-14;10044683;230
44684;2024;;;clase fecha: 2024-03-14;10044684;230
44685;2024;;;clase fecha: 2024-03-14;10044685;566
44686;2024;;;clase fecha: 2024-03-05;10044686;205
44687;2024;;;clase fecha: 2024-03-05;10044687;205
44688;2024;;;clase fecha: 2024-03-05;10044688;204
44689;2024;;;clase fecha: 2024-03-05;10044689;204
44690;2024;;;clase fecha: 2024-03-05;10044690;207
44691;2024;;;clase fecha: 2024-03-05;10044691;207
44692;2024;;;clase fecha: 2024-03-07;10044692;204
44693;2024;;;clase fecha: 2024-03-07;10044693;204
44694;2024;;;clase fecha: 2024-03-07;10044694;205
44695;2024;;;clase fecha: 2024-03-07;10044695;205
44696;2024;;;clase fecha: 2024-03-08;10044696;212
44697;2024;;;clase fecha: 2024-03-08;10044697;212
44698;2024;;;clase fecha: 2024-03-08;10044698;204
44699;2024;;;clase fecha: 2024-03-08;10044699;204
44700;2024;;;clase fecha: 2024-03-08;10044700;212
44701;2024;;;clase fecha: 2024-03-08;10044701;212
44702;2024;;;clase fecha: 2024-03-11;10044702;207
44703;2024;;;clase fecha: 2024-03-11;10044703;204
44704;2024;;;clase fecha: 2024-03-11;10044704;204
44705;2024;;;clase fecha: 2024-03-11;10044705;205
44706;2024;;;clase fecha: 2024-03-11;10044706;205
44707;2024;;;clase fecha: 2024-03-12;10044707;205
44708;2024;;;clase fecha: 2024-03-12;10044708;205
44709;2024;;;clase fecha: 2024-03-12;10044709;204
44710;2024;;;clase fecha: 2024-03-12;10044710;204
44711;2024;;;clase fecha: 2024-03-12;10044711;207
44712;2024;;;clase fecha: 2024-03-12;10044712;207
44713;2024;;;clase fecha: 2024-03-14;10044713;204
44714;2024;;;clase fecha: 2024-03-14;10044714;204
44715;2024;;;clase fecha: 2024-03-14;10044715;205
44716;2024;;;clase fecha: 2024-03-14;10044716;205
44717;2024;;;clase fecha: 2024-03-15;10044717;212
44718;2024;;;clase fecha: 2024-03-15;10044718;212
44719;2024;;;clase fecha: 2024-03-15;10044719;204
44720;2024;;;clase fecha: 2024-03-15;10044720;204
44721;2024;;;clase fecha: 2024-03-15;10044721;212
44722;2024;;;clase fecha: 2024-03-15;10044722;212
44723;2024;;;clase fecha: 2024-03-06;10044723;546
44724;2024;;;clase fecha: 2024-03-06;10044724;546
44725;2024;;;clase fecha: 2024-03-06;10044725;546
44726;2024;;;clase fecha: 2024-03-06;10044726;546
44727;2024;;;clase fecha: 2024-03-06;10044727;546
44728;2024;;;clase fecha: 2024-03-06;10044728;546
44729;2024;;;clase fecha: 2024-03-06;10044729;546
44730;2024;;;clase fecha: 2024-03-07;10044730;547
44731;2024;;;clase fecha: 2024-03-07;10044731;547
44732;2024;;;clase fecha: 2024-03-07;10044732;545
44733;2024;;;clase fecha: 2024-03-07;10044733;545
44734;2024;;;clase fecha: 2024-03-07;10044734;545
44735;2024;;;clase fecha: 2024-03-07;10044735;545
44736;2024;;;clase fecha: 2024-03-07;10044736;545
44737;2024;;;clase fecha: 2024-03-07;10044737;545
44738;2024;;;clase fecha: 2024-03-11;10044738;570
44739;2024;;;clase fecha: 2024-03-11;10044739;570
44740;2024;;;clase fecha: 2024-03-11;10044740;570
44741;2024;;;clase fecha: 2024-03-11;10044741;570
44742;2024;;;clase fecha: 2024-03-11;10044742;570
44743;2024;;;clase fecha: 2024-03-11;10044743;570
44744;2024;;;clase fecha: 2024-03-11;10044744;570
44745;2024;;;clase fecha: 2024-03-11;10044745;570
44746;2024;;;clase fecha: 2024-03-11;10044746;572
44747;2024;;;clase fecha: 2024-03-13;10044747;546
44748;2024;;;clase fecha: 2024-03-13;10044748;546
44749;2024;;;clase fecha: 2024-03-13;10044749;546
44750;2024;;;clase fecha: 2024-03-13;10044750;546
44751;2024;;;clase fecha: 2024-03-13;10044751;546
44752;2024;;;clase fecha: 2024-03-13;10044752;546
44753;2024;;;clase fecha: 2024-03-13;10044753;546
44754;2024;;;clase fecha: 2024-03-14;10044754;547
44755;2024;;;clase fecha: 2024-03-14;10044755;547
44756;2024;;;clase fecha: 2024-03-14;10044756;545
44757;2024;;;clase fecha: 2024-03-14;10044757;545
44758;2024;;;clase fecha: 2024-03-14;10044758;545
44759;2024;;;clase fecha: 2024-03-14;10044759;545
44760;2024;;;clase fecha: 2024-03-14;10044760;545
44761;2024;;;clase fecha: 2024-03-14;10044761;545
44762;2024;;;clase fecha: 2024-03-15;10044762;176
44763;2024;;;clase fecha: 2024-03-15;10044763;176
44764;2024;;;clase fecha: 2024-03-15;10044764;180
44765;2024;;;clase fecha: 2024-03-15;10044765;180
44766;2024;;;clase fecha: 2024-03-15;10044766;180
44767;2024;;;clase fecha: 2024-03-15;10044767;196
44768;2024;;;clase fecha: 2024-03-05;10044768;179
44769;2024;;;clase fecha: 2024-03-05;10044769;179
44770;2024;;;clase fecha: 2024-03-05;10044770;186
44771;2024;;;clase fecha: 2024-03-05;10044771;186
44772;2024;;;clase fecha: 2024-03-05;10044772;182
44773;2024;;;clase fecha: 2024-03-05;10044773;182
44774;2024;;;clase fecha: 2024-03-06;10044774;179
44775;2024;;;clase fecha: 2024-03-06;10044775;179
44776;2024;;;clase fecha: 2024-03-06;10044776;176
44777;2024;;;clase fecha: 2024-03-06;10044777;176
44778;2024;;;clase fecha: 2024-03-06;10044778;210
44779;2024;;;clase fecha: 2024-03-06;10044779;210
44780;2024;;;clase fecha: 2024-03-12;10044780;312
44781;2024;;;clase fecha: 2024-03-12;10044781;312
44782;2024;;;clase fecha: 2024-03-12;10044782;278
44783;2024;;;clase fecha: 2024-03-12;10044783;278
44784;2024;;;clase fecha: 2024-03-12;10044784;237
44785;2024;;;clase fecha: 2024-03-12;10044785;244
44786;2024;;;clase fecha: 2024-03-12;10044786;244
44787;2024;;;clase fecha: 2024-03-13;10044787;225
44788;2024;;;clase fecha: 2024-03-13;10044788;225
44789;2024;;;clase fecha: 2024-03-13;10044789;278
44790;2024;;;clase fecha: 2024-03-13;10044790;278
44791;2024;;;clase fecha: 2024-03-13;10044791;312
44792;2024;;;clase fecha: 2024-03-13;10044792;312
44793;2024;;;clase fecha: 2024-03-13;10044793;244
44794;2024;;;clase fecha: 2024-03-13;10044794;244
44795;2024;;;clase fecha: 2024-03-15;10044795;225
44796;2024;;;clase fecha: 2024-03-15;10044796;225
44797;2024;;;clase fecha: 2024-03-15;10044797;278
44798;2024;;;clase fecha: 2024-03-15;10044798;278
44799;2024;;;clase fecha: 2024-03-15;10044799;256
44800;2024;;;clase fecha: 2024-03-15;10044800;256
44801;2024;;;clase fecha: 2024-03-05;10044801;312
44802;2024;;;clase fecha: 2024-03-05;10044802;312
44803;2024;;;clase fecha: 2024-03-05;10044803;278
44804;2024;;;clase fecha: 2024-03-05;10044804;278
44805;2024;;;clase fecha: 2024-03-05;10044805;237
44806;2024;;;clase fecha: 2024-03-05;10044806;244
44807;2024;;;clase fecha: 2024-03-05;10044807;244
44808;2024;;;clase fecha: 2024-03-06;10044808;225
44809;2024;;;clase fecha: 2024-03-06;10044809;225
44810;2024;;;clase fecha: 2024-03-06;10044810;278
44811;2024;;;clase fecha: 2024-03-06;10044811;278
44812;2024;;;clase fecha: 2024-03-06;10044812;312
44813;2024;;;clase fecha: 2024-03-06;10044813;312
44814;2024;;;clase fecha: 2024-03-06;10044814;244
44815;2024;;;clase fecha: 2024-03-06;10044815;244
44816;2024;;;clase fecha: 2024-03-08;10044816;225
44817;2024;;;clase fecha: 2024-03-08;10044817;225
44818;2024;;;clase fecha: 2024-03-08;10044818;278
44819;2024;;;clase fecha: 2024-03-08;10044819;278
44820;2024;;;clase fecha: 2024-03-08;10044820;256
44821;2024;;;clase fecha: 2024-03-08;10044821;256
44822;2024;;;clase fecha: 2024-03-11;10044822;312
44823;2024;;;clase fecha: 2024-03-11;10044823;312
44824;2024;;;clase fecha: 2024-03-11;10044824;293
44825;2024;;;clase fecha: 2024-03-11;10044825;237
44826;2024;;;clase fecha: 2024-03-11;10044826;244
44827;2024;;;clase fecha: 2024-03-11;10044827;244
44828;2024;;;clase fecha: 2024-03-11;10044828;225
44829;2024;;;clase fecha: 2024-03-11;10044829;225
44830;2024;;;clase fecha: 2024-03-12;10044830;179
44831;2024;;;clase fecha: 2024-03-12;10044831;179
44832;2024;;;clase fecha: 2024-03-12;10044832;186
44833;2024;;;clase fecha: 2024-03-12;10044833;186
44834;2024;;;clase fecha: 2024-03-12;10044834;182
44835;2024;;;clase fecha: 2024-03-12;10044835;182
44836;2024;;;clase fecha: 2024-03-07;10044836;179
44837;2024;;;clase fecha: 2024-03-07;10044837;179
44838;2024;;;clase fecha: 2024-03-07;10044838;182
44839;2024;;;clase fecha: 2024-03-07;10044839;176
44840;2024;;;clase fecha: 2024-03-07;10044840;176
44841;2024;;;clase fecha: 2024-03-08;10044841;176
44842;2024;;;clase fecha: 2024-03-08;10044842;196
44843;2024;;;clase fecha: 2024-03-08;10044843;176
44844;2024;;;clase fecha: 2024-03-08;10044844;180
44845;2024;;;clase fecha: 2024-03-08;10044845;180
44846;2024;;;clase fecha: 2024-03-08;10044846;180
44847;2024;;;clase fecha: 2024-03-11;10044847;176
44848;2024;;;clase fecha: 2024-03-11;10044848;176
44849;2024;;;clase fecha: 2024-03-13;10044849;179
44850;2024;;;clase fecha: 2024-03-13;10044850;179
44851;2024;;;clase fecha: 2024-03-13;10044851;176
44852;2024;;;clase fecha: 2024-03-13;10044852;176
44853;2024;;;clase fecha: 2024-03-13;10044853;210
44854;2024;;;clase fecha: 2024-03-14;10044854;176
44855;2024;;;clase fecha: 2024-03-14;10044855;176
44856;2024;;;clase fecha: 2024-03-14;10044856;182
44857;2024;;;clase fecha: 2024-03-14;10044857;179
44858;2024;;;clase fecha: 2024-03-14;10044858;179
44859;2024;;;clase fecha: 2024-03-14;10044859;198
44860;2024;;;clase fecha: 2024-03-14;10044860;198
44861;2024;;;clase fecha: 2024-03-18;10044861;570
44862;2024;;;clase fecha: 2024-03-18;10044862;570
44863;2024;;;clase fecha: 2024-03-18;10044863;570
44864;2024;;;clase fecha: 2024-03-18;10044864;570
44865;2024;;;clase fecha: 2024-03-18;10044865;570
44866;2024;;;clase fecha: 2024-03-18;10044866;570
44867;2024;;;clase fecha: 2024-03-18;10044867;570
44868;2024;;;clase fecha: 2024-03-18;10044868;570
44869;2024;;;clase fecha: 2024-03-18;10044869;572
44870;2024;;;clase fecha: 2024-03-18;10044870;189
44871;2024;;;clase fecha: 2024-03-18;10044871;544
44872;2024;;;clase fecha: 2024-03-18;10044872;189
44873;2024;;;clase fecha: 2024-03-18;10044873;189
44874;2024;;;clase fecha: 2024-03-05;10044874;236
44875;2024;;;clase fecha: 2024-03-05;10044875;236
44876;2024;;;clase fecha: 2024-03-05;10044876;399
44877;2024;;;clase fecha: 2024-03-05;10044877;399
44878;2024;;;clase fecha: 2024-03-05;10044878;386
44879;2024;;;clase fecha: 2024-03-05;10044879;386
44880;2024;;;clase fecha: 2024-03-05;10044880;220
44881;2024;;;clase fecha: 2024-03-05;10044881;220
44882;2024;;;clase fecha: 2024-03-18;10044882;379
44884;2024;;;clase fecha: 2024-03-07;10044884;289
44885;2024;;;clase fecha: 2024-03-07;10044885;289
44886;2024;;;clase fecha: 2024-03-07;10044886;255
44887;2024;;;clase fecha: 2024-03-07;10044887;255
44888;2024;;;clase fecha: 2024-03-07;10044888;324
44889;2024;;;clase fecha: 2024-03-07;10044889;324
44890;2024;;;clase fecha: 2024-03-07;10044890;359
44891;2024;;;clase fecha: 2024-03-07;10044891;359
44892;2024;;;clase fecha: 2024-03-18;10044892;379
44893;2024;;;clase fecha: 2024-03-11;10044893;164
44894;2024;;;clase fecha: 2024-03-11;10044894;164
44895;2024;;;clase fecha: 2024-03-11;10044895;372
44896;2024;;;clase fecha: 2024-03-11;10044896;372
44897;2024;;;clase fecha: 2024-03-11;10044897;190
44898;2024;;;clase fecha: 2024-03-11;10044898;190
44899;2024;;;clase fecha: 2024-03-12;10044899;236
44900;2024;;;clase fecha: 2024-03-12;10044900;236
44901;2024;;;clase fecha: 2024-03-12;10044901;399
44902;2024;;;clase fecha: 2024-03-12;10044902;399
44903;2024;;;clase fecha: 2024-03-12;10044903;386
44904;2024;;;clase fecha: 2024-03-12;10044904;386
44905;2024;;;clase fecha: 2024-03-07;10044905;365
44906;2024;;;clase fecha: 2024-03-07;10044906;365
44907;2024;;;clase fecha: 2024-03-12;10044907;220
44908;2024;;;clase fecha: 2024-03-12;10044908;220
44909;2024;;;clase fecha: 2024-03-07;10044909;562
44910;2024;;;clase fecha: 2024-03-07;10044910;562
44911;2024;;;clase fecha: 2024-03-07;10044911;352
44912;2024;;;clase fecha: 2024-03-07;10044912;352
44913;2024;;;clase fecha: 2024-03-07;10044913;392
44914;2024;;;clase fecha: 2024-03-07;10044914;392
44915;2024;;;clase fecha: 2024-03-14;10044915;289
44916;2024;;;clase fecha: 2024-03-14;10044916;289
44917;2024;;;clase fecha: 2024-03-14;10044917;255
44918;2024;;;clase fecha: 2024-03-14;10044918;255
44919;2024;;;clase fecha: 2024-03-14;10044919;324
44920;2024;;;clase fecha: 2024-03-14;10044920;324
44921;2024;;;clase fecha: 2024-03-14;10044921;359
44922;2024;;;clase fecha: 2024-03-14;10044922;359
44923;2024;;;clase fecha: 2024-03-05;10044923;353
44924;2024;;;clase fecha: 2024-03-05;10044924;353
44925;2024;;;clase fecha: 2024-03-05;10044925;380
44926;2024;;;clase fecha: 2024-03-05;10044926;366
44927;2024;;;clase fecha: 2024-03-05;10044927;353
44928;2024;;;clase fecha: 2024-03-05;10044928;393
44929;2024;;;clase fecha: 2024-03-05;10044929;366
44930;2024;;;clase fecha: 2024-03-05;10044930;353
44931;2024;;;clase fecha: 2024-03-06;10044931;380
44932;2024;;;clase fecha: 2024-03-06;10044932;380
44933;2024;;;clase fecha: 2024-03-06;10044933;353
44934;2024;;;clase fecha: 2024-03-06;10044934;353
44935;2024;;;clase fecha: 2024-03-18;10044935;551
44936;2024;;;clase fecha: 2024-03-06;10044936;393
44937;2024;;;clase fecha: 2024-03-06;10044937;393
44938;2024;;;clase fecha: 2024-03-18;10044938;523
44939;2024;;;clase fecha: 2024-03-18;10044939;523
44940;2024;;;clase fecha: 2024-03-18;10044940;249
44941;2024;;;clase fecha: 2024-03-18;10044941;249
44942;2024;;;clase fecha: 2024-03-05;10044942;516
44943;2024;;;clase fecha: 2024-03-05;10044943;516
44944;2024;;;clase fecha: 2024-03-05;10044944;516
44945;2024;;;clase fecha: 2024-03-05;10044945;538
44946;2024;;;clase fecha: 2024-03-05;10044946;538
44947;2024;;;clase fecha: 2024-03-05;10044947;538
44948;2024;;;clase fecha: 2024-03-18;10044948;284
44949;2024;;;clase fecha: 2024-03-18;10044949;284
44950;2024;;;clase fecha: 2024-03-18;10044950;522
44951;2024;;;clase fecha: 2024-03-06;10044951;366
44952;2024;;;clase fecha: 2024-03-06;10044952;497
44953;2024;;;clase fecha: 2024-03-06;10044953;561
44954;2024;;;clase fecha: 2024-03-06;10044954;561
44955;2024;;;clase fecha: 2024-03-06;10044955;561
44956;2024;;;clase fecha: 2024-03-07;10044956;497
44957;2024;;;clase fecha: 2024-03-07;10044957;497
44958;2024;;;clase fecha: 2024-03-07;10044958;511
44959;2024;;;clase fecha: 2024-03-06;10044959;375
44960;2024;;;clase fecha: 2024-03-06;10044960;366
44961;2024;;;clase fecha: 2024-03-12;10044961;516
44962;2024;;;clase fecha: 2024-03-18;10044962;522
44963;2024;;;clase fecha: 2024-03-12;10044963;516
44964;2024;;;clase fecha: 2024-03-12;10044964;516
44965;2024;;;clase fecha: 2024-03-18;10044965;522
44966;2024;;;clase fecha: 2024-03-12;10044966;538
44967;2024;;;clase fecha: 2024-03-12;10044967;538
44968;2024;;;clase fecha: 2024-03-18;10044968;522
44969;2024;;;clase fecha: 2024-03-12;10044969;538
44970;2024;;;clase fecha: 2024-03-05;10044970;507
44971;2024;;;clase fecha: 2024-03-05;10044971;507
44972;2024;;;clase fecha: 2024-03-05;10044972;527
44973;2024;;;clase fecha: 2024-03-05;10044973;527
44974;2024;;;clase fecha: 2024-03-05;10044974;527
44975;2024;;;clase fecha: 2024-03-05;10044975;527
44976;2024;;;clase fecha: 2024-03-05;10044976;527
44977;2024;;;clase fecha: 2024-03-05;10044977;527
44978;2024;;;clase fecha: 2024-03-07;10044978;540
44979;2024;;;clase fecha: 2024-03-07;10044979;393
44980;2024;;;clase fecha: 2024-03-06;10044980;509
44981;2024;;;clase fecha: 2024-03-06;10044981;509
44982;2024;;;clase fecha: 2024-03-06;10044982;509
44983;2024;;;clase fecha: 2024-03-06;10044983;509
44984;2024;;;clase fecha: 2024-03-06;10044984;528
44985;2024;;;clase fecha: 2024-03-06;10044985;509
44986;2024;;;clase fecha: 2024-03-06;10044986;528
44987;2024;;;clase fecha: 2024-03-06;10044987;528
44988;2024;;;clase fecha: 2024-03-06;10044988;528
44989;2024;;;clase fecha: 2024-03-18;10044989;368
44990;2024;;;clase fecha: 2024-03-11;10044990;522
44991;2024;;;clase fecha: 2024-03-11;10044991;522
44992;2024;;;clase fecha: 2024-03-11;10044992;522
44993;2024;;;clase fecha: 2024-03-11;10044993;522
44994;2024;;;clase fecha: 2024-03-18;10044994;368
44995;2024;;;clase fecha: 2024-03-12;10044995;507
44996;2024;;;clase fecha: 2024-03-12;10044996;507
44997;2024;;;clase fecha: 2024-03-12;10044997;527
44998;2024;;;clase fecha: 2024-03-12;10044998;527
44999;2024;;;clase fecha: 2024-03-12;10044999;527
45000;2024;;;clase fecha: 2024-03-12;10045000;527
45001;2024;;;clase fecha: 2024-03-12;10045001;527
45002;2024;;;clase fecha: 2024-03-12;10045002;527
45003;2024;;;clase fecha: 2024-03-18;10045003;250
45004;2024;;;clase fecha: 2024-03-18;10045004;250
45005;2024;;;clase fecha: 2024-03-18;10045005;293
45006;2024;;;clase fecha: 2024-03-13;10045006;497
45007;2024;;;clase fecha: 2024-03-13;10045007;561
45008;2024;;;clase fecha: 2024-03-13;10045008;561
45009;2024;;;clase fecha: 2024-03-13;10045009;561
45010;2024;;;clase fecha: 2024-03-18;10045010;392
45011;2024;;;clase fecha: 2024-03-14;10045011;497
45012;2024;;;clase fecha: 2024-03-14;10045012;497
45013;2024;;;clase fecha: 2024-03-14;10045013;511
45014;2024;;;clase fecha: 2024-03-18;10045014;312
45015;2024;;;clase fecha: 2024-03-18;10045015;392
45016;2024;;;clase fecha: 2024-03-18;10045016;312
45017;2024;;;clase fecha: 2024-03-05;10045017;395
45018;2024;;;clase fecha: 2024-03-05;10045018;395
45019;2024;;;clase fecha: 2024-03-05;10045019;368
45020;2024;;;clase fecha: 2024-03-05;10045020;368
45021;2024;;;clase fecha: 2024-03-05;10045021;543
45022;2024;;;clase fecha: 2024-03-05;10045022;543
45023;2024;;;clase fecha: 2024-03-05;10045023;382
45024;2024;;;clase fecha: 2024-03-05;10045024;382
45025;2024;;;clase fecha: 2024-03-06;10045025;355
45026;2024;;;clase fecha: 2024-03-06;10045026;355
45027;2024;;;clase fecha: 2024-03-06;10045027;395
45028;2024;;;clase fecha: 2024-03-06;10045028;395
45029;2024;;;clase fecha: 2024-03-06;10045029;318
45030;2024;;;clase fecha: 2024-03-06;10045030;318
45031;2024;;;clase fecha: 2024-03-07;10045031;382
45032;2024;;;clase fecha: 2024-03-07;10045032;382
45033;2024;;;clase fecha: 2024-03-07;10045033;521
45034;2024;;;clase fecha: 2024-03-07;10045034;521
45035;2024;;;clase fecha: 2024-03-07;10045035;368
45036;2024;;;clase fecha: 2024-03-13;10045036;509
45037;2024;;;clase fecha: 2024-03-13;10045037;509
45038;2024;;;clase fecha: 2024-03-07;10045038;368
45039;2024;;;clase fecha: 2024-03-13;10045039;509
45040;2024;;;clase fecha: 2024-03-13;10045040;509
45041;2024;;;clase fecha: 2024-03-13;10045041;528
45042;2024;;;clase fecha: 2024-03-13;10045042;509
45043;2024;;;clase fecha: 2024-03-07;10045043;565
45044;2024;;;clase fecha: 2024-03-13;10045044;528
45045;2024;;;clase fecha: 2024-03-07;10045045;565
45046;2024;;;clase fecha: 2024-03-13;10045046;507
45047;2024;;;clase fecha: 2024-03-13;10045047;507
45048;2024;;;clase fecha: 2024-03-13;10045048;528
45049;2024;;;clase fecha: 2024-03-13;10045049;507
45050;2024;;;clase fecha: 2024-03-18;10045050;326
45051;2024;;;clase fecha: 2024-03-18;10045051;326
45052;2024;;;clase fecha: 2024-03-18;10045052;326
45053;2024;;;clase fecha: 2024-03-08;10045053;503
45054;2024;;;clase fecha: 2024-03-08;10045054;503
45055;2024;;;clase fecha: 2024-03-08;10045055;395
45056;2024;;;clase fecha: 2024-03-08;10045056;395
45057;2024;;;clase fecha: 2024-03-08;10045057;355
45058;2024;;;clase fecha: 2024-03-06;10045058;507
45059;2024;;;clase fecha: 2024-03-06;10045059;507
45060;2024;;;clase fecha: 2024-03-06;10045060;507
45061;2024;;;clase fecha: 2024-03-08;10045061;355
45062;2024;;;clase fecha: 2024-03-07;10045062;563
45063;2024;;;clase fecha: 2024-03-18;10045063;291
45064;2024;;;clase fecha: 2024-03-07;10045064;380
45065;2024;;;clase fecha: 2024-03-07;10045065;353
45066;2024;;;clase fecha: 2024-03-08;10045066;540
45067;2024;;;clase fecha: 2024-03-08;10045067;366
45068;2024;;;clase fecha: 2024-03-18;10045068;213
45069;2024;;;clase fecha: 2024-03-18;10045069;207
45070;2024;;;clase fecha: 2024-03-18;10045070;204
45071;2024;;;clase fecha: 2024-03-18;10045071;204
45072;2024;;;clase fecha: 2024-03-18;10045072;205
45073;2024;;;clase fecha: 2024-03-18;10045073;205
45074;2024;;;clase fecha: 2024-03-18;10045074;355
45075;2024;;;clase fecha: 2024-03-18;10045075;539
45076;2024;;;clase fecha: 2024-03-18;10045076;355
45077;2024;;;clase fecha: 2024-03-11;10045077;539
45078;2024;;;clase fecha: 2024-03-11;10045078;539
45079;2024;;;clase fecha: 2024-03-11;10045079;401
45080;2024;;;clase fecha: 2024-03-11;10045080;368
45081;2024;;;clase fecha: 2024-03-11;10045081;368
