Abbreviation;AssessmentFormId;ChildOf_AssessmentSubtestId;ContainerOnly;Description;Identifier;MaximumValue;MinimumValue;OptimalValue;PublishedDate;RecordEndDateTime;RecordStartDateTime;RefAcademicSubjectId;RefAssessmentPurposeId;RefAssessmentSubtestIdentifierTypeId;RefContentStandardTypeId;RefScoreMetricTypeId;Rules;Tier;Title;Version;AssessmentSubtestId
;3010011506;;;Entrega de informe de emprendimiento dado en clases;;70;10;;;;;;;;7;;;;;;301107011506
;3010011507;;;Entrega de informe de emprendimiento  Marco legal en chile;;70;10;;;;;;;;7;;;;;;301107011507
;3010011508;;;Entrega de informe de emprendimiento (Crear mi empresa en un día, considerando la normativa chilena);;70;10;;;;;;;;7;;;;;;301107011508
;3010011509;;;;;70;10;;;;;;;;7;;;;;;301107011509
;3010011510;;;;;70;10;;;;;;;;7;;;;;;301107011510
;3010011511;;;;;70;10;;;;;;;;7;;;;;;301107011511
;3010011512;;;;;70;10;;;;;;;;7;;;;;;301107011512
;3010011513;;;;;70;10;;;;;;;;7;;;;;;301107011513
;3010011514;;;;;70;10;;;;;;;;7;;;;;;301107011514
;3010011515;;;;;70;10;;;;;;;;7;;;;;;301107011515
;3010011516;;;;;70;10;;;;;;;;7;;;;;;301107011516
;3010011517;;;;;70;10;;;;;;;;7;;;;;;301107011517
;3010011518;;;;;70;10;;;;;;;;7;;;;;;301107011518
;3010011519;;;;;70;10;;;;;;;;7;;;;;;301107011519
;3010011520;;;;;70;10;;;;;;;;7;;;;;;301107011520
;3050011521;;;Taller practico (materia prima choclo y mapa del territorial chileno);;70;10;;;;;;;;7;;;;;;305107011521
;3050011522;;;Taller practico cocina Zona Norte y Lapbook ;;70;10;;;;;;;;7;;;;;;305107011522
;3050011523;;;Presentación contenido de la zona norte de Chile  y taller practico ;;70;10;;;;;;;;7;;;;;;305107011523
;3050011524;;;prueba coeficiente 2 zona norte ;;70;10;;;;;;;;7;;;;;;305107011524
;3050011525;;;prueba coeficiente 2 zona norte ;;70;10;;;;;;;;7;;;;;;305107011525
;3050011526;;;;;70;10;;;;;;;;7;;;;;;305107011526
;3050011527;;;;;70;10;;;;;;;;7;;;;;;305107011527
;3050011528;;;;;70;10;;;;;;;;7;;;;;;305107011528
;3050011529;;;;;70;10;;;;;;;;7;;;;;;305107011529
;3050011530;;;;;70;10;;;;;;;;7;;;;;;305107011530
;3050011531;;;;;70;10;;;;;;;;7;;;;;;305107011531
;3050011532;;;;;70;10;;;;;;;;7;;;;;;305107011532
;3050011533;;;;;70;10;;;;;;;;7;;;;;;305107011533
;3050011534;;;;;70;10;;;;;;;;7;;;;;;305107011534
;3050011535;;;;;70;10;;;;;;;;7;;;;;;305107011535
;2840011536;;;Aplicar contenidos  adquiridos año anterior. Ajuste priorización curricular;;70;10;;;;;;;;7;;;;;;284107011536
;2840011537;;;Prueba razón y proporción;;70;10;;;;;;;;7;;;;;;284107011537
;2840011538;;;Comprender el concepto de porcentaje;;70;10;;;;;;;;7;;;;;;284107011538
;2840011539;;;;;70;10;;;;;;;;7;;;;;;284107011539
;2840011540;;;;;70;10;;;;;;;;7;;;;;;284107011540
;2840011541;;;;;70;10;;;;;;;;7;;;;;;284107011541
;2840011542;;;;;70;10;;;;;;;;7;;;;;;284107011542
;2840011543;;;;;70;10;;;;;;;;7;;;;;;284107011543
;2840011544;;;;;70;10;;;;;;;;7;;;;;;284107011544
;2840011545;;;;;70;10;;;;;;;;7;;;;;;284107011545
;2840011546;;;;;70;10;;;;;;;;7;;;;;;284107011546
;2840011547;;;;;70;10;;;;;;;;7;;;;;;284107011547
;2840011548;;;;;70;10;;;;;;;;7;;;;;;284107011548
;2840011549;;;;;70;10;;;;;;;;7;;;;;;284107011549
;2840011550;;;;;70;10;;;;;;;;7;;;;;;284107011550
;2860011551;;;Aplicar contenidos adquiridos año anterior, Ajuste priorización curricular;;70;10;;;;;;;;7;;;;;;286107011551
;2860011552;;;Prueba de números enteros;;70;10;;;;;;;;7;;;;;;286107011552
;2860011553;;;;;70;10;;;;;;;;7;;;;;;286107011553
;2860011554;;;;;70;10;;;;;;;;7;;;;;;286107011554
;2860011555;;;;;70;10;;;;;;;;7;;;;;;286107011555
;2860011556;;;;;70;10;;;;;;;;7;;;;;;286107011556
;2860011557;;;;;70;10;;;;;;;;7;;;;;;286107011557
;2860011558;;;;;70;10;;;;;;;;7;;;;;;286107011558
;2860011559;;;;;70;10;;;;;;;;7;;;;;;286107011559
;2860011560;;;;;70;10;;;;;;;;7;;;;;;286107011560
;2860011561;;;;;70;10;;;;;;;;7;;;;;;286107011561
;2860011562;;;;;70;10;;;;;;;;7;;;;;;286107011562
;2860011563;;;;;70;10;;;;;;;;7;;;;;;286107011563
;2860011564;;;;;70;10;;;;;;;;7;;;;;;286107011564
;2860011565;;;;;70;10;;;;;;;;7;;;;;;286107011565
;2910011566;;;Video Lavado de manos ;;70;10;;;;;;;;7;;;;;;291107011566
;2910011567;;;Actividad Práctica huevitos de chocolate;;70;10;;;;;;;;7;;;;;;291107011567
;2910011568;;;Afiche utensilio;;70;10;;;;;;;;7;;;;;;291107011568
;2910011569;;;receta a elección ;;70;10;;;;;;;;7;;;;;;291107011569
;2910011570;;;autoevalaución;;70;10;;;;;;;;7;;;;;;291107011570
;2910011571;;;;;70;10;;;;;;;;7;;;;;;291107011571
;2910011572;;;;;70;10;;;;;;;;7;;;;;;291107011572
;2910011573;;;;;70;10;;;;;;;;7;;;;;;291107011573
;2910011574;;;;;70;10;;;;;;;;7;;;;;;291107011574
;2910011575;;;;;70;10;;;;;;;;7;;;;;;291107011575
;2910011576;;;;;70;10;;;;;;;;7;;;;;;291107011576
;2910011577;;;;;70;10;;;;;;;;7;;;;;;291107011577
;2910011578;;;;;70;10;;;;;;;;7;;;;;;291107011578
;2910011579;;;;;70;10;;;;;;;;7;;;;;;291107011579
;2910011580;;;;;70;10;;;;;;;;7;;;;;;291107011580
;3030011581;;;presentación del contenido y taller practico ;;70;10;;;;;;;;7;;;;;;303107011581
;3030011582;;;taller practico manipulación de alimentos ;;70;10;;;;;;;;7;;;;;;303107011582
;3030011583;;;peruba taller practico ;;70;10;;;;;;;;7;;;;;;303107011583
;3030011584;;;prueba coeficiente 2 ;;70;10;;;;;;;;7;;;;;;303107011584
;3030011585;;;prueba coeficiente 2 ;;70;10;;;;;;;;7;;;;;;303107011585
;3030011586;;;;;70;10;;;;;;;;7;;;;;;303107011586
;3030011587;;;;;70;10;;;;;;;;7;;;;;;303107011587
;3030011588;;;;;70;10;;;;;;;;7;;;;;;303107011588
;3030011589;;;;;70;10;;;;;;;;7;;;;;;303107011589
;3030011590;;;;;70;10;;;;;;;;7;;;;;;303107011590
;3030011591;;;;;70;10;;;;;;;;7;;;;;;303107011591
;3030011592;;;;;70;10;;;;;;;;7;;;;;;303107011592
;3030011593;;;;;70;10;;;;;;;;7;;;;;;303107011593
;3030011594;;;;;70;10;;;;;;;;7;;;;;;303107011594
;3030011595;;;;;70;10;;;;;;;;7;;;;;;303107011595
;3030011596;;;taller practico de ensaladas ;;70;10;;;;;;;;7;;;;;;303107011596
;3030011597;;;taller practico guarniciones ;;70;10;;;;;;;;7;;;;;;303107011597
;3030011598;;;prueba taller practico/ entradas frías y calientes ;;70;10;;;;;;;;7;;;;;;303107011598
;3030011599;;;prueba coeficiente 2 ;;70;10;;;;;;;;7;;;;;;303107011599
;3030011600;;;prueba coeficiente 2 ;;70;10;;;;;;;;7;;;;;;303107011600
;3030011601;;;;;70;10;;;;;;;;7;;;;;;303107011601
;3030011602;;;;;70;10;;;;;;;;7;;;;;;303107011602
;3030011603;;;;;70;10;;;;;;;;7;;;;;;303107011603
;3030011604;;;;;70;10;;;;;;;;7;;;;;;303107011604
;3030011605;;;;;70;10;;;;;;;;7;;;;;;303107011605
;3030011606;;;;;70;10;;;;;;;;7;;;;;;303107011606
;3030011607;;;;;70;10;;;;;;;;7;;;;;;303107011607
;3030011608;;;;;70;10;;;;;;;;7;;;;;;303107011608
;3030011609;;;;;70;10;;;;;;;;7;;;;;;303107011609
;3030011610;;;;;70;10;;;;;;;;7;;;;;;303107011610
;3030011611;;;infografía y disertación de los tipos de servicio y big four ;;70;10;;;;;;;;7;;;;;;303107011611
;3030011612;;;prueba de desarrollo contenido ;;70;10;;;;;;;;7;;;;;;303107011612
;3030011613;;;presentación y disertación ;;70;10;;;;;;;;7;;;;;;303107011613
;3030011614;;;prueba coeficiente 2 ;;70;10;;;;;;;;7;;;;;;303107011614
;3030011615;;;prueba coeficiente 2 ;;70;10;;;;;;;;7;;;;;;303107011615
;3030011616;;;;;70;10;;;;;;;;7;;;;;;303107011616
;3030011617;;;;;70;10;;;;;;;;7;;;;;;303107011617
;3030011618;;;;;70;10;;;;;;;;7;;;;;;303107011618
;3030011619;;;;;70;10;;;;;;;;7;;;;;;303107011619
;3030011620;;;;;70;10;;;;;;;;7;;;;;;303107011620
;3030011621;;;;;70;10;;;;;;;;7;;;;;;303107011621
;3030011622;;;;;70;10;;;;;;;;7;;;;;;303107011622
;3030011623;;;;;70;10;;;;;;;;7;;;;;;303107011623
;3030011624;;;;;70;10;;;;;;;;7;;;;;;303107011624
;3030011625;;;;;70;10;;;;;;;;7;;;;;;303107011625
;3010011626;;;Prueba de inecuación de primer grado simple, con paréntesis y denominadores;;70;10;;;;;;;;7;;;;;;301107011626
;3010011627;;;Guía de inecuaciones 1 y 2 grado. (completas e incompletas);;70;10;;;;;;;;7;;;;;;301107011627
;3010011628;;;Prueba de ecuaciones de segundo grado completas;;70;10;;;;;;;;7;;;;;;301107011628
;3010011629;;;Proyecto Matemáticas ciencias.;;70;10;;;;;;;;7;;;;;;301107011629
;3010011630;;;Proyecto Matemáticas ciencias.;;70;10;;;;;;;;7;;;;;;301107011630
;3010011631;;;;;70;10;;;;;;;;7;;;;;;301107011631
;3010011632;;;;;70;10;;;;;;;;7;;;;;;301107011632
;3010011633;;;;;70;10;;;;;;;;7;;;;;;301107011633
;3010011634;;;;;70;10;;;;;;;;7;;;;;;301107011634
;3010011635;;;;;70;10;;;;;;;;7;;;;;;301107011635
;3010011636;;;;;70;10;;;;;;;;7;;;;;;301107011636
;3010011637;;;;;70;10;;;;;;;;7;;;;;;301107011637
;3010011638;;;;;70;10;;;;;;;;7;;;;;;301107011638
;3010011639;;;;;70;10;;;;;;;;7;;;;;;301107011639
;3010011640;;;;;70;10;;;;;;;;7;;;;;;301107011640
;2750011641;;;los dias de la semana;;70;10;;;;;;;;7;;;;;;275107011641
;2750011642;;;señales del transito;;70;10;;;;;;;;7;;;;;;275107011642
;2750011643;;;estaciones del año;;70;10;;;;;;;;7;;;;;;275107011643
;2750011644;;;coeficiente dos;;70;10;;;;;;;;7;;;;;;275107011644
;2750011645;;;;;70;10;;;;;;;;7;;;;;;275107011645
;2750011646;;;;;70;10;;;;;;;;7;;;;;;275107011646
;2750011647;;;;;70;10;;;;;;;;7;;;;;;275107011647
;2750011648;;;;;70;10;;;;;;;;7;;;;;;275107011648
;2750011649;;;;;70;10;;;;;;;;7;;;;;;275107011649
;2750011650;;;;;70;10;;;;;;;;7;;;;;;275107011650
;2750011651;;;;;70;10;;;;;;;;7;;;;;;275107011651
;2750011652;;;;;70;10;;;;;;;;7;;;;;;275107011652
;2750011653;;;;;70;10;;;;;;;;7;;;;;;275107011653
;2750011654;;;;;70;10;;;;;;;;7;;;;;;275107011654
;2750011655;;;;;70;10;;;;;;;;7;;;;;;275107011655
;2750011656;;;dictado de numeros hasta el 30;;70;10;;;;;;;;7;;;;;;275107011656
;2750011657;;;cuerpos geometricos;;70;10;;;;;;;;7;;;;;;275107011657
;2750011658;;;mayor menor igual;;70;10;;;;;;;;7;;;;;;275107011658
;2750011659;;;coeficiente dos;;70;10;;;;;;;;7;;;;;;275107011659
;2750011660;;;;;70;10;;;;;;;;7;;;;;;275107011660
;2750011661;;;;;70;10;;;;;;;;7;;;;;;275107011661
;2750011662;;;;;70;10;;;;;;;;7;;;;;;275107011662
;2750011663;;;;;70;10;;;;;;;;7;;;;;;275107011663
;2750011664;;;;;70;10;;;;;;;;7;;;;;;275107011664
;2750011665;;;;;70;10;;;;;;;;7;;;;;;275107011665
;2750011666;;;;;70;10;;;;;;;;7;;;;;;275107011666
;2750011667;;;;;70;10;;;;;;;;7;;;;;;275107011667
;2750011668;;;;;70;10;;;;;;;;7;;;;;;275107011668
;2750011669;;;;;70;10;;;;;;;;7;;;;;;275107011669
;2750011670;;;;;70;10;;;;;;;;7;;;;;;275107011670
;2750011671;;;dictado consonante M;;70;10;;;;;;;;7;;;;;;275107011671
;2750011672;;;articulos;;70;10;;;;;;;;7;;;;;;275107011672
;2750011673;;;dictado de oraciones letra m p l s;;70;10;;;;;;;;7;;;;;;275107011673
;2750011674;;;abp;;70;10;;;;;;;;7;;;;;;275107011674
;2750011675;;;;;70;10;;;;;;;;7;;;;;;275107011675
;2750011676;;;;;70;10;;;;;;;;7;;;;;;275107011676
;2750011677;;;;;70;10;;;;;;;;7;;;;;;275107011677
;2750011678;;;;;70;10;;;;;;;;7;;;;;;275107011678
;2750011679;;;;;70;10;;;;;;;;7;;;;;;275107011679
;2750011680;;;;;70;10;;;;;;;;7;;;;;;275107011680
;2750011681;;;;;70;10;;;;;;;;7;;;;;;275107011681
;2750011682;;;;;70;10;;;;;;;;7;;;;;;275107011682
;2750011683;;;;;70;10;;;;;;;;7;;;;;;275107011683
;2750011684;;;;;70;10;;;;;;;;7;;;;;;275107011684
;2750011685;;;;;70;10;;;;;;;;7;;;;;;275107011685
;2790011686;;;Evaluación saltar 3 aros con pies juntos mas voltereta ;;70;10;;;;;;;;7;;;;;;279107011686
;2790011687;;;Dominio de balón de Basquetbol;;70;10;;;;;;;;7;;;;;;279107011687
;2790011688;;;Dominio balón y canasta;;70;10;;;;;;;;7;;;;;;279107011688
;2790011689;;;Coreografía baile merengue ;;70;10;;;;;;;;7;;;;;;279107011689
;2790011690;;;;;70;10;;;;;;;;7;;;;;;279107011690
;2790011691;;;;;70;10;;;;;;;;7;;;;;;279107011691
;2790011692;;;;;70;10;;;;;;;;7;;;;;;279107011692
;2790011693;;;;;70;10;;;;;;;;7;;;;;;279107011693
;2790011694;;;;;70;10;;;;;;;;7;;;;;;279107011694
;2790011695;;;;;70;10;;;;;;;;7;;;;;;279107011695
;2790011696;;;;;70;10;;;;;;;;7;;;;;;279107011696
;2790011697;;;;;70;10;;;;;;;;7;;;;;;279107011697
;2790011698;;;;;70;10;;;;;;;;7;;;;;;279107011698
;2790011699;;;;;70;10;;;;;;;;7;;;;;;279107011699
;2790011700;;;;;70;10;;;;;;;;7;;;;;;279107011700
;2790011701;;;Guia N°1 comprensión lectora ;;70;10;;;;;;;;7;;;;;;279107011701
;2790011702;;;"Comprensión lectora ""Un fantasma en la cocina""";;70;10;;;;;;;;7;;;;;;279107011702
;2790011703;;;Lectura y comprensión texto lenguaje ;;70;10;;;;;;;;7;;;;;;279107011703
;2790011704;;;;;70;10;;;;;;;;7;;;;;;279107011704
;2790011705;;;;;70;10;;;;;;;;7;;;;;;279107011705
;2790011706;;;;;70;10;;;;;;;;7;;;;;;279107011706
;2790011707;;;;;70;10;;;;;;;;7;;;;;;279107011707
;2790011708;;;;;70;10;;;;;;;;7;;;;;;279107011708
