active;DisplacedStudentStatus;FirstEntryDateIntoUSSchool;NSLPDirectCertificationIndicator;RecordEndDateTime;RecordStartDateTime;RefDirectoryInformationBlockStatusId;RefEndOfTermStatusId;RefEnrollmentStatusId;RefEntryGradeLevelId;RefEntryType;RefExitGradeLevel;RefExitOrWithdrawalStatusId;RefExitOrWithdrawalTypeId;RefFoodServiceEligibilityId;RefNonPromotionReasonId;RefPromotionReasonId;RefPublicSchoolResidence;RefStudentEnrollmentAccessTypeId;OrganizationPersonRoleId;StudentListNumber
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105424;8
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105425;37
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105426;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105427;15
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105428;28
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105429;40
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105430;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105431;35
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105438;27
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105439;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105440;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105444;26
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105446;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105448;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105450;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105451;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105452;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105453;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105454;15
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105455;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105456;18
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105458;21
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105459;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105460;23
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105461;26
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105462;27
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105463;29
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105464;30
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105466;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105467;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105468;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105469;26
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105470;28
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105471;28
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105472;36
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105473;31
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105474;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105475;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105476;33
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105477;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105478;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105479;19
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105480;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105481;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105489;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105490;15
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105491;19
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105492;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105494;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105495;30
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105496;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105497;24
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105498;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105499;28
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105500;21
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105501;23
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105502;26
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105504;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105506;24
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105508;12
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105510;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105511;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105512;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105513;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105514;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105515;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105516;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105520;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105521;39
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105523;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105524;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105525;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105526;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105527;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105528;15
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105529;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105530;27
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105531;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105533;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105534;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105535;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105537;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105540;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105541;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105542;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105543;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105544;12
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105545;17
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105546;23
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105547;23
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105548;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105549;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105551;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105552;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105553;18
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105554;24
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105557;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105561;26
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105562;8
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105563;17
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105564;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105565;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105568;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105569;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105571;15
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105572;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105573;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105574;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105579;34
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105580;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105581;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105582;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105584;21
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105585;17
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105586;19
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105587;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105588;26
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105589;19
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105590;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105591;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105592;17
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105593;21
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105595;8
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105596;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105597;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105598;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105599;18
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105600;34
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105602;37
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105603;17
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105604;28
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105605;8
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105607;11
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105608;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105609;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105610;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105611;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105612;12
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105613;29
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105614;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105615;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105616;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105617;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105619;8
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105620;18
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105621;29
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105623;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105625;26
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105626;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105627;23
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105628;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105629;38
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105630;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105631;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105633;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105635;21
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105636;23
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105637;29
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105638;42
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105639;28
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105641;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105642;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105643;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105644;8
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105645;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105646;27
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105647;18
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105648;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105649;21
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105650;15
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105651;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105652;30
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105653;32
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105654;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105655;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105657;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105658;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105660;24
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105661;36
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105662;25
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105663;26
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105664;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105665;19
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105666;12
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105667;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105669;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105671;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105672;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105674;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105675;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105676;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105677;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105678;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105679;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105680;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105681;8
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105682;15
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105683;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105684;23
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105685;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105688;31
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105689;8
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105690;24
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105691;12
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105692;12
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105693;35
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105694;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105695;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105696;19
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105697;27
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105702;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105703;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105704;30
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105706;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105707;9
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105708;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105709;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105710;17
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105711;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105712;36
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105714;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105715;12
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105716;37
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105717;23
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105719;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105722;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105723;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105724;14
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105729;15
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105730;10
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105731;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105735;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105736;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105737;12
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105739;6
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105741;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105743;23
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105747;4
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105748;3
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105749;24
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105750;5
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105751;7
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105752;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105753;23
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105755;39
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105756;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105759;16
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105760;12
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105761;20
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105762;35
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105763;1
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105764;18
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105766;13
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105767;33
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105770;22
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105772;31
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105774;26
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105775;2
;;2024-03-05;;;;;;2;;;;;;;;;;5;10105776;13
