AssessmentAdministrationPeriodDescription;AssessmentId;AssessmentSecureIndicator;Code;FinishDate;FinishTime;Name;RecordEndDateTime;RecordStartDateTime;RefAssessmentReportingMethodId;StartDate;StartTime;AssessmentAdministrationId
;101;;9;;;nota Sumativa #9: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;28111469
;101;;10;;;nota Sumativa #10: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;28111470
;101;;11;;;nota Sumativa #11: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;28111471
;101;;12;;;nota Sumativa #12: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;28111472
;101;;13;;;nota Sumativa #13: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;28111473
;101;;14;;;nota Sumativa #14: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;28111474
;101;;15;;;nota Sumativa #15: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;28111475
;101;;1;;;nota Sumativa #1: EDUCACION FISICA Y SALUD;;;;;;28111476
;101;;2;;;nota Sumativa #2: EDUCACION FISICA Y SALUD;;;;;;28111477
;101;;3;;;nota Sumativa #3: EDUCACION FISICA Y SALUD;;;;;;28111478
;101;;4;;;nota Sumativa #4: EDUCACION FISICA Y SALUD;;;;;;28111479
;101;;5;;;nota Sumativa #5: EDUCACION FISICA Y SALUD;;;;;;28111480
;101;;6;;;nota Sumativa #6: EDUCACION FISICA Y SALUD;;;;;;28111481
;101;;7;;;nota Sumativa #7: EDUCACION FISICA Y SALUD;;;;;;28111482
;101;;8;;;nota Sumativa #8: EDUCACION FISICA Y SALUD;;;;;;28111483
;101;;9;;;nota Sumativa #9: EDUCACION FISICA Y SALUD;;;;;;28111484
;101;;10;;;nota Sumativa #10: EDUCACION FISICA Y SALUD;;;;;;28111485
;101;;11;;;nota Sumativa #11: EDUCACION FISICA Y SALUD;;;;;;28111486
;101;;12;;;nota Sumativa #12: EDUCACION FISICA Y SALUD;;;;;;28111487
;101;;13;;;nota Sumativa #13: EDUCACION FISICA Y SALUD;;;;;;28111488
;101;;14;;;nota Sumativa #14: EDUCACION FISICA Y SALUD;;;;;;28111489
;101;;15;;;nota Sumativa #15: EDUCACION FISICA Y SALUD;;;;;;28111490
;101;;1;;;nota Sumativa #1: Dibujo Digital De Sistemas Constructivos;;;;;;30111491
;101;;2;;;nota Sumativa #2: Dibujo Digital De Sistemas Constructivos;;;;;;30111492
;101;;3;;;nota Sumativa #3: Dibujo Digital De Sistemas Constructivos;;;;;;30111493
;101;;4;;;nota Sumativa #4: Dibujo Digital De Sistemas Constructivos;;;;;;30111494
;101;;5;;;nota Sumativa #5: Dibujo Digital De Sistemas Constructivos;;;;;;30111495
;101;;6;;;nota Sumativa #6: Dibujo Digital De Sistemas Constructivos;;;;;;30111496
;101;;7;;;nota Sumativa #7: Dibujo Digital De Sistemas Constructivos;;;;;;30111497
;101;;8;;;nota Sumativa #8: Dibujo Digital De Sistemas Constructivos;;;;;;30111498
;101;;9;;;nota Sumativa #9: Dibujo Digital De Sistemas Constructivos;;;;;;30111499
;101;;10;;;nota Sumativa #10: Dibujo Digital De Sistemas Constructivos;;;;;;30111500
;101;;11;;;nota Sumativa #11: Dibujo Digital De Sistemas Constructivos;;;;;;30111501
;101;;12;;;nota Sumativa #12: Dibujo Digital De Sistemas Constructivos;;;;;;30111502
;101;;13;;;nota Sumativa #13: Dibujo Digital De Sistemas Constructivos;;;;;;30111503
;101;;14;;;nota Sumativa #14: Dibujo Digital De Sistemas Constructivos;;;;;;30111504
;101;;15;;;nota Sumativa #15: Dibujo Digital De Sistemas Constructivos;;;;;;30111505
;101;;1;;;nota Sumativa #1: Emprendimiento Y Empleabilidad;;;;;;30111506
;101;;2;;;nota Sumativa #2: Emprendimiento Y Empleabilidad;;;;;;30111507
;101;;3;;;nota Sumativa #3: Emprendimiento Y Empleabilidad;;;;;;30111508
;101;;4;;;nota Sumativa #4: Emprendimiento Y Empleabilidad;;;;;;30111509
;101;;5;;;nota Sumativa #5: Emprendimiento Y Empleabilidad;;;;;;30111510
;101;;6;;;nota Sumativa #6: Emprendimiento Y Empleabilidad;;;;;;30111511
;101;;7;;;nota Sumativa #7: Emprendimiento Y Empleabilidad;;;;;;30111512
;101;;8;;;nota Sumativa #8: Emprendimiento Y Empleabilidad;;;;;;30111513
;101;;9;;;nota Sumativa #9: Emprendimiento Y Empleabilidad;;;;;;30111514
;101;;10;;;nota Sumativa #10: Emprendimiento Y Empleabilidad;;;;;;30111515
;101;;11;;;nota Sumativa #11: Emprendimiento Y Empleabilidad;;;;;;30111516
;101;;12;;;nota Sumativa #12: Emprendimiento Y Empleabilidad;;;;;;30111517
;101;;13;;;nota Sumativa #13: Emprendimiento Y Empleabilidad;;;;;;30111518
;101;;14;;;nota Sumativa #14: Emprendimiento Y Empleabilidad;;;;;;30111519
;101;;15;;;nota Sumativa #15: Emprendimiento Y Empleabilidad;;;;;;30111520
;101;;1;;;nota Sumativa #1: Cocina Chilena;;;;;;30511521
;101;;2;;;nota Sumativa #2: Cocina Chilena;;;;;;30511522
;101;;3;;;nota Sumativa #3: Cocina Chilena;;;;;;30511523
;101;;4;;;nota Sumativa #4: Cocina Chilena;;;;;;30511524
;101;;5;;;nota Sumativa #5: Cocina Chilena;;;;;;30511525
;101;;6;;;nota Sumativa #6: Cocina Chilena;;;;;;30511526
;101;;7;;;nota Sumativa #7: Cocina Chilena;;;;;;30511527
;101;;8;;;nota Sumativa #8: Cocina Chilena;;;;;;30511528
;101;;9;;;nota Sumativa #9: Cocina Chilena;;;;;;30511529
;101;;10;;;nota Sumativa #10: Cocina Chilena;;;;;;30511530
;101;;11;;;nota Sumativa #11: Cocina Chilena;;;;;;30511531
;101;;12;;;nota Sumativa #12: Cocina Chilena;;;;;;30511532
;101;;13;;;nota Sumativa #13: Cocina Chilena;;;;;;30511533
;101;;14;;;nota Sumativa #14: Cocina Chilena;;;;;;30511534
;101;;15;;;nota Sumativa #15: Cocina Chilena;;;;;;30511535
;101;;1;;;nota Sumativa #1: MATEMATICA;;;;;;28411536
;101;;2;;;nota Sumativa #2: MATEMATICA;;;;;;28411537
;101;;3;;;nota Sumativa #3: MATEMATICA;;;;;;28411538
;101;;4;;;nota Sumativa #4: MATEMATICA;;;;;;28411539
;101;;5;;;nota Sumativa #5: MATEMATICA;;;;;;28411540
;101;;6;;;nota Sumativa #6: MATEMATICA;;;;;;28411541
;101;;7;;;nota Sumativa #7: MATEMATICA;;;;;;28411542
;101;;8;;;nota Sumativa #8: MATEMATICA;;;;;;28411543
;101;;9;;;nota Sumativa #9: MATEMATICA;;;;;;28411544
;101;;10;;;nota Sumativa #10: MATEMATICA;;;;;;28411545
;101;;11;;;nota Sumativa #11: MATEMATICA;;;;;;28411546
;101;;12;;;nota Sumativa #12: MATEMATICA;;;;;;28411547
;101;;13;;;nota Sumativa #13: MATEMATICA;;;;;;28411548
;101;;14;;;nota Sumativa #14: MATEMATICA;;;;;;28411549
;101;;15;;;nota Sumativa #15: MATEMATICA;;;;;;28411550
;101;;1;;;nota Sumativa #1: MATEMATICA;;;;;;28611551
;101;;2;;;nota Sumativa #2: MATEMATICA;;;;;;28611552
;101;;3;;;nota Sumativa #3: MATEMATICA;;;;;;28611553
;101;;4;;;nota Sumativa #4: MATEMATICA;;;;;;28611554
;101;;5;;;nota Sumativa #5: MATEMATICA;;;;;;28611555
;101;;6;;;nota Sumativa #6: MATEMATICA;;;;;;28611556
;101;;7;;;nota Sumativa #7: MATEMATICA;;;;;;28611557
;101;;8;;;nota Sumativa #8: MATEMATICA;;;;;;28611558
;101;;9;;;nota Sumativa #9: MATEMATICA;;;;;;28611559
;101;;10;;;nota Sumativa #10: MATEMATICA;;;;;;28611560
;101;;11;;;nota Sumativa #11: MATEMATICA;;;;;;28611561
;101;;12;;;nota Sumativa #12: MATEMATICA;;;;;;28611562
;101;;13;;;nota Sumativa #13: MATEMATICA;;;;;;28611563
;101;;14;;;nota Sumativa #14: MATEMATICA;;;;;;28611564
;101;;15;;;nota Sumativa #15: MATEMATICA;;;;;;28611565
;101;;1;;;nota Sumativa #1: Taller De Gastronomía;;;;;;29111566
;101;;2;;;nota Sumativa #2: Taller De Gastronomía;;;;;;29111567
;101;;3;;;nota Sumativa #3: Taller De Gastronomía;;;;;;29111568
;101;;4;;;nota Sumativa #4: Taller De Gastronomía;;;;;;29111569
;101;;5;;;nota Sumativa #5: Taller De Gastronomía;;;;;;29111570
;101;;6;;;nota Sumativa #6: Taller De Gastronomía;;;;;;29111571
;101;;7;;;nota Sumativa #7: Taller De Gastronomía;;;;;;29111572
;101;;8;;;nota Sumativa #8: Taller De Gastronomía;;;;;;29111573
;101;;9;;;nota Sumativa #9: Taller De Gastronomía;;;;;;29111574
;101;;10;;;nota Sumativa #10: Taller De Gastronomía;;;;;;29111575
;101;;11;;;nota Sumativa #11: Taller De Gastronomía;;;;;;29111576
;101;;12;;;nota Sumativa #12: Taller De Gastronomía;;;;;;29111577
;101;;13;;;nota Sumativa #13: Taller De Gastronomía;;;;;;29111578
;101;;14;;;nota Sumativa #14: Taller De Gastronomía;;;;;;29111579
;101;;15;;;nota Sumativa #15: Taller De Gastronomía;;;;;;29111580
;101;;1;;;nota Sumativa #1: Higiene Para La Elaboración De Alimentos;;;;;;30311581
;101;;2;;;nota Sumativa #2: Higiene Para La Elaboración De Alimentos;;;;;;30311582
;101;;3;;;nota Sumativa #3: Higiene Para La Elaboración De Alimentos;;;;;;30311583
;101;;4;;;nota Sumativa #4: Higiene Para La Elaboración De Alimentos;;;;;;30311584
;101;;5;;;nota Sumativa #5: Higiene Para La Elaboración De Alimentos;;;;;;30311585
;101;;6;;;nota Sumativa #6: Higiene Para La Elaboración De Alimentos;;;;;;30311586
;101;;7;;;nota Sumativa #7: Higiene Para La Elaboración De Alimentos;;;;;;30311587
;101;;8;;;nota Sumativa #8: Higiene Para La Elaboración De Alimentos;;;;;;30311588
;101;;9;;;nota Sumativa #9: Higiene Para La Elaboración De Alimentos;;;;;;30311589
;101;;10;;;nota Sumativa #10: Higiene Para La Elaboración De Alimentos;;;;;;30311590
;101;;11;;;nota Sumativa #11: Higiene Para La Elaboración De Alimentos;;;;;;30311591
;101;;12;;;nota Sumativa #12: Higiene Para La Elaboración De Alimentos;;;;;;30311592
;101;;13;;;nota Sumativa #13: Higiene Para La Elaboración De Alimentos;;;;;;30311593
;101;;14;;;nota Sumativa #14: Higiene Para La Elaboración De Alimentos;;;;;;30311594
;101;;15;;;nota Sumativa #15: Higiene Para La Elaboración De Alimentos;;;;;;30311595
;101;;1;;;nota Sumativa #1: Elaboración De Alimentos De Baja Complejidad;;;;;;30311596
;101;;2;;;nota Sumativa #2: Elaboración De Alimentos De Baja Complejidad;;;;;;30311597
;101;;3;;;nota Sumativa #3: Elaboración De Alimentos De Baja Complejidad;;;;;;30311598
;101;;4;;;nota Sumativa #4: Elaboración De Alimentos De Baja Complejidad;;;;;;30311599
;101;;5;;;nota Sumativa #5: Elaboración De Alimentos De Baja Complejidad;;;;;;30311600
;101;;6;;;nota Sumativa #6: Elaboración De Alimentos De Baja Complejidad;;;;;;30311601
;101;;7;;;nota Sumativa #7: Elaboración De Alimentos De Baja Complejidad;;;;;;30311602
;101;;8;;;nota Sumativa #8: Elaboración De Alimentos De Baja Complejidad;;;;;;30311603
;101;;9;;;nota Sumativa #9: Elaboración De Alimentos De Baja Complejidad;;;;;;30311604
;101;;10;;;nota Sumativa #10: Elaboración De Alimentos De Baja Complejidad;;;;;;30311605
;101;;11;;;nota Sumativa #11: Elaboración De Alimentos De Baja Complejidad;;;;;;30311606
;101;;12;;;nota Sumativa #12: Elaboración De Alimentos De Baja Complejidad;;;;;;30311607
;101;;13;;;nota Sumativa #13: Elaboración De Alimentos De Baja Complejidad;;;;;;30311608
;101;;14;;;nota Sumativa #14: Elaboración De Alimentos De Baja Complejidad;;;;;;30311609
;101;;15;;;nota Sumativa #15: Elaboración De Alimentos De Baja Complejidad;;;;;;30311610
;101;;1;;;nota Sumativa #1: Servicio De Comedores, Bares Y Salones;;;;;;30311611
;101;;2;;;nota Sumativa #2: Servicio De Comedores, Bares Y Salones;;;;;;30311612
;101;;3;;;nota Sumativa #3: Servicio De Comedores, Bares Y Salones;;;;;;30311613
;101;;4;;;nota Sumativa #4: Servicio De Comedores, Bares Y Salones;;;;;;30311614
;101;;5;;;nota Sumativa #5: Servicio De Comedores, Bares Y Salones;;;;;;30311615
;101;;6;;;nota Sumativa #6: Servicio De Comedores, Bares Y Salones;;;;;;30311616
;101;;7;;;nota Sumativa #7: Servicio De Comedores, Bares Y Salones;;;;;;30311617
;101;;8;;;nota Sumativa #8: Servicio De Comedores, Bares Y Salones;;;;;;30311618
;101;;9;;;nota Sumativa #9: Servicio De Comedores, Bares Y Salones;;;;;;30311619
;101;;10;;;nota Sumativa #10: Servicio De Comedores, Bares Y Salones;;;;;;30311620
;101;;11;;;nota Sumativa #11: Servicio De Comedores, Bares Y Salones;;;;;;30311621
;101;;12;;;nota Sumativa #12: Servicio De Comedores, Bares Y Salones;;;;;;30311622
;101;;13;;;nota Sumativa #13: Servicio De Comedores, Bares Y Salones;;;;;;30311623
;101;;14;;;nota Sumativa #14: Servicio De Comedores, Bares Y Salones;;;;;;30311624
;101;;15;;;nota Sumativa #15: Servicio De Comedores, Bares Y Salones;;;;;;30311625
;101;;1;;;nota Sumativa #1: MATEMATICA;;;;;;30111626
;101;;2;;;nota Sumativa #2: MATEMATICA;;;;;;30111627
;101;;3;;;nota Sumativa #3: MATEMATICA;;;;;;30111628
;101;;4;;;nota Sumativa #4: MATEMATICA;;;;;;30111629
;101;;5;;;nota Sumativa #5: MATEMATICA;;;;;;30111630
;101;;6;;;nota Sumativa #6: MATEMATICA;;;;;;30111631
;101;;7;;;nota Sumativa #7: MATEMATICA;;;;;;30111632
;101;;8;;;nota Sumativa #8: MATEMATICA;;;;;;30111633
;101;;9;;;nota Sumativa #9: MATEMATICA;;;;;;30111634
;101;;10;;;nota Sumativa #10: MATEMATICA;;;;;;30111635
;101;;11;;;nota Sumativa #11: MATEMATICA;;;;;;30111636
;101;;12;;;nota Sumativa #12: MATEMATICA;;;;;;30111637
;101;;13;;;nota Sumativa #13: MATEMATICA;;;;;;30111638
;101;;14;;;nota Sumativa #14: MATEMATICA;;;;;;30111639
;101;;15;;;nota Sumativa #15: MATEMATICA;;;;;;30111640
;101;;1;;;nota Sumativa #1: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511641
;101;;2;;;nota Sumativa #2: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511642
;101;;3;;;nota Sumativa #3: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511643
;101;;4;;;nota Sumativa #4: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511644
;101;;5;;;nota Sumativa #5: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511645
;101;;6;;;nota Sumativa #6: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511646
;101;;7;;;nota Sumativa #7: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511647
;101;;8;;;nota Sumativa #8: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511648
;101;;9;;;nota Sumativa #9: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511649
;101;;10;;;nota Sumativa #10: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511650
;101;;11;;;nota Sumativa #11: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511651
;101;;12;;;nota Sumativa #12: HISTORIA, GEOGRAFIA Y CIENCIAS SOCIALES;;;;;;27511652
