AttendanceTermIndicator;BeginDate;claseRecuperadaId;fileScanBase64;Code;DaysInSession;Designator;EndDate;numeroREX;fechaREX;FirstInstructionDate;InstructionalMinutes;LastInstructionDate;MarkingTermIndicator;OrganizationCalendarId;RecordEndDateTime;RecordStartDateTime;RefSessionTypeId;SchedulingTermIndicator;Description;MinutesPerDay;OrganizationCalendarSessionId;SessionEndTime;SessionStartTime
1;2024-03-05;;;44644;;;2024-03-05;;;;;;;10044644;;;7;;clase fecha: 2024-03-05;;83;;
1;2024-03-06;;;44645;;;2024-03-06;;;;;;;10044645;;;7;;clase fecha: 2024-03-06;;84;;
1;2024-03-06;;;44646;;;2024-03-06;;;;;;;10044646;;;7;;clase fecha: 2024-03-06;;85;;
1;2024-03-06;;;44647;;;2024-03-06;;;;;;;10044647;;;7;;clase fecha: 2024-03-06;;86;;
1;2024-03-06;;;44648;;;2024-03-06;;;;;;;10044648;;;7;;clase fecha: 2024-03-06;;87;;
1;2024-03-07;;;44649;;;2024-03-07;;;;;;;10044649;;;7;;clase fecha: 2024-03-07;;88;;
1;2024-03-07;;;44650;;;2024-03-07;;;;;;;10044650;;;7;;clase fecha: 2024-03-07;;89;;
1;2024-03-07;;;44651;;;2024-03-07;;;;;;;10044651;;;7;;clase fecha: 2024-03-07;;90;;
1;2024-03-07;;;44652;;;2024-03-07;;;;;;;10044652;;;7;;clase fecha: 2024-03-07;;91;;
1;2024-03-07;;;44653;;;2024-03-07;;;;;;;10044653;;;7;;clase fecha: 2024-03-07;;92;;
1;2024-03-07;;;44654;;;2024-03-07;;;;;;;10044654;;;7;;clase fecha: 2024-03-07;;93;;
1;2024-03-07;;;44655;;;2024-03-07;;;;;;;10044655;;;7;;clase fecha: 2024-03-07;;94;;
1;2024-03-08;;;44656;;;2024-03-08;;;;;;;10044656;;;7;;clase fecha: 2024-03-08;;95;;
1;2024-03-08;;;44657;;;2024-03-08;;;;;;;10044657;;;7;;clase fecha: 2024-03-08;;96;;
1;2024-03-08;;;44658;;;2024-03-08;;;;;;;10044658;;;7;;clase fecha: 2024-03-08;;97;;
1;2024-03-08;;;44659;;;2024-03-08;;;;;;;10044659;;;7;;clase fecha: 2024-03-08;;98;;
1;2024-03-08;;;44660;;;2024-03-08;;;;;;;10044660;;;7;;clase fecha: 2024-03-08;;99;;
1;2024-03-11;;;44661;;;2024-03-11;;;;;;;10044661;;;7;;clase fecha: 2024-03-11;;100;;
1;2024-03-11;;;44662;;;2024-03-11;;;;;;;10044662;;;7;;clase fecha: 2024-03-11;;101;;
1;2024-03-11;;;44663;;;2024-03-11;;;;;;;10044663;;;7;;clase fecha: 2024-03-11;;102;;
1;2024-03-12;;;44664;;;2024-03-12;;;;;;;10044664;;;7;;clase fecha: 2024-03-12;;103;;
1;2024-03-12;;;44665;;;2024-03-12;;;;;;;10044665;;;7;;clase fecha: 2024-03-12;;104;;
1;2024-03-12;;;44666;;;2024-03-12;;;;;;;10044666;;;7;;clase fecha: 2024-03-12;;105;;
1;2024-03-12;;;44667;;;2024-03-12;;;;;;;10044667;;;7;;clase fecha: 2024-03-12;;106;;
1;2024-03-12;;;44668;;;2024-03-12;;;;;;;10044668;;;7;;clase fecha: 2024-03-12;;107;;
1;2024-03-12;;;44669;;;2024-03-12;;;;;;;10044669;;;7;;clase fecha: 2024-03-12;;108;;
1;2024-03-15;;;44670;;;2024-03-15;;;;;;;10044670;;;7;;clase fecha: 2024-03-15;;109;;
1;2024-03-15;;;44671;;;2024-03-15;;;;;;;10044671;;;7;;clase fecha: 2024-03-15;;110;;
1;2024-03-15;;;44672;;;2024-03-15;;;;;;;10044672;;;7;;clase fecha: 2024-03-15;;111;;
1;2024-03-15;;;44673;;;2024-03-15;;;;;;;10044673;;;7;;clase fecha: 2024-03-15;;112;;
1;2024-03-15;;;44674;;;2024-03-15;;;;;;;10044674;;;7;;clase fecha: 2024-03-15;;113;;
1;2024-03-13;;;44675;;;2024-03-13;;;;;;;10044675;;;7;;clase fecha: 2024-03-13;;114;;
1;2024-03-13;;;44676;;;2024-03-13;;;;;;;10044676;;;7;;clase fecha: 2024-03-13;;115;;
1;2024-03-13;;;44677;;;2024-03-13;;;;;;;10044677;;;7;;clase fecha: 2024-03-13;;116;;
1;2024-03-13;;;44678;;;2024-03-13;;;;;;;10044678;;;7;;clase fecha: 2024-03-13;;117;;
1;2024-03-14;;;44679;;;2024-03-14;;;;;;;10044679;;;7;;clase fecha: 2024-03-14;;118;;
1;2024-03-14;;;44680;;;2024-03-14;;;;;;;10044680;;;7;;clase fecha: 2024-03-14;;119;;
1;2024-03-14;;;44681;;;2024-03-14;;;;;;;10044681;;;7;;clase fecha: 2024-03-14;;120;;
1;2024-03-14;;;44682;;;2024-03-14;;;;;;;10044682;;;7;;clase fecha: 2024-03-14;;121;;
1;2024-03-14;;;44683;;;2024-03-14;;;;;;;10044683;;;7;;clase fecha: 2024-03-14;;122;;
1;2024-03-14;;;44684;;;2024-03-14;;;;;;;10044684;;;7;;clase fecha: 2024-03-14;;123;;
1;2024-03-14;;;44685;;;2024-03-14;;;;;;;10044685;;;7;;clase fecha: 2024-03-14;;124;;
1;2024-03-05;;;44686;;;2024-03-05;;;;;;;10044686;;;7;;clase fecha: 2024-03-05;;125;;
1;2024-03-05;;;44687;;;2024-03-05;;;;;;;10044687;;;7;;clase fecha: 2024-03-05;;126;;
1;2024-03-05;;;44688;;;2024-03-05;;;;;;;10044688;;;7;;clase fecha: 2024-03-05;;127;;
1;2024-03-05;;;44689;;;2024-03-05;;;;;;;10044689;;;7;;clase fecha: 2024-03-05;;128;;
1;2024-03-05;;;44690;;;2024-03-05;;;;;;;10044690;;;7;;clase fecha: 2024-03-05;;129;;
1;2024-03-05;;;44691;;;2024-03-05;;;;;;;10044691;;;7;;clase fecha: 2024-03-05;;130;;
1;2024-03-07;;;44692;;;2024-03-07;;;;;;;10044692;;;7;;clase fecha: 2024-03-07;;131;;
1;2024-03-07;;;44693;;;2024-03-07;;;;;;;10044693;;;7;;clase fecha: 2024-03-07;;132;;
1;2024-03-07;;;44694;;;2024-03-07;;;;;;;10044694;;;7;;clase fecha: 2024-03-07;;133;;
1;2024-03-07;;;44695;;;2024-03-07;;;;;;;10044695;;;7;;clase fecha: 2024-03-07;;134;;
1;2024-03-08;;;44696;;;2024-03-08;;;;;;;10044696;;;7;;clase fecha: 2024-03-08;;135;;
1;2024-03-08;;;44697;;;2024-03-08;;;;;;;10044697;;;7;;clase fecha: 2024-03-08;;136;;
1;2024-03-08;;;44698;;;2024-03-08;;;;;;;10044698;;;7;;clase fecha: 2024-03-08;;137;;
1;2024-03-08;;;44699;;;2024-03-08;;;;;;;10044699;;;7;;clase fecha: 2024-03-08;;138;;
1;2024-03-08;;;44700;;;2024-03-08;;;;;;;10044700;;;7;;clase fecha: 2024-03-08;;139;;
1;2024-03-08;;;44701;;;2024-03-08;;;;;;;10044701;;;7;;clase fecha: 2024-03-08;;140;;
1;2024-03-11;;;44702;;;2024-03-11;;;;;;;10044702;;;7;;clase fecha: 2024-03-11;;141;;
1;2024-03-11;;;44703;;;2024-03-11;;;;;;;10044703;;;7;;clase fecha: 2024-03-11;;142;;
1;2024-03-11;;;44704;;;2024-03-11;;;;;;;10044704;;;7;;clase fecha: 2024-03-11;;143;;
1;2024-03-11;;;44705;;;2024-03-11;;;;;;;10044705;;;7;;clase fecha: 2024-03-11;;144;;
1;2024-03-11;;;44706;;;2024-03-11;;;;;;;10044706;;;7;;clase fecha: 2024-03-11;;145;;
1;2024-03-12;;;44707;;;2024-03-12;;;;;;;10044707;;;7;;clase fecha: 2024-03-12;;146;;
1;2024-03-12;;;44708;;;2024-03-12;;;;;;;10044708;;;7;;clase fecha: 2024-03-12;;147;;
1;2024-03-12;;;44709;;;2024-03-12;;;;;;;10044709;;;7;;clase fecha: 2024-03-12;;148;;
1;2024-03-12;;;44710;;;2024-03-12;;;;;;;10044710;;;7;;clase fecha: 2024-03-12;;149;;
1;2024-03-12;;;44711;;;2024-03-12;;;;;;;10044711;;;7;;clase fecha: 2024-03-12;;150;;
1;2024-03-12;;;44712;;;2024-03-12;;;;;;;10044712;;;7;;clase fecha: 2024-03-12;;151;;
1;2024-03-14;;;44713;;;2024-03-14;;;;;;;10044713;;;7;;clase fecha: 2024-03-14;;152;;
1;2024-03-14;;;44714;;;2024-03-14;;;;;;;10044714;;;7;;clase fecha: 2024-03-14;;153;;
1;2024-03-14;;;44715;;;2024-03-14;;;;;;;10044715;;;7;;clase fecha: 2024-03-14;;154;;
1;2024-03-14;;;44716;;;2024-03-14;;;;;;;10044716;;;7;;clase fecha: 2024-03-14;;155;;
1;2024-03-15;;;44717;;;2024-03-15;;;;;;;10044717;;;7;;clase fecha: 2024-03-15;;156;;
1;2024-03-15;;;44718;;;2024-03-15;;;;;;;10044718;;;7;;clase fecha: 2024-03-15;;157;;
1;2024-03-15;;;44719;;;2024-03-15;;;;;;;10044719;;;7;;clase fecha: 2024-03-15;;158;;
1;2024-03-15;;;44720;;;2024-03-15;;;;;;;10044720;;;7;;clase fecha: 2024-03-15;;159;;
1;2024-03-15;;;44721;;;2024-03-15;;;;;;;10044721;;;7;;clase fecha: 2024-03-15;;160;;
1;2024-03-15;;;44722;;;2024-03-15;;;;;;;10044722;;;7;;clase fecha: 2024-03-15;;161;;
1;2024-03-06;;;44723;;;2024-03-06;;;;;;;10044723;;;7;;clase fecha: 2024-03-06;;162;;
1;2024-03-06;;;44724;;;2024-03-06;;;;;;;10044724;;;7;;clase fecha: 2024-03-06;;163;;
1;2024-03-06;;;44725;;;2024-03-06;;;;;;;10044725;;;7;;clase fecha: 2024-03-06;;164;;
1;2024-03-06;;;44726;;;2024-03-06;;;;;;;10044726;;;7;;clase fecha: 2024-03-06;;165;;
1;2024-03-06;;;44727;;;2024-03-06;;;;;;;10044727;;;7;;clase fecha: 2024-03-06;;166;;
1;2024-03-06;;;44728;;;2024-03-06;;;;;;;10044728;;;7;;clase fecha: 2024-03-06;;167;;
1;2024-03-06;;;44729;;;2024-03-06;;;;;;;10044729;;;7;;clase fecha: 2024-03-06;;168;;
1;2024-03-07;;;44730;;;2024-03-07;;;;;;;10044730;;;7;;clase fecha: 2024-03-07;;169;;
1;2024-03-07;;;44731;;;2024-03-07;;;;;;;10044731;;;7;;clase fecha: 2024-03-07;;170;;
1;2024-03-07;;;44732;;;2024-03-07;;;;;;;10044732;;;7;;clase fecha: 2024-03-07;;171;;
1;2024-03-07;;;44733;;;2024-03-07;;;;;;;10044733;;;7;;clase fecha: 2024-03-07;;172;;
1;2024-03-07;;;44734;;;2024-03-07;;;;;;;10044734;;;7;;clase fecha: 2024-03-07;;173;;
1;2024-03-07;;;44735;;;2024-03-07;;;;;;;10044735;;;7;;clase fecha: 2024-03-07;;174;;
1;2024-03-07;;;44736;;;2024-03-07;;;;;;;10044736;;;7;;clase fecha: 2024-03-07;;175;;
1;2024-03-07;;;44737;;;2024-03-07;;;;;;;10044737;;;7;;clase fecha: 2024-03-07;;176;;
1;2024-03-11;;;44738;;;2024-03-11;;;;;;;10044738;;;7;;clase fecha: 2024-03-11;;177;;
1;2024-03-11;;;44739;;;2024-03-11;;;;;;;10044739;;;7;;clase fecha: 2024-03-11;;178;;
1;2024-03-11;;;44740;;;2024-03-11;;;;;;;10044740;;;7;;clase fecha: 2024-03-11;;179;;
1;2024-03-11;;;44741;;;2024-03-11;;;;;;;10044741;;;7;;clase fecha: 2024-03-11;;180;;
1;2024-03-11;;;44742;;;2024-03-11;;;;;;;10044742;;;7;;clase fecha: 2024-03-11;;181;;
1;2024-03-11;;;44743;;;2024-03-11;;;;;;;10044743;;;7;;clase fecha: 2024-03-11;;182;;
1;2024-03-11;;;44744;;;2024-03-11;;;;;;;10044744;;;7;;clase fecha: 2024-03-11;;183;;
1;2024-03-11;;;44745;;;2024-03-11;;;;;;;10044745;;;7;;clase fecha: 2024-03-11;;184;;
1;2024-03-11;;;44746;;;2024-03-11;;;;;;;10044746;;;7;;clase fecha: 2024-03-11;;185;;
1;2024-03-13;;;44747;;;2024-03-13;;;;;;;10044747;;;7;;clase fecha: 2024-03-13;;186;;
1;2024-03-13;;;44748;;;2024-03-13;;;;;;;10044748;;;7;;clase fecha: 2024-03-13;;187;;
1;2024-03-13;;;44749;;;2024-03-13;;;;;;;10044749;;;7;;clase fecha: 2024-03-13;;188;;
1;2024-03-13;;;44750;;;2024-03-13;;;;;;;10044750;;;7;;clase fecha: 2024-03-13;;189;;
1;2024-03-13;;;44751;;;2024-03-13;;;;;;;10044751;;;7;;clase fecha: 2024-03-13;;190;;
1;2024-03-13;;;44752;;;2024-03-13;;;;;;;10044752;;;7;;clase fecha: 2024-03-13;;191;;
1;2024-03-13;;;44753;;;2024-03-13;;;;;;;10044753;;;7;;clase fecha: 2024-03-13;;192;;
1;2024-03-14;;;44754;;;2024-03-14;;;;;;;10044754;;;7;;clase fecha: 2024-03-14;;193;;
1;2024-03-14;;;44755;;;2024-03-14;;;;;;;10044755;;;7;;clase fecha: 2024-03-14;;194;;
1;2024-03-14;;;44756;;;2024-03-14;;;;;;;10044756;;;7;;clase fecha: 2024-03-14;;195;;
1;2024-03-14;;;44757;;;2024-03-14;;;;;;;10044757;;;7;;clase fecha: 2024-03-14;;196;;
1;2024-03-14;;;44758;;;2024-03-14;;;;;;;10044758;;;7;;clase fecha: 2024-03-14;;197;;
1;2024-03-14;;;44759;;;2024-03-14;;;;;;;10044759;;;7;;clase fecha: 2024-03-14;;198;;
1;2024-03-14;;;44760;;;2024-03-14;;;;;;;10044760;;;7;;clase fecha: 2024-03-14;;199;;
1;2024-03-14;;;44761;;;2024-03-14;;;;;;;10044761;;;7;;clase fecha: 2024-03-14;;200;;
1;2024-03-15;;;44762;;;2024-03-15;;;;;;;10044762;;;7;;clase fecha: 2024-03-15;;201;;
1;2024-03-15;;;44763;;;2024-03-15;;;;;;;10044763;;;7;;clase fecha: 2024-03-15;;202;;
1;2024-03-15;;;44764;;;2024-03-15;;;;;;;10044764;;;7;;clase fecha: 2024-03-15;;203;;
1;2024-03-15;;;44765;;;2024-03-15;;;;;;;10044765;;;7;;clase fecha: 2024-03-15;;204;;
1;2024-03-15;;;44766;;;2024-03-15;;;;;;;10044766;;;7;;clase fecha: 2024-03-15;;205;;
1;2024-03-15;;;44767;;;2024-03-15;;;;;;;10044767;;;7;;clase fecha: 2024-03-15;;206;;
1;2024-03-05;;;44768;;;2024-03-05;;;;;;;10044768;;;7;;clase fecha: 2024-03-05;;207;;
1;2024-03-05;;;44769;;;2024-03-05;;;;;;;10044769;;;7;;clase fecha: 2024-03-05;;208;;
1;2024-03-05;;;44770;;;2024-03-05;;;;;;;10044770;;;7;;clase fecha: 2024-03-05;;209;;
1;2024-03-05;;;44771;;;2024-03-05;;;;;;;10044771;;;7;;clase fecha: 2024-03-05;;210;;
1;2024-03-05;;;44772;;;2024-03-05;;;;;;;10044772;;;7;;clase fecha: 2024-03-05;;211;;
1;2024-03-05;;;44773;;;2024-03-05;;;;;;;10044773;;;7;;clase fecha: 2024-03-05;;212;;
1;2024-03-06;;;44774;;;2024-03-06;;;;;;;10044774;;;7;;clase fecha: 2024-03-06;;213;;
1;2024-03-06;;;44775;;;2024-03-06;;;;;;;10044775;;;7;;clase fecha: 2024-03-06;;214;;
1;2024-03-06;;;44776;;;2024-03-06;;;;;;;10044776;;;7;;clase fecha: 2024-03-06;;215;;
1;2024-03-06;;;44777;;;2024-03-06;;;;;;;10044777;;;7;;clase fecha: 2024-03-06;;216;;
1;2024-03-06;;;44778;;;2024-03-06;;;;;;;10044778;;;7;;clase fecha: 2024-03-06;;217;;
1;2024-03-06;;;44779;;;2024-03-06;;;;;;;10044779;;;7;;clase fecha: 2024-03-06;;218;;
1;2024-03-12;;;44780;;;2024-03-12;;;;;;;10044780;;;7;;clase fecha: 2024-03-12;;219;;
1;2024-03-12;;;44781;;;2024-03-12;;;;;;;10044781;;;7;;clase fecha: 2024-03-12;;220;;
1;2024-03-12;;;44782;;;2024-03-12;;;;;;;10044782;;;7;;clase fecha: 2024-03-12;;221;;
1;2024-03-12;;;44783;;;2024-03-12;;;;;;;10044783;;;7;;clase fecha: 2024-03-12;;222;;
1;2024-03-12;;;44784;;;2024-03-12;;;;;;;10044784;;;7;;clase fecha: 2024-03-12;;223;;
1;2024-03-12;;;44785;;;2024-03-12;;;;;;;10044785;;;7;;clase fecha: 2024-03-12;;224;;
1;2024-03-12;;;44786;;;2024-03-12;;;;;;;10044786;;;7;;clase fecha: 2024-03-12;;225;;
1;2024-03-13;;;44787;;;2024-03-13;;;;;;;10044787;;;7;;clase fecha: 2024-03-13;;226;;
1;2024-03-13;;;44788;;;2024-03-13;;;;;;;10044788;;;7;;clase fecha: 2024-03-13;;227;;
1;2024-03-13;;;44789;;;2024-03-13;;;;;;;10044789;;;7;;clase fecha: 2024-03-13;;228;;
1;2024-03-13;;;44790;;;2024-03-13;;;;;;;10044790;;;7;;clase fecha: 2024-03-13;;229;;
1;2024-03-13;;;44791;;;2024-03-13;;;;;;;10044791;;;7;;clase fecha: 2024-03-13;;230;;
1;2024-03-13;;;44792;;;2024-03-13;;;;;;;10044792;;;7;;clase fecha: 2024-03-13;;231;;
1;2024-03-13;;;44793;;;2024-03-13;;;;;;;10044793;;;7;;clase fecha: 2024-03-13;;232;;
1;2024-03-13;;;44794;;;2024-03-13;;;;;;;10044794;;;7;;clase fecha: 2024-03-13;;233;;
1;2024-03-15;;;44795;;;2024-03-15;;;;;;;10044795;;;7;;clase fecha: 2024-03-15;;234;;
1;2024-03-15;;;44796;;;2024-03-15;;;;;;;10044796;;;7;;clase fecha: 2024-03-15;;235;;
1;2024-03-15;;;44797;;;2024-03-15;;;;;;;10044797;;;7;;clase fecha: 2024-03-15;;236;;
1;2024-03-15;;;44798;;;2024-03-15;;;;;;;10044798;;;7;;clase fecha: 2024-03-15;;237;;
1;2024-03-15;;;44799;;;2024-03-15;;;;;;;10044799;;;7;;clase fecha: 2024-03-15;;238;;
1;2024-03-15;;;44800;;;2024-03-15;;;;;;;10044800;;;7;;clase fecha: 2024-03-15;;239;;
1;2024-03-05;;;44801;;;2024-03-05;;;;;;;10044801;;;7;;clase fecha: 2024-03-05;;240;;
1;2024-03-05;;;44802;;;2024-03-05;;;;;;;10044802;;;7;;clase fecha: 2024-03-05;;241;;
1;2024-03-05;;;44803;;;2024-03-05;;;;;;;10044803;;;7;;clase fecha: 2024-03-05;;242;;
